Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,06-05-2025,24500.75,24509.65,24331.8,24379.6,-81.55,-.33,302354059,26481.15,21.95,3.61,1.29
Nifty Next 50,06-05-2025,65511.25,65605.55,63605.35,63824.9,-1581.95,-2.42,282370979,12046.52,21.39,3.99,1.43
Nifty 100,06-05-2025,25050.6,25056.4,24791.3,24837.45,-172.75,-.69,584725038,38527.67,21.86,3.67,1.31
Nifty 200,06-05-2025,13559.4,13561.25,13383.35,13407.25,-128.55,-.95,1899716337,59218.24,23.06,3.79,1.24
Nifty 500,06-05-2025,22235.6,22244.5,21916.9,21956.6,-238.55,-1.07,2381373406,79384.26,23.94,3.83,1.17
Nifty Midcap 50,06-05-2025,15487.9,15506.55,15096.8,15120.7,-328.2,-2.12,1028453875,12933.56,38.09,5.19,.78
NIFTY Midcap 100,06-05-2025,54806.35,54895.05,53343.05,53435.85,-1239.9,-2.27,1314991299,20690.57,32.28,4.61,.86
NIFTY Smallcap 100,06-05-2025,16649.55,16699.2,16154.25,16195.15,-414.75,-2.5,251142874,10024.56,29.03,3.95,.79
Nifty50 Dividend Points,06-05-2025,-,-,-,4.22,0.0,-,-,-,-,-,-
Nifty Auto,06-05-2025,22964.95,23092.65,22668.65,22737.6,38.4,.17,40994733,5135.13,22.18,4.81,.9
Nifty Bank,06-05-2025,54918.25,55036.95,54172.95,54271.4,-648.1,-1.18,198690472,8440.53,13.79,2.32,.96
Nifty Energy,06-05-2025,34663.65,34727,33670.15,33771.1,-812.5,-2.35,306991325,8101.63,15.75,2.48,2.32
Nifty Financial Services,06-05-2025,26148.3,26198,25925.1,25969.0,-195.9,-.75,88407553,9133.1,17.18,3,.84
Nifty FMCG,06-05-2025,56943.45,57197.7,56715.55,56883.4,-52.8,-.09,33359752,2711.04,45.13,10.89,1.93
Nifty IT,06-05-2025,36129.3,36314.2,35778.8,35869.2,-122.05,-.34,21845224,4295.34,26.88,7.43,3.01
Nifty Media,06-05-2025,1529.95,1535.7,1498.3,1508.0,-23.1,-1.51,19132778,210.21,-,1.23,1.04
