Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,04-12-2024,24488.75,24573.2,24366.3,24467.45,10.3,.04,348003156,34639.78,22.52,3.65,1.25
Nifty Next 50,04-12-2024,72196.15,72415.8,71716.85,72244.85,354.1,.49,391736395,14738.31,23.05,3.87,1.36
Nifty 100,04-12-2024,25443.25,25521.3,25308.9,25428.4,35.15,.14,739739551,49378.09,23.1,3.7,1.22
Nifty 200,04-12-2024,13857.65,13898.6,13794.05,13866.2,40.35,.29,1830888352,70693.89,25.04,3.89,1.15
Nifty 500,04-12-2024,23075.95,23149.9,22978.85,23099.5,78.65,.34,2697699131,96896.28,26.23,3.99,1.1
Nifty Midcap 50,04-12-2024,16109.5,16232.35,16086.05,16217.05,161.35,1,781264430,10909.7,49.06,5.74,.76
NIFTY Midcap 100,04-12-2024,57734.7,58158.8,57621.8,58112.4,603.4,1.05,1091148801,21315.8,42.56,5.24,.78
NIFTY Smallcap 100,04-12-2024,19077.5,19199.35,19008.35,19173.55,170.0,.89,424926068,13657.57,35.51,4.24,.97
Nifty50 Dividend Points,04-12-2024,-,-,-,233.03,0.0,-,-,-,-,-,-
Nifty Auto,04-12-2024,23746.2,23850.75,23466.75,23584.0,-168.4,-.71,61935417,5049.06,22.94,4.84,.95
Nifty Bank,04-12-2024,52775,53387.1,52685.15,53266.9,571.15,1.08,228584540,11813.29,14.51,2.39,.93
Nifty Energy,04-12-2024,38087.55,38136.85,37629.65,37736.05,-278.0,-.73,116031246,6199.78,15.25,2.09,2.37
Nifty Financial Services,04-12-2024,24339.2,24615.6,24314.1,24562.6,266.05,1.1,106197367,13604.38,17.02,2.96,.88
Nifty FMCG,04-12-2024,57813.7,58005.9,57170.35,57270.35,-418.85,-.73,32409111,2758.77,45.6,11.15,1.85
Nifty IT,04-12-2024,43761.15,44225.55,43585.05,43949.25,194.3,.44,28921568,4517.28,34.79,9.05,1.85
Nifty Media,04-12-2024,2079.65,2087.85,2061.3,2083.85,15.55,.75,56767141,665.39,-,2.36,.56
Nifty Metal,04-12-2024,9264.7,9283.65,9155.85,9230.1,-16.15,-.17,97139367,3000.13,21.97,2.61,2.33
Nifty MNC,04-12-2024,29359.1,29423.6,29117.05,29218.3,-75.05,-.26,27600282,3765.52,38.92,9.32,1.87
Nifty Pharma,04-12-2024,22497.85,22526.8,22292.1,22422.9,-22.8,-.1,27212526,3338.28,35.41,5.46,.6
Nifty PSU Bank,04-12-2024,7000.25,7168.1,6980.95,7134.35,156.85,2.25,430778847,4713.52,8.07,1.38,2.08
Nifty Realty,04-12-2024,1058.4,1079.4,1055.2,1077.15,22.55,2.14,11810805,2061.88,54.77,6.04,.35
Nifty India Consumption,04-12-2024,11574.7,11590.2,11460.25,11495.8,-48.65,-.42,111778118,11752.79,46.83,9.01,.95
Nifty Commodities,04-12-2024,8739.6,8747.95,8663.2,8703.65,-16.55,-.19,208766784,9458.97,19.4,2.28,2.16
Nifty Dividend Opportunities 50,04-12-2024,6549.8,6599.65,6519.75,6550.05,9.6,.15,484220990,18438.05,18.13,3.44,2.62
Nifty Infrastructure,04-12-2024,8926.6,8932.2,8833.75,8865.35,-39.8,-.45,193446439,12989.11,25.29,3.1,1.16
Nifty PSE,04-12-2024,10272.55,10348.7,10203.35,10248.95,23.9,.23,241821256,7710.46,13.27,2.22,3.09
Nifty Services Sector,04-12-2024,32453.15,32677.15,32384.55,32597.2,201.25,.62,258130431,23615.04,22.32,3.77,1.14
Nifty50 Shariah,04-12-2024,-,-,-,5165.84,-2.87,-.06,50282721,7152.83,28.07,5.92,1.93
Nifty500 Shariah,04-12-2024,-,-,-,7664.11,23.66,.31,470041024,28828.95,34.46,5.82,1.29
Nifty Low Volatility 50,04-12-2024,-,-,-,24330.12,43.04,.18,186178386,27550.99,35.4,5.66,.99
Nifty Alpha 50,04-12-2024,57577.45,57847.15,57270.8,57769.25,535.7,.94,356280814,16753.67,38.92,6.3,.69
Nifty High Beta 50,04-12-2024,-,-,-,3822.67,23.43,.62,976794973,14901.77,20.04,2.24,1.41
Nifty100 Equal Weight,04-12-2024,32620.9,32696.75,32392.25,32585.0,61.05,.19,739739551,49378.09,23.53,3.74,1.23
Nifty100 Liquid 15,04-12-2024,6471.55,6475.3,6382,6408.95,-44.55,-.69,132877408,11670.65,18.39,2.93,1.15
Nifty CPSE,04-12-2024,6631.3,6668.05,6563.4,6586.35,-16.05,-.24,137456449,3856.54,13.67,2.37,3.13
Nifty50 Value 20,04-12-2024,13834.5,13944.65,13779.85,13842.35,2.9,.02,169835756,11195.44,19.76,3.62,2.08
Nifty Midcap Liquid 15,04-12-2024,14443.55,14564.95,14388.55,14550.9,148.35,1.03,66812834,4687.79,36.96,4.56,.7
Nifty Shariah 25,04-12-2024,-,-,-,8753.53,5.74,.07,56945927,7784.28,29.3,5.76,1.77
India VIX,04-12-2024,14.3725,14.7975,14.11,14.45,0.08,.54,-,-,-,-,-
Nifty Growth Sectors 15,04-12-2024,12022.25,12097.7,11958.45,11998.45,-21.75,-.18,74073825,8974.38,29.13,7.39,1.74
Nifty50 TR 1x Inverse,04-12-2024,168.7,169.5,168.1,168.85,0.0,0,-,-,-,-,-
Nifty50 TR 2x Leverage,04-12-2024,20343.65,20482.75,20143.65,20308.3,13.55,.07,-,-,-,-,-
Nifty50 PR 1x Inverse,04-12-2024,203.6,204.6,202.9,203.75,-0.05,-.02,-,-,-,-,-
Nifty50 PR 2x Leverage,04-12-2024,13936.1,14031.35,13799.05,13911.85,9.25,.07,-,-,-,-,-
NIFTY100 Quality 30,04-12-2024,5770.35,5795.75,5731.7,5755.15,-3.95,-.07,130187712,15502.07,32.74,8.31,1.72
Nifty Top 15 Equal Weight,04-12-2024,-,-,-,9883.28,-1.1,-.01,124930177,19888.56,22.29,3.93,1.14
Nifty Top 20 Equal Weight,04-12-2024,-,-,-,9010.59,-2.74,-.03,146008287,22789.9,23.23,4.39,1.16
NIFTY100 ESG,04-12-2024,4855.3,4874.55,4830.8,4857.85,10.6,.22,606077478,44223.44,24.28,4.25,1.2
NIFTY100 Enhanced ESG,04-12-2024,-,-,-,4894.32,10.6,.22,605611336,44114.68,24.27,4.25,1.2
NIFTY50 Equal Weight,04-12-2024,30389.5,30482.65,30164.4,30293.55,-44.25,-.15,348003156,34639.78,23.17,3.73,1.37
Nifty500 Equal Weight,04-12-2024,-,-,-,14617.31,99.12,.68,2697699131,96896.28,33.04,4.26,.91
Nifty 50 Futures Index,04-12-2024,-,-,-,6700.59,4.01,.06,-,-,-,-,-
Nifty 50 Arbitrage,04-12-2024,-,-,-,2413.66,-0.14,-.01,-,-,-,-,-
Nifty 50 Futures TR Index,04-12-2024,-,-,-,26292.51,20.84,.08,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,04-12-2024,-,-,-,34851.59,102.78,.3,8959205,1456.91,32.25,4.81,1.28
Nifty India Corporate Group Index - Aditya Birla Group,04-12-2024,-,-,-,8138.15,-24.2,-.3,416494195,1274.54,218.02,3.7,.51
Nifty India Corporate Group Index - Tata Group,04-12-2024,-,-,-,19199.06,92.56,.48,79461122,5664.89,34.1,8.39,1.18
Nifty India Corporate Group Index - Tata Group 25% Cap,04-12-2024,16930.55,16989.95,16800.05,16905.15,26.3,.16,68974562,5146.87,32.2,6.53,.99
Nifty Private Bank,04-12-2024,25580.7,25812.65,25548.5,25779.9,220.85,.86,135612546,9887.13,15.44,2.39,.58
Nifty Smallcap 250,04-12-2024,18065.35,18164.75,18022.9,18143.55,136.05,.76,842131182,23757.06,34.93,4.23,.86
Nifty Smallcap 50,04-12-2024,9207.55,9236.6,9159.15,9227.75,53.35,.58,173003215,6534.64,31.96,3.88,.82
