Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,16-04-2025,23344.1,23452.2,23273.05,23437.2,108.65,.47,348424960,28102.36,21.3,3.47,1.32
Nifty Next 50,16-04-2025,63454.8,63843.4,63231.75,63798.55,424.25,.67,263804623,11409.18,21.74,3.99,1.43
Nifty 100,16-04-2025,23935.85,24052.4,23865,24037.25,119.85,.5,612229583,39511.54,21.38,3.55,1.34
Nifty 200,16-04-2025,12944.75,13008.35,12907.05,13001.0,69.3,.54,1741123019,59924.7,22.68,3.69,1.26
Nifty 500,16-04-2025,21302.75,21414.85,21246.4,21404.35,124.95,.59,2306862681,79704.38,23.62,3.74,1.2
Nifty Midcap 50,16-04-2025,14694.25,14745.15,14622.2,14736.9,76.0,.52,684375089,10250.13,39.69,5.23,.78
NIFTY Midcap 100,16-04-2025,52090.05,52371.75,51946.65,52345.55,371.1,.71,1128893436,20413.16,32.91,4.61,.87
NIFTY Smallcap 100,16-04-2025,16220.25,16364.2,16193.15,16349.25,169.95,1.05,286388855,11185.28,29.37,3.99,1.07
Nifty50 Dividend Points,16-04-2025,-,-,-,0.0,0.0,-,-,-,-,-,-
Nifty Auto,16-04-2025,21280.35,21283.1,21058.6,21155.8,-90.4,-.43,42119090,4047.53,20.69,4.48,.96
Nifty Bank,16-04-2025,52690.9,53164.45,52471.35,53117.75,738.25,1.41,200504101,10526.17,13.58,2.27,.98
Nifty Energy,16-04-2025,33081.05,33482.3,33004.25,33456.9,350.35,1.06,289345509,7744.81,15.65,2.46,2.34
Nifty Financial Services,16-04-2025,25401.7,25514.4,25287.6,25492.1,211.45,.84,122132029,11437.75,17.08,2.95,.85
Nifty FMCG,16-04-2025,55694.65,56435.95,55694.65,56345.6,448.65,.8,29269874,2597.19,45.01,10.79,1.95
Nifty IT,16-04-2025,33215.95,33387.45,32867.95,33295.5,20.2,.06,35816052,4117.34,25.18,6.89,3.11
Nifty Media,16-04-2025,1546.55,1582.35,1541.35,1577.6,29.15,1.88,35144451,377.14,-,1.28,1
Nifty Metal,16-04-2025,8427.4,8478.45,8332.8,8454.8,24.95,.3,123389766,2629.26,19.67,2.45,2.46
Nifty MNC,16-04-2025,26408.55,26521.05,26336.1,26506.15,92.4,.35,27632172,3251.16,33.73,8.54,1.91
Nifty Pharma,16-04-2025,20844.3,20972.1,20768.2,20874.3,-37.9,-.18,24893611,2957.56,31.62,5.12,.66
Nifty PSU Bank,16-04-2025,6277.9,6424.7,6257.15,6417.05,148.65,2.37,164985180,2514.62,6.78,1.25,2.3
Nifty Realty,16-04-2025,839.3,843.4,833.15,840.8,6.05,.72,9421657,982.03,40.57,4.86,.43
Nifty India Consumption,16-04-2025,11038.25,11116.65,11020.75,11107.85,59.95,.54,82894188,9524.38,42.28,8.67,1.03
Nifty Commodities,16-04-2025,8336.35,8385,8304.5,8379.3,32.3,.39,192289738,6761.6,18.33,2.23,2.15
Nifty Dividend Opportunities 50,16-04-2025,5711.1,5761.6,5690.6,5756.85,38.05,.67,368397265,12547.1,14.49,2.96,3.32
Nifty Infrastructure,16-04-2025,8446.55,8489.35,8426.9,8481.3,30.7,.36,152009266,8947.41,23.56,3.06,1.07
Nifty PSE,16-04-2025,9416.95,9496.1,9380.6,9486.45,73.95,.79,193981318,5073.81,12.36,2.12,3.26
Nifty Services Sector,16-04-2025,31083.3,31230.6,30957.2,31206.3,213.9,.69,241107543,19564.67,20.41,3.66,1.29
Nifty50 Shariah,16-04-2025,4514.35,4570.15,4507.6,4566.7,35.6,.79,41079654,5135.88,25.41,5.45,2.39
Nifty500 Shariah,16-04-2025,6590.3,6639.65,6576.95,6636.5,41.55,.63,383781261,22721.97,29.92,5.14,1.6
Nifty Low Volatility 50,16-04-2025,23743.3,23930.6,23721.5,23913.9,105.4,.44,141531518,19297.17,33.74,5.83,1.17
Nifty Alpha 50,16-04-2025,46457.35,46860.45,46311.05,46805.25,463.0,1,343889320,19389.77,42.08,7.44,.63
Nifty High Beta 50,16-04-2025,3366.9,3411.25,3357.75,3409.2,44.9,1.33,934507419,15094.24,16.31,2.22,1.53
Nifty100 Equal Weight,16-04-2025,30334.15,30563.25,30249.45,30546.15,212.6,.7,612229583,39511.54,22.5,3.71,1.31
Nifty100 Liquid 15,16-04-2025,6505,6541.25,6485.25,6537.25,29.1,.45,164542841,11112.02,18.63,3.09,1.04
Nifty CPSE,16-04-2025,6141.15,6198.15,6120.25,6190.25,50.15,.82,144267440,2724.33,13.13,2.24,3.36
Nifty50 Value 20,16-04-2025,12159.05,12217.5,12088.95,12205.2,36.55,.3,167301216,12774.19,15.87,3.2,2.45
Nifty Midcap Liquid 15,16-04-2025,13153.65,13189.55,13042.95,13139.95,16.5,.13,149371790,4980.2,35.65,5.74,.48
Nifty Shariah 25,16-04-2025,7730.05,7812.85,7718.65,7807.9,53.2,.69,64507624,6829.97,26.01,5.23,2.23
India VIX,16-04-2025,16.125,16.125,15.115,15.87,-0.26,-1.61,-,-,-,-,-
Nifty Growth Sectors 15,16-04-2025,10559.15,10609.95,10516.6,10603.0,25.85,.24,41246861,6382.7,33.26,6.62,1.62
Nifty50 TR 1x Inverse,16-04-2025,179.35,179.85,178.5,178.6,-0.8,-.45,-,-,-,-,-
Nifty50 TR 2x Leverage,16-04-2025,18014.4,18181,17906.25,18158.05,164.75,.92,-,-,-,-,-
Nifty50 PR 1x Inverse,16-04-2025,217,217.65,216,216.15,-0.95,-.44,-,-,-,-,-
Nifty50 PR 2x Leverage,16-04-2025,12280.75,12394.3,12207,12378.65,112.3,.92,-,-,-,-,-
NIFTY100 Quality 30,16-04-2025,5220.85,5253.35,5209.2,5250.15,22.75,.44,99008800,11339.11,28.35,7.05,1.95
Nifty MidSmallcap400 Momentum Quality 100,16-04-2025,44112.2,44284.25,43946.15,44247.7,180.4,.41,222295654,13358.78,33.13,7.71,.94
Nifty500 Momentum 50,16-04-2025,47466.8,47603.45,47184.25,47529.9,177.7,.38,102401482,12258.73,45.75,7.62,.62
Nifty200 Value 30,16-04-2025,12292.85,12440.1,12254.55,12427.75,134.95,1.1,338245667,7906.45,9.72,1.52,3.46
Nifty Top 10 Equal Weight,16-04-2025,9158.95,9214.25,9126.4,9207.2,65.85,.72,82793097,11456.59,21.03,3.83,1.37
Nifty500 Multicap Momentum Quality 50,16-04-2025,37408.55,37546.3,37206.5,37524.35,167.25,.45,55302794,9717.68,40.89,11.88,1.16
Nifty Top 15 Equal Weight,16-04-2025,9663.2,9695.95,9633.25,9689.85,35.05,.36,100723040,14699.64,20.73,3.87,1.34
Nifty Top 20 Equal Weight,16-04-2025,8605.6,8641.8,8580.55,8636.5,26.35,.31,119856544,16772.5,21.28,4.26,1.37
Nifty500 Quality 50,16-04-2025,17265.1,17339.65,17200.45,17324.2,78.9,.46,113656246,7975.27,22.61,6.68,1.74
Nifty500 Low Volatility 50,16-04-2025,20304.75,20457.3,20276.2,20446.75,110.1,.54,131197493,11221.03,27,4.68,.79
NIFTY100 ESG,16-04-2025,4572.7,4605.95,4560.65,4603.65,33.8,.74,569092998,34811.95,21.8,3.65,1.24
NIFTY100 Enhanced ESG,16-04-2025,4606.1,4639.6,4593.9,4637.3,34.05,.74,562060597,34597.08,21.83,3.65,1.23
NIFTY500 Value 50,16-04-2025,13151.15,13275.7,13104.3,13265.85,122.6,.93,474489228,12594.82,10.34,1.5,3.32
NIFTY100 Alpha 30,16-04-2025,16541.45,16591.85,16433.2,16580.1,75.25,.46,130408137,13762.34,27.6,5.27,1.13
NIFTY50 Equal Weight,16-04-2025,29177.25,29425.8,29108,29411.05,188.6,.65,348424960,28102.36,22.43,3.43,1.4
Nifty500 Equal Weight,16-04-2025,12793.45,12899.5,12766.25,12890.4,116.2,.91,2306862681,79704.38,29.08,3.84,.95
Nifty 50 Futures Index,16-04-2025,-,-,-,6227.9,24.61,.4,-,-,-,-,-
Nifty 50 Arbitrage,16-04-2025,-,-,-,2487.8,1.24,.05,-,-,-,-,-
Nifty 50 Futures TR Index,16-04-2025,-,-,-,25074.25,103.53,.41,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,16-04-2025,-,-,-,29153.15,10.34,.04,7813811,1136.24,25.14,4.02,1.53
Nifty India Corporate Group Index - Aditya Birla Group,16-04-2025,-,-,-,7700.76,-7.47,-.1,418090500,1300.99,182.53,3.58,.47
Nifty India Corporate Group Index - Tata Group,16-04-2025,-,-,-,15625.28,91.71,.59,80189700,4528.67,27.44,6.83,2.13
Nifty India Corporate Group Index - Tata Group 25% Cap,16-04-2025,14271.05,14349.85,14184.5,14336.9,77.75,.55,72496295,4217.29,27.35,5.5,1.51
Nifty Private Bank,16-04-2025,26267.8,26583.1,26155.95,26556.6,453.7,1.74,221916209,9053.41,15.9,2.31,.57
Nifty Smallcap 250,16-04-2025,15267.25,15395.4,15234.6,15382.45,144.0,.94,529214817,17199.25,30,3.63,.88
Nifty Smallcap 50,16-04-2025,7824.2,7891.5,7812.15,7883.1,80.55,1.03,165810321,5846.66,30.62,3.95,1.2
Nifty Midcap 150,16-04-2025,19216.55,19331.4,19174.5,19320.6,142.1,.74,1165418281,22993.59,34.07,4.88,.82
Nifty Midcap Select,16-04-2025,11566.5,11593.55,11484,11566.9,26.1,.23,544365988,6716.7,62.61,8.52,.67
NIFTY LargeMidcap 250,16-04-2025,14821,14900.65,14784.75,14892.6,92.05,.62,1777647864,62505.13,26.31,4.11,1.08
NIFTY SME EMERGE,16-04-2025,-,-,-,13542.43,-5.67,-.04,-,-,33.69,5.77,.06
Nifty Oil & Gas,16-04-2025,10388.15,10577.6,10371.45,10562.05,138.55,1.33,99684167,3821.9,12.69,1.58,2.91
Nifty Financial Services 25/50,16-04-2025,27081.95,27278.8,26993.3,27254.45,246.65,.91,122132029,11437.75,17.07,2.86,.89
Nifty Healthcare Index,16-04-2025,13546.3,13619.35,13491.9,13553.5,-23.85,-.18,30567955,3759.06,37.27,5.81,.54
Nifty500 Multicap 50:25:25,16-04-2025,14702.2,14787.1,14667.45,14781.15,98.9,.67,2306862681,79704.38,25.64,3.83,1.09
Nifty Microcap 250,16-04-2025,21185.35,21306.2,21126,21275.8,172.45,.82,380266574,4804.65,22.19,2.98,.6
Nifty Total Market,16-04-2025,11975.45,12038.3,11944.1,12032.35,71.25,.6,2687129255,84509.03,23.56,3.7,1.18
Nifty India Digital,16-04-2025,8015.3,8064.2,7978.75,8059.0,48.25,.6,505225954,8471.55,230.5,16.56,1.43
Nifty Mobility,16-04-2025,18562.1,18572.55,18439.1,18560.0,-2.75,-.01,143524182,7819.24,24.67,4.74,.93
Nifty India Defence,16-04-2025,6557.45,6636.3,6507.9,6587.0,45.25,.69,28869375,3895.67,48.42,11.59,.54
Nifty Financial Services Ex-Bank,16-04-2025,26993.6,27154.05,26874.4,27136.2,157.55,.58,119890710,8827.52,22.91,3.54,.83
Nifty Housing,16-04-2025,10845.15,10888.35,10813.05,10880.8,51.95,.48,443831527,17974.51,25.45,3.21,.9
Nifty Transportation & Logistics,16-04-2025,20484.4,20486.6,20325.8,20428.55,-41.55,-.2,89591794,6111.73,26.03,5.35,.75
