Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,21-07-2026,24216.05,24262.2,24135.65,24187.7,-50.8,-.21,315560285,28361.57,20.65,3.04,1.19
Nifty Next 50,21-07-2026,72533.8,72839.95,72303.65,72777.1,317.05,.44,229024008,10242.84,18.88,3.44,1.23
Nifty 100,21-07-2026,25272.05,25322.7,25189.15,25263.45,-23.0,-.09,544584293,38604.41,20.3,3.1,1.2
Nifty 200,21-07-2026,14008.35,14035.5,13969.6,14010.75,-1.9,-.01,1264249695,57638.38,21.71,3.34,1.07
Nifty 500,21-07-2026,23340.7,23383.1,23286.15,23352.15,14.1,.06,2132997072,81433.14,22.86,3.41,1.02
Nifty Midcap 50,21-07-2026,18052.6,18108.45,18024.65,18091.2,51.05,.28,305077538,10755.14,33.51,4.75,.58
NIFTY Midcap 100,21-07-2026,62849.1,63026.1,62749.8,62987.6,185.85,.3,719665402,19033.97,30.06,4.78,.58
NIFTY Smallcap 100,21-07-2026,19372.9,19441.95,19335.65,19428.05,101.6,.53,367784124,12647.82,33.09,3.65,.59
Nifty50 Dividend Points,21-07-2026,-,-,-,141.1,0.0,-,-,-,-,-,-
Nifty Auto,21-07-2026,27031.8,27328.5,26912.25,27280.6,252.25,.93,47369346,4843.3,31.47,4.28,1.13
Nifty Bank,21-07-2026,57853.75,58228.65,57803.85,57835.35,-109.65,-.19,312604570,12366.59,13.95,1.79,.79
Nifty Energy,21-07-2026,39710.35,39809.65,39492.5,39587.25,-76.2,-.19,456705884,8463.86,14.48,2.32,1.91
Nifty Financial Services,21-07-2026,26527.75,26619.95,26499.95,26531.65,-43.0,-.16,155841285,13953.95,16.57,2.55,.98
Nifty FMCG,21-07-2026,49134.35,49251,48722.3,48917.2,-150.25,-.31,29018918,1913.78,33.66,8.22,.98
Nifty IT,21-07-2026,29075.25,29415.25,28930.55,28984.4,-177.45,-.61,32922641,3519.3,18.68,5.16,2.87
Nifty Media,21-07-2026,1539.05,1552.3,1532.55,1537.4,-0.65,-.04,21238847,326.65,39.13,1.62,1.14
Nifty Metal,21-07-2026,12560.55,12639.45,12528,12623.3,79.55,.63,77616720,2842.76,16.5,2.64,1.8
Nifty MNC,21-07-2026,32658.15,32731.75,32524.15,32695.65,77.05,.24,43599750,3583.29,36.15,7.44,1.56
Nifty Pharma,21-07-2026,26007.2,26108.7,25878.2,26092.85,89.7,.34,24380293,2451.21,40.62,5.19,.61
Nifty PSU Bank,21-07-2026,8603.1,8705.1,8530.8,8538.95,-76.15,-.88,171837788,3259.05,7.84,1.18,1.01
Nifty Realty,21-07-2026,918.8,928.8,916,927.35,9.85,1.07,12465339,1340.06,40.51,4.2,.33
Nifty India Consumption,21-07-2026,11773.25,11813.7,11723.35,11799.8,38.4,.33,93196937,10375.46,39.34,7.34,.68
Nifty Commodities,21-07-2026,9949.1,9981.95,9927.7,9971.7,40.85,.41,214065931,8787.23,14.41,2.15,1.79
Nifty Dividend Opportunities 50,21-07-2026,5866,5892.95,5838.6,5855.95,-14.1,-.24,430654634,14438.86,12.97,2.54,2.39
Nifty Infrastructure,21-07-2026,9455.3,9471.05,9411.95,9450.55,7.55,.08,154658015,9164.84,21.74,2.92,.95
Nifty PSE,21-07-2026,10031.7,10064.2,9976.8,10044.6,15.0,.15,168512230,3760.07,10.2,2.01,2.82
Nifty Services Sector,21-07-2026,31152.7,31248.3,31088.15,31121.25,-78.6,-.25,237503862,20175.89,19.53,3.03,1.22
Nifty50 Shariah,21-07-2026,4266.6,4284.55,4247.4,4258.55,-10.55,-.25,55373785,6471.79,23.46,3.97,1.84
Nifty500 Shariah,21-07-2026,6952.25,6967.75,6932.7,6953.9,6.7,.1,328831874,22247.78,28.62,4.58,1.21
Nifty Low Volatility 50,21-07-2026,24700.95,24724.4,24605.45,24695.55,2.05,.01,208773236,23649.82,26.63,4.46,1.29
Nifty Alpha 50,21-07-2026,54143.75,54511.3,54046.05,54429.2,399.55,.74,574787281,18010.83,24.76,5.03,.78
Nifty High Beta 50,21-07-2026,4449.55,4463.05,4435.85,4457.0,6.7,.15,538766035,15500.47,20.79,3.61,.86
Nifty100 Equal Weight,21-07-2026,34699,34779.4,34595.75,34760.3,81.65,.24,544584293,38604.41,20.77,3.36,1.27
Nifty100 Liquid 15,21-07-2026,7523.05,7537.45,7506.5,7525.35,1.3,.02,107924365,9018.56,24.97,3.08,.83
Nifty CPSE,21-07-2026,6687.75,6711.85,6641.65,6682.6,-1.25,-.02,108332174,1948.47,12.73,2.15,2.79
Nifty50 Value 20,21-07-2026,12028.35,12064.2,11963.3,11975.6,-78.3,-.65,221376101,16441.56,14.77,2.07,1.72
Nifty Midcap Liquid 15,21-07-2026,16736.95,16842.2,16716.7,16756.5,16.55,.1,150705220,5372.11,39.98,5.31,.51
Nifty Shariah 25,21-07-2026,7967.55,7989.75,7938.95,7965.9,12.85,.16,58350078,7185.29,26.55,4.75,1.79
India VIX,21-07-2026,12.98,13.08,12.0975,12.6,-0.38,-2.93,-,-,-,-,-
Nifty Growth Sectors 15,21-07-2026,11111.6,11169.1,11064.5,11159.45,31.7,.28,26214529,5933.37,27.97,6.47,1.5
Nifty50 TR 1x Inverse,21-07-2026,177.85,178.45,177.5,178.05,0.4,.23,-,-,-,-,-
Nifty50 TR 2x Leverage,21-07-2026,18361.25,18431.35,18239.6,18318.2,-79.85,-.43,-,-,-,-,-
