Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,09-07-2025,25514.6,25548.7,25424.35,25476.1,-46.4,-.18,239081546,20549.5,22.93,3.66,1.27
Nifty Next 50,09-07-2025,68755.95,68905.95,68527.85,68678.15,-40.9,-.06,218308488,11367.69,22.01,3.95,1.34
Nifty 100,09-07-2025,26121.75,26159.55,26030.95,26084.0,-42.05,-.16,457390034,31917.2,22.77,3.7,1.28
Nifty 200,09-07-2025,14233.75,14250.05,14183.2,14211.15,-22.1,-.16,1262523726,50092.35,24.08,3.87,1.21
Nifty 500,09-07-2025,23576.45,23613.9,23513.85,23557.45,-15.1,-.06,2348736612,74180.3,25.27,3.97,1.12
Nifty Midcap 50,09-07-2025,16801.25,16824.8,16721.75,16753.15,-22.95,-.14,544358408,9751.32,40.24,5.64,.79
NIFTY Midcap 100,09-07-2025,59474.95,59560.45,59239.05,59339.6,-75.85,-.13,805133692,18175.16,33.43,4.96,.84
NIFTY Smallcap 100,09-07-2025,18927.7,19037.9,18907.05,19007.4,112.2,.59,252936129,11232.18,33.56,4.5,.68
Nifty50 Dividend Points,09-07-2025,-,-,-,131.28,0.0,-,-,-,-,-,-
Nifty Auto,09-07-2025,23807,23988.75,23790.4,23944.4,91.5,.38,23322054,2425.85,24.99,4.72,1.08
Nifty Bank,09-07-2025,57199.75,57290.65,57037.9,57213.55,-42.75,-.07,91106919,5469.02,15.17,2.32,.95
Nifty Energy,09-07-2025,36648.85,36737.7,36452.55,36517.5,-88.35,-.24,624783186,7635.96,16.24,2.58,2.26
Nifty Financial Services,09-07-2025,26998.05,27087.45,26931.9,27058.45,41.6,.15,86552128,8034.11,17.92,3.01,.88
Nifty FMCG,09-07-2025,55526.4,56028.15,55523.45,55946.2,442.2,.8,39075117,3026.9,42.23,10.74,2.01
Nifty IT,09-07-2025,38986.8,38999.75,38540.65,38680.85,-302.4,-.78,24218172,3077.35,28.55,7.5,2.87
Nifty Media,09-07-2025,1745.6,1754.85,1731,1734.7,-6.85,-.39,26791196,456.51,598.82,2.05,.82
Nifty Metal,09-07-2025,9554.4,9554.45,9266.65,9384.5,-132.9,-1.4,140430478,4507.52,19.07,2.63,2.06
Nifty MNC,09-07-2025,29027.1,29099.2,28941.7,29026.7,62.1,.21,56369962,4670.72,34.32,8.46,1.78
Nifty Pharma,09-07-2025,22109.75,22267.2,22073.15,22208.5,42.6,.19,24606308,3342.5,31.86,5.26,.81
Nifty PSU Bank,09-07-2025,7102.9,7110.55,7072.3,7092.35,-30.85,-.43,102189849,1435.44,7.19,1.17,2.57
Nifty Realty,09-07-2025,979.8,979.9,964.4,967.75,-14.6,-1.49,9385899,1164.95,48.13,5.39,.25
Nifty India Consumption,09-07-2025,11794.4,11845.25,11782.05,11805.05,16.7,.14,79596178,8961.95,41.38,8.98,1.05
Nifty Commodities,09-07-2025,9047.15,9053.7,8968.65,8988.35,-51.8,-.57,194953637,8537.46,18.64,2.33,1.98
Nifty Dividend Opportunities 50,09-07-2025,6145.75,6149.7,6118.15,6128.75,-15.85,-.26,342008805,12185.16,15.2,3.01,3.21
Nifty Infrastructure,09-07-2025,9481.25,9490.8,9391.9,9419.7,-61.6,-.65,132370106,8794.71,24.49,3.37,1.02
Nifty PSE,09-07-2025,10172.8,10181.4,10107.85,10125.65,-34.85,-.34,166376257,4607.38,12.99,2.26,3.03
Nifty Services Sector,09-07-2025,33686.95,33696.5,33571,33638.6,-60.4,-.18,166807040,13363.37,21.67,3.8,1.23
Nifty50 Shariah,09-07-2025,4807.35,4818,4791,4797.95,-8.05,-.17,32338821,5038.07,26.67,5.58,2.46
Nifty500 Shariah,09-07-2025,7221.45,7235,7209.25,7220.5,4.1,.06,449397642,26355.12,31.71,5.5,1.46
Nifty Low Volatility 50,09-07-2025,25449.7,25521.2,25428.5,25482.5,24.7,.1,111540280,16876.45,35.16,5.96,1.16
Nifty Alpha 50,09-07-2025,52757.9,53171.8,52710,53062.9,385.7,.73,154751350,14522.17,50.71,8.54,.29
Nifty High Beta 50,09-07-2025,3836.6,3847.9,3820.8,3828.9,-3.55,-.09,719697570,12159.82,16.76,2.51,1.47
Nifty100 Equal Weight,09-07-2025,33167.65,33239.85,33077.15,33139.45,-26.2,-.08,457390034,31917.2,23.59,3.75,1.3
Nifty100 Liquid 15,09-07-2025,7169,7197.55,7140.75,7163.55,-8.35,-.12,94719727,6215.3,20.61,3.19,.98
