Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,18-06-2026,24073.8,24189.25,24036.95,24168.0,82.3,.34,339988612,28654.85,20.85,3.18,1.19
Nifty Next 50,18-06-2026,72415.75,72744.8,72084.05,72595.95,337.45,.47,702245563,14449,19.63,3.64,1.24
Nifty 100,18-06-2026,25142,25257.1,25089.4,25233.65,91.85,.37,1042234175,43103.85,20.61,3.26,1.2
Nifty 200,18-06-2026,13924.65,13980.75,13896.05,13970.35,52.1,.37,2084295765,64176.99,21.96,3.49,1.09
Nifty 500,18-06-2026,23129.9,23221.35,23090.35,23206.45,96.75,.42,3446944434,99823.69,23.01,3.54,1.03
Nifty Midcap 50,18-06-2026,17693.25,17730.45,17650.5,17716.85,57.2,.32,556462895,13010.29,33.07,4.81,.59
NIFTY Midcap 100,18-06-2026,62266.4,62421.95,62100,62379.25,255.9,.41,1042061590,21073.14,29.93,4.86,.62
NIFTY Smallcap 100,18-06-2026,18676.3,18764.35,18633.25,18705.6,82.4,.44,770272909,19063.16,31.65,3.63,.64
Nifty50 Dividend Points,18-06-2026,-,-,-,62.14,0.0,-,-,-,-,-,-
Nifty Auto,18-06-2026,26784.1,26843.35,26654.25,26746.4,22.0,.08,57787719,3956.05,30.85,4.58,1.23
Nifty Bank,18-06-2026,57596.45,58021.25,57583.2,57963.8,378.75,.66,409619907,9497.94,14.58,1.88,.79
Nifty Energy,18-06-2026,40309.9,40518.45,40013.3,40457.3,218.85,.54,423909306,10857.33,15.06,2.46,1.84
Nifty Financial Services,18-06-2026,26396.3,26605.7,26385.2,26581.95,177.0,.67,121892054,11884.97,17.11,2.78,.81
Nifty FMCG,18-06-2026,49708.9,49833.8,49438.4,49654.5,98.45,.2,35365675,2934.57,34.17,8.58,.93
Nifty IT,18-06-2026,28592.4,28662.9,28262.65,28466.45,-343.1,-1.19,50731728,5175.57,19.26,5.22,3.18
Nifty Media,18-06-2026,1512,1525.7,1502.25,1513.95,8.3,.55,66401460,679.55,35.93,1.6,1.16
Nifty Metal,18-06-2026,13008.2,13100.95,12948.55,13010.4,-1.0,-.01,535892651,6358.48,19.33,3.18,1.58
Nifty MNC,18-06-2026,32724.9,32766.65,32560.05,32661.55,3.85,.01,493265594,7382.12,40.04,8.61,1.42
