Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,10-09-2025,24991,25035.7,24915.05,24973.1,104.5,.42,244146466,22458.98,21.94,3.33,1.36
Nifty Next 50,10-09-2025,67696.05,67962.7,67629.4,67753.8,293.05,.43,189130635,9513.17,20.96,3.59,1.32
Nifty 100,10-09-2025,25608.4,25662.75,25539.65,25596.95,107.75,.42,433277101,31972.15,21.76,3.37,1.35
Nifty 200,10-09-2025,13931.6,13966.8,13905.25,13936.3,70.55,.51,1764417924,51154.15,22.98,3.49,1.27
Nifty 500,10-09-2025,23056.8,23121.75,23027.05,23074.15,125.05,.54,2367614060,69349.81,24.13,3.57,1.19
Nifty Midcap 50,10-09-2025,16305.05,16395.45,16293.35,16361.7,153.65,.95,1105952350,11458.63,36.78,4.7,.83
NIFTY Midcap 100,10-09-2025,57757.8,58069.05,57729.9,57999.55,535.2,.93,1331140823,19182,31.61,4.23,.89
NIFTY Smallcap 100,10-09-2025,17823.1,17937.55,17823.1,17874.6,130.3,.73,311678598,8505,31.95,3.87,.77
Nifty50 Dividend Points,10-09-2025,-,-,-,210.91,0.0,-,-,-,-,-,-
Nifty Auto,10-09-2025,27269.8,27330.5,26756.75,26833.95,-348.55,-1.28,76616418,5384.07,27.55,4.75,1.11
Nifty Bank,10-09-2025,54554.75,54705.2,54400,54536.0,319.9,.59,116930374,6868.05,14.85,2.02,1.1
Nifty Energy,10-09-2025,34401.35,34598.55,34384.15,34522.1,272.45,.8,221467896,5890.37,15.08,2.25,2.38
Nifty Financial Services,10-09-2025,26124.65,26190.75,26056.8,26123.75,161.8,.62,86824352,8619.7,17.09,2.7,1.01
Nifty FMCG,10-09-2025,56611.45,56906.9,56384.35,56856.85,359.6,.64,25567463,2196.96,42.62,10.8,2
Nifty IT,10-09-2025,35428.9,36255.2,35426.6,36183.8,927.9,2.63,36470005,5866.58,26.13,6.75,2.99
Nifty Media,10-09-2025,1628.45,1638.3,1606.35,1610.95,-10.3,-.64,17650720,316.89,162.56,1.89,1.39
Nifty Metal,10-09-2025,9767.6,9812.25,9730.8,9759.45,25.25,.26,60805944,1685.34,18.68,2.56,1.83
Nifty MNC,10-09-2025,30244.35,30291.45,30124.3,30167.5,59.9,.2,33892216,5094.68,35.43,8.16,1.66
Nifty Pharma,10-09-2025,22110.95,22201.45,22026.75,22122.05,69.4,.31,15147935,2417.74,32.09,4.73,.71
Nifty PSU Bank,10-09-2025,6905.1,7053.85,6902.05,7023.85,143.95,2.09,115711830,1866.37,7.24,1.14,2.68
