Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,16-07-2026,24142.1,24186.5,24050,24072.75,-5.75,-.02,264271962,24244.17,20.73,3.1,1.24
Nifty Next 50,16-07-2026,72376,72675.8,71826.8,71896.75,-252.05,-.35,244823100,15794.38,18.72,3.42,1.24
Nifty 100,16-07-2026,25198.85,25247.75,25085.95,25109.2,-20.9,-.08,509095062,40038.55,20.34,3.15,1.24
Nifty 200,16-07-2026,13988.5,14005.55,13918.8,13928.95,-20.75,-.15,1355730232,67769.07,21.76,3.39,1.1
Nifty 500,16-07-2026,23332.8,23348.2,23212.9,23232.65,-31.25,-.13,2298317532,98535.03,22.93,3.46,1.04
Nifty Midcap 50,16-07-2026,18078.8,18096.65,17939.8,17985.1,-51.65,-.29,338266857,17500.76,33.59,4.83,.54
NIFTY Midcap 100,16-07-2026,63130.85,63176.25,62555.35,62686.75,-256.45,-.41,846635170,27730.52,30.1,4.85,.56
NIFTY Smallcap 100,16-07-2026,19446.3,19455.8,19277.1,19336.25,-19.1,-.1,559131812,17429.95,33.29,3.69,.58
Nifty50 Dividend Points,16-07-2026,-,-,-,137.29,0.0,-,-,-,-,-,-
Nifty Auto,16-07-2026,26754.45,26910.2,26668.65,26767.55,122.45,.46,63027469,4135.14,30.88,4.32,1.16
Nifty Bank,16-07-2026,57831.1,57931.3,57420.15,57582.25,-175.6,-.3,171394681,6123.09,14.46,1.85,.79
Nifty Energy,16-07-2026,39483.2,39716.65,39238.7,39345.8,-35.45,-.09,387579224,13471.78,14.35,2.32,1.92
Nifty Financial Services,16-07-2026,26712,26736.8,26484.2,26556.7,-136.65,-.51,111141616,10822.9,16.97,2.67,.97
Nifty FMCG,16-07-2026,48375.85,48628.1,48222.65,48408.0,121.5,.25,41172332,2409.65,33.31,8.18,.99
Nifty IT,16-07-2026,28697.45,29052.9,28669.8,28722.6,190.35,.67,36266358,4392.16,18.61,5.11,2.89
Nifty Media,16-07-2026,1507.35,1528.55,1499.35,1521.4,17.7,1.18,59461732,737.23,36.13,1.6,1.15
Nifty Metal,16-07-2026,12620.9,12623.15,12483.4,12495.9,-41.0,-.33,73872829,2782.35,16.66,2.61,1.83
Nifty MNC,16-07-2026,32536.15,32827.5,32453.85,32553.15,93.35,.29,49825666,7144.07,35.99,7.43,1.53
Nifty Pharma,16-07-2026,26060.9,26135.75,25936.35,26008.05,4.45,.02,33108673,6408.09,39.74,5.16,.59
Nifty PSU Bank,16-07-2026,8414.75,8419.25,8330.55,8347.9,-38.95,-.46,78655766,1736.5,7.9,1.17,1.03
Nifty Realty,16-07-2026,918.25,918.8,904.8,906.15,-9.0,-.98,13260514,1293.76,39.87,4.23,.33
Nifty India Consumption,16-07-2026,11687.8,11714.3,11652.35,11660.1,25.15,.22,128750774,13173.31,38.87,7.29,.76
Nifty Commodities,16-07-2026,9864.45,9897.6,9808.7,9817.55,-8.3,-.08,194429792,8689.91,14.2,2.13,1.8
Nifty Dividend Opportunities 50,16-07-2026,5793.2,5818.35,5772.95,5776.5,0.85,.01,322349247,13281.51,12.86,2.52,2.42
Nifty Infrastructure,16-07-2026,9358.1,9394.8,9320.65,9331.3,-6.5,-.07,212855743,10729.31,21.07,2.89,1.08
Nifty PSE,16-07-2026,9936.4,9971.15,9879.65,9910.9,-3.95,-.04,179154858,5443.43,10.09,1.98,2.84
Nifty Services Sector,16-07-2026,31228.6,31262.5,31051.25,31098.05,-51.8,-.17,192415742,15557.4,19.95,3.15,1.28
Nifty50 Shariah,16-07-2026,4232.35,4251.2,4216.3,4220.1,7.7,.18,51153786,6086.48,23.3,3.93,1.85
Nifty500 Shariah,16-07-2026,6946.05,6968.6,6922.35,6929.05,11.55,.17,477063733,33713,28.57,4.62,1.2
Nifty Low Volatility 50,16-07-2026,24550.6,24580.45,24442.75,24463.55,-52.4,-.21,188011479,24126.96,26.54,4.51,1.3
Nifty Alpha 50,16-07-2026,54602.85,54645.3,53785.4,53990.1,-333.9,-.61,586556902,18122.79,24.76,5.07,.78
Nifty High Beta 50,16-07-2026,4469.75,4471.4,4427.7,4434.95,-12.5,-.28,618243511,20477.97,20.87,3.68,.83
Nifty100 Equal Weight,16-07-2026,34545.05,34638.7,34354.4,34380.9,-51.7,-.15,509095062,40038.55,20.79,3.36,1.29
Nifty100 Liquid 15,16-07-2026,7444.85,7465.8,7418.8,7427.45,1.2,.02,115992481,9038.63,24.4,3.09,.96
Nifty CPSE,16-07-2026,6626.75,6640.6,6590.6,6594.0,-27.65,-.42,53884650,1466.52,12.56,2.12,2.82
Nifty50 Value 20,16-07-2026,11999.25,12035.65,11961.95,11976.35,-0.9,-.01,164697761,12281.25,14.85,2.12,1.72
Nifty Midcap Liquid 15,16-07-2026,16912.2,16965.8,16765.4,16782.25,-42.7,-.25,165585022,7502.12,40.04,5.37,.51
Nifty Shariah 25,16-07-2026,7866.85,7921.45,7856.45,7863.15,31.2,.4,79522557,10148.95,26.28,4.76,1.78
India VIX,16-07-2026,13.27,13.27,12.775,12.88,-0.39,-2.92,-,-,-,-,-
Nifty Growth Sectors 15,16-07-2026,11016.85,11084.95,11002.75,11017.55,44.75,.41,28608611,6947.05,27.69,6.39,1.52
Nifty50 TR 1x Inverse,16-07-2026,178.3,179,178,178.85,0.1,.06,-,-,-,-,-
Nifty50 TR 2x Leverage,16-07-2026,18258,18324.2,18119.7,18153.35,-11.25,-.06,-,-,-,-,-
Nifty50 PR 1x Inverse,16-07-2026,219.25,220.1,218.85,219.9,0.1,.05,-,-,-,-,-
Nifty50 PR 2x Leverage,16-07-2026,12033.9,12077.55,11942.75,11964.95,-7.4,-.06,-,-,-,-,-
NIFTY100 Quality 30,16-07-2026,5502.4,5531.55,5495.65,5501.1,13.5,.25,79542089,11224.6,26.98,6.88,1.75
Nifty Capital Goods,16-07-2026,-,-,-,16966.93,-35.66,-.21,166151551,11655.83,48.28,10.23,.54
Nifty Telecommunications,16-07-2026,-,-,-,3731.87,7.2,.19,332188907,2159.66,16.02,16.52,.33
Nifty Sugar & Ethanol,16-07-2026,-,-,-,2580.78,17.29,.67,8809808,188.29,26.7,2.33,.48
Nifty500 Ahimsa,16-07-2026,-,-,-,3708.65,-1.81,-.05,1642324263,63702.33,23.56,4.08,1.28
Nifty500 Multicap Momentum Quality 50,16-07-2026,41494.85,41509.6,41020.25,41130.65,-236.3,-.57,121399610,13666.91,31.02,7.97,1
Nifty100 Low Volatility 30,16-07-2026,20049.6,20094.25,19983.4,20013.05,-2.3,-.01,141022778,18371.55,25.08,4.16,1.38
NIFTY Quality Low-Volatility 30,16-07-2026,16494,16556.55,16448.2,16471.5,8.35,.05,96996359,13402.39,26.84,5.78,1.55
NIFTY Alpha Quality Low-Volatility 30,16-07-2026,22877.8,22908.3,22746,22796.95,-42.65,-.19,76458018,12013.65,29.35,6.83,1.34
NIFTY Alpha Quality Value Low-Volatility 30,16-07-2026,20124.7,20160.05,20021.5,20060.65,-20.05,-.1,107301048,11527.04,16.72,3.09,1.65
NIFTY200 Quality 30,16-07-2026,20028.2,20112,19978.05,19989.05,33.45,.17,61351299,12151.54,28,9.07,1.74
NIFTY Midcap150 Quality 50,16-07-2026,24247.15,24283.25,24100.85,24122.9,-24.4,-.1,53336944,9668.04,32.36,7.5,1.01
Nifty200 Momentum 30,16-07-2026,30802.05,30838.6,30417.45,30564.15,-91.6,-.3,526600398,16214.11,26.3,4.86,1.06
Nifty India Manufacturing,16-07-2026,15973.25,16036.45,15934.2,15954.1,42.15,.26,336928119,28830.25,27.17,4.23,1.01
Nifty100 ESG Sector Leaders,16-07-2026,4074.85,4084.15,4054.7,4059.1,-2.15,-.05,318332556,28548.98,21.59,3.28,1.19
Nifty200 Alpha 30,16-07-2026,26454.45,26483.3,26091.15,26187.15,-153.4,-.58,489670777,11719.39,21.87,5.46,1
Nifty Midcap150 Momentum 50,16-07-2026,63280.15,63339.35,62409.6,62715.9,-348.0,-.55,495861932,11184.72,29.09,5.72,.49
Nifty Smallcap250 Quality 50,16-07-2026,25393.55,25437.35,25300.1,25348.35,25.75,.1,122531156,6856.33,26.03,5.03,1.21
Nifty Smallcap250 Momentum Quality 100,16-07-2026,47729.4,47766.4,47387.55,47543.9,9.55,.02,216408470,12838.48,29.27,4.88,.72
Nifty MidSmallcap400 Momentum Quality 100,16-07-2026,50952.2,50984.2,50406.35,50537.35,-228.95,-.45,248280090,18833.43,31.23,6.75,.68
Nifty500 Momentum 50,16-07-2026,54156,54206.2,53385,53703.3,-156.45,-.29,533889638,18813.26,33.55,6.62,.49
Nifty200 Value 30,16-07-2026,15003.6,15040.8,14920.65,14935.5,-13.15,-.09,231194381,6635.2,8.59,1.39,2.63
Nifty Top 10 Equal Weight,16-07-2026,8576.6,8598.65,8549.5,8561.85,6.35,.07,92977012,10453.88,18.22,3.14,1.32
Nifty Top 15 Equal Weight,16-07-2026,9717.45,9761.55,9707.5,9723.0,32.15,.33,114242581,13749.23,19.44,3.28,1.29
Nifty Top 20 Equal Weight,16-07-2026,8708.7,8743.05,8688.8,8698.3,16.75,.19,164136187,16445,21.34,3.55,1.4
Nifty500 Quality 50,16-07-2026,19806.25,19842.7,19683.2,19695.05,-29.5,-.15,153937175,14495.35,27.28,9.26,1.49
