Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,24-04-2026,24100.55,24206,23813.65,23897.95,-275.1,-1.14,438433486,36898.39,20.85,3.26,1.32
Nifty Next 50,24-04-2026,70500.2,70659.9,69234.6,69883.95,-526.4,-.75,310732151,16288.48,19.79,3.73,1.42
Nifty 100,24-04-2026,25039.35,25138.05,24725.15,24827.3,-267.65,-1.07,749165637,53186.87,20.64,3.34,1.34
Nifty 200,24-04-2026,13780.95,13831.75,13598.75,13656.85,-144.5,-1.05,1722256621,78231.39,22.53,3.53,1.22
Nifty 500,24-04-2026,22788.8,22872.05,22472.5,22570.05,-240.8,-1.06,2732180214,106420.97,23.22,3.55,1.15
Nifty Midcap 50,24-04-2026,16961.95,16995.3,16670.05,16741.75,-194.3,-1.15,364706380,12872.68,35.54,4.56,.64
NIFTY Midcap 100,24-04-2026,60049.5,60213.65,59070.1,59374.8,-578.0,-.96,973090984,25044.53,36.49,4.69,.69
NIFTY Smallcap 100,24-04-2026,17766.9,17852.55,17471.05,17567.2,-153.55,-.87,546310019,17336.3,29.78,3.43,.68
Nifty50 Dividend Points,24-04-2026,-,-,-,5.53,0.0,-,-,-,-,-,-
Nifty Auto,24-04-2026,25867.85,26035.6,25559.8,25652.85,-175.25,-.68,39980139,3489.42,30.33,4.4,1.24
Nifty Bank,24-04-2026,56170.2,56460.5,55750.4,56089.75,-215.25,-.38,241210038,8903.2,14.79,1.91,1.05
Nifty Energy,24-04-2026,40110.95,40206.8,39592.4,39903.75,-93.0,-.23,597239654,13598.46,16.54,2.57,1.7
Nifty Financial Services,24-04-2026,26177.25,26318.35,25998.5,26141.75,-105.45,-.4,154055512,12199.97,16.92,2.79,.89
Nifty FMCG,24-04-2026,51383.3,51383.3,50571.75,50766.25,-374.25,-.73,49933215,3652.67,36.18,8.95,1.62
Nifty IT,24-04-2026,29650.2,29872.5,28442.4,28530.6,-1593.7,-5.29,110083527,11149.14,19.96,5.29,3.93
Nifty Media,24-04-2026,1469.3,1480.7,1431.7,1438.7,-27.4,-1.87,31917958,854.89,30.46,1.52,1.22
Nifty Metal,24-04-2026,12778.95,12839.1,12618.35,12746.65,-39.6,-.31,136567366,5769.56,21.62,3.32,1.56
