Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,10-06-2025,25196.05,25199.3,25055.45,25104.25,1.05,0,307323471,28813.93,22.57,3.66,1.19
Nifty Next 50,10-06-2025,69125.35,69125.35,68659.65,68922.55,79.05,.11,256441163,14846.4,22.39,4.18,1.32
Nifty 100,10-06-2025,25876.6,25878.8,25727.1,25785.5,6.05,.02,563764634,43660.33,22.53,3.74,1.21
Nifty 200,10-06-2025,14141.4,14142.35,14059.25,14089.9,3.0,.02,1573616667,66920.77,23.88,3.92,1.15
Nifty 500,10-06-2025,23422.3,23423.8,23287.35,23339.95,9.4,.04,3082009890,94776.63,25.04,4.01,1.08
Nifty Midcap 50,10-06-2025,16820.85,16836.9,16726.9,16749.15,-6.1,-.04,551174970,11385,40.24,5.73,.79
NIFTY Midcap 100,10-06-2025,59935,59967.9,59576.35,59681.4,6.45,.01,1009852033,23260.45,33.55,5.1,.83
NIFTY Smallcap 100,10-06-2025,18968.65,18987.3,18864.45,18899.8,26.4,.14,811364747,15683.25,33.18,4.56,.71
Nifty50 Dividend Points,10-06-2025,-,-,-,76.23,0.0,-,-,-,-,-,-
Nifty Auto,10-06-2025,23869.75,23872.2,23743.2,23759.0,-18.15,-.08,45128409,4224.16,24.85,5.03,1.02
Nifty Bank,10-06-2025,56993.9,57015.4,56564.15,56629.1,-210.5,-.37,145969879,8256.92,14.85,2.31,.78
Nifty Energy,10-06-2025,36536.55,36582.6,36329.1,36515.25,162.45,.45,1048273490,13815.84,16.83,2.68,2.15
Nifty Financial Services,10-06-2025,27082.8,27083.5,26811.5,26867.05,-125.8,-.47,88424041,10414.88,17.74,3.04,.56
Nifty FMCG,10-06-2025,56178.2,56331.8,55952.85,56198.8,172.7,.31,32149313,2561.96,42.63,10.47,1.97
Nifty IT,10-06-2025,37871.6,38567.75,37825.15,38299.95,630.75,1.67,37633777,6206.76,28.62,7.68,2.66
