Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,30-10-2024,24371.45,24498.2,24307.3,24340.85,-126.0,-.51,285196335,31068.7,22.9,3.65,1.25
Nifty Next 50,30-10-2024,70405.7,70890.45,70050,70268.35,-270.0,-.38,414667259,13784.47,22.56,3.77,1.5
Nifty 100,30-10-2024,25227.2,25364.55,25164.5,25195.05,-126.25,-.5,699863594,44853.17,23.3,3.68,1.24
Nifty 200,30-10-2024,13696.25,13784.1,13664.7,13688.7,-53.6,-.39,2246099615,66430.46,25.22,3.86,1.16
Nifty 500,30-10-2024,22731.15,22896.55,22685.4,22749.8,-45.25,-.2,2785443346,86789.95,26.21,3.96,1.11
Nifty Midcap 50,30-10-2024,15651.5,15778.35,15578.25,15647.5,-29.95,-.19,1300422246,11792.49,49.01,5.6,.72
NIFTY Midcap 100,30-10-2024,56166.2,56800.9,55973.65,56339.25,87.95,.16,1546236021,21577.29,42.92,5.15,.75
NIFTY Smallcap 100,30-10-2024,18231.3,18454.7,18183.2,18390.9,191.95,1.05,267846724,11901.43,34.97,4.14,.97
Nifty50 Dividend Points,30-10-2024,-,-,-,216.18,0.0,-,-,-,-,-,-
Nifty Auto,30-10-2024,23430.6,23855.15,23423.9,23594.0,5.4,.02,49482989,7197.18,23.19,4.84,.93
Nifty Bank,30-10-2024,51988.7,52220,51733,51807.5,-513.2,-.98,247658224,11307.58,14.53,2.32,.96
Nifty Energy,30-10-2024,39297,39633,39000.5,39296.15,-63.65,-.16,93590408,4305.78,14.74,2.22,2.37
Nifty Financial Services,30-10-2024,24208.5,24308.9,23994.55,24037.4,-320.4,-1.32,99743211,12286.5,17.01,2.9,.9
Nifty FMCG,30-10-2024,59269.95,59837.05,59195.6,59748.9,545.05,.92,38873709,3283.32,47.42,11.63,1.76
Nifty IT,30-10-2024,41975.35,42164.35,41572.1,41668.6,-362.85,-.86,22760617,3836.52,32.98,8.58,1.95
Nifty Media,30-10-2024,1939.2,1987.7,1935,1982.85,45.25,2.34,24593163,318.01,-,2.32,.42
Nifty Metal,30-10-2024,9305.35,9427.85,9267.75,9342.45,3.7,.04,77872056,3031.35,32.14,2.68,2.26
Nifty MNC,30-10-2024,29176.65,29565.2,29156.2,29369.2,173.6,.59,24070136,4868.39,43.77,9.36,1.86
Nifty Pharma,30-10-2024,22512.8,22569,22216.95,22374.95,-226.45,-1,28770605,3995.86,37.27,5.43,.6
Nifty PSU Bank,30-10-2024,6733.15,6817.95,6712.65,6741.55,-17.4,-.26,201961190,3301.17,8.09,1.3,2.21
Nifty Realty,30-10-2024,995.1,1013.9,992.25,1001.05,-0.8,-.08,7482568,1005.94,47.63,5.69,.38
Nifty India Consumption,30-10-2024,11500.35,11622.65,11486.45,11559.5,7.95,.07,103996980,11998.51,47.37,9.06,.93
Nifty Commodities,30-10-2024,8880.2,8947.35,8822.25,8882.5,-9.9,-.11,169226510,6986.57,20.02,2.37,2.12
Nifty Dividend Opportunities 50,30-10-2024,6514.8,6558.4,6502.7,6507.7,-19.0,-.29,461714021,18241.35,18.52,3.48,2.63
Nifty Infrastructure,30-10-2024,8767.05,8852.3,8720.95,8788.55,5.0,.06,146352667,8921.4,24.29,3.08,1.21
Nifty PSE,30-10-2024,10210.2,10313.7,10138.25,10187.95,-27.5,-.27,307372250,8037.09,12.61,2.26,3.2
Nifty Services Sector,30-10-2024,32063.85,32171.85,31858.5,31889.0,-334.15,-1.04,213430617,18428.99,22.26,3.7,1.16
Nifty50 Shariah,30-10-2024,-,-,-,5214.61,-16.04,-.31,46361954,5847.67,27.79,6.14,1.87
Nifty500 Shariah,30-10-2024,-,-,-,7616.18,-2.3,-.03,389860380,24694.86,33.6,5.98,1.29
Nifty Low Volatility 50,30-10-2024,-,-,-,24471.22,-24.69,-.1,159518830,23655.33,35.47,5.69,.98
Nifty Alpha 50,30-10-2024,55831.15,56437.7,55486.2,56015.1,196.85,.35,399311120,16614.03,39.63,6.21,.71
Nifty High Beta 50,30-10-2024,-,-,-,3748.07,22.76,.61,1529376861,15990.63,21.25,2.23,1.38
Nifty100 Equal Weight,30-10-2024,32507.05,32770.1,32383.4,32524.45,-72.45,-.22,699863594,44853.17,23.74,3.75,1.26
Nifty100 Liquid 15,30-10-2024,6509.5,6591.2,6509.1,6531.95,-11.55,-.18,111724276,11686.13,19.89,3.03,1.11
Nifty CPSE,30-10-2024,6576.5,6667.35,6536.85,6574.2,2.15,.03,131051204,3340.25,13.29,2.47,3.02
Nifty50 Value 20,30-10-2024,13851.3,13887.55,13784.6,13796.1,-92.8,-.67,142394563,11327.16,20.39,3.64,2.07
