Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,31-10-2024,24349.85,24372.45,24172.6,24205.35,-135.5,-.56,287007588,33403.89,22.58,3.63,1.27
Nifty Next 50,31-10-2024,70327.65,70461.25,69651.8,69911.75,-356.6,-.51,391325583,12762.48,23.2,3.75,1.52
Nifty 100,31-10-2024,25207.8,25235.9,25020.05,25059.5,-135.55,-.54,678333171,46166.37,23.14,3.66,1.27
Nifty 200,31-10-2024,13694.9,13708.8,13586.75,13618.2,-70.5,-.52,1883798520,63789.4,25.03,3.84,1.18
Nifty 500,31-10-2024,22758.6,22779.5,22621.1,22689.35,-60.45,-.27,2436293245,84164.71,26.07,3.95,1.13
Nifty Midcap 50,31-10-2024,15658.65,15675.9,15462.3,15539.6,-107.9,-.69,1025144648,10498.57,48.4,5.56,.73
NIFTY Midcap 100,31-10-2024,56349.1,56400.55,55746.2,56112.85,-226.4,-.4,1205465349,17623.03,42.24,5.13,.76
NIFTY Smallcap 100,31-10-2024,18390.45,18630,18316.95,18602.6,211.7,1.15,296178488,11433.58,35.13,4.19,.97
Nifty50 Dividend Points,31-10-2024,-,-,-,220.94,0.0,-,-,-,-,-,-
Nifty Auto,31-10-2024,23606.65,23625.3,23401.85,23514.7,-79.3,-.34,48548428,5326.47,23.11,4.82,.93
Nifty Bank,31-10-2024,51649.45,52005.6,51318.1,51475.35,-332.15,-.64,319910762,10626.73,14.14,2.31,.96
Nifty Energy,31-10-2024,39381.75,39506.6,39052,39301.95,5.8,.01,118963036,5050.64,15.56,2.22,2.46
Nifty Financial Services,31-10-2024,23966.85,24058.05,23804.8,23886.55,-150.85,-.63,89087572,11193.92,16.7,2.89,.9
Nifty FMCG,31-10-2024,59773.6,59882.35,58983.75,59203.0,-545.9,-.91,28503697,2624.59,46.99,11.52,1.79
Nifty IT,31-10-2024,41501.95,41501.95,40191.95,40407.55,-1261.05,-3.03,29350168,6023.09,31.99,8.32,2.1
Nifty Media,31-10-2024,1985.65,2024.85,1980.3,2019.0,36.15,1.82,22263104,421.98,-,2.36,.39
Nifty Metal,31-10-2024,9338.95,9365.6,9279.45,9326.85,-15.6,-.17,88685214,2707.39,32.08,2.67,2.26
Nifty MNC,31-10-2024,29380.1,29423.35,29124.1,29235.15,-134.05,-.46,26210245,4486.57,43.82,9.32,1.87
Nifty Pharma,31-10-2024,22639.8,22781.1,22550.5,22735.55,360.6,1.61,45931880,5625.97,37.34,5.52,.59
Nifty PSU Bank,31-10-2024,6720.95,6794.95,6676.55,6725.35,-16.2,-.24,187004709,2827.83,7.8,1.3,2.21
Nifty Realty,31-10-2024,1001,1007.2,990.9,999.55,-1.5,-.15,8110874,1099.52,47.56,5.69,.38
Nifty India Consumption,31-10-2024,11568.55,11580.1,11458.55,11480.8,-78.7,-.68,113766612,11284.99,47.06,9,.94
Nifty Commodities,31-10-2024,8892.7,8926.3,8834.45,8887.85,5.35,.06,212918017,8324.11,21.02,2.37,2.18
Nifty Dividend Opportunities 50,31-10-2024,6502.05,6505.85,6411.6,6434.05,-73.65,-1.13,394053337,17578.33,18.54,3.44,2.71
Nifty Infrastructure,31-10-2024,8829.3,8867.7,8800.55,8823.4,34.85,.4,184714274,11993.57,24.93,3.09,1.24
Nifty PSE,31-10-2024,10204.8,10231.3,10114.5,10175.25,-12.7,-.12,255278722,6706.8,13.05,2.26,3.29
Nifty Services Sector,31-10-2024,31810.15,31861.7,31509.75,31547.0,-342.0,-1.07,215358207,19607.66,21.76,3.66,1.2
Nifty50 Shariah,31-10-2024,-,-,-,5160.86,-53.76,-1.03,76413400,10098.99,27.4,6.08,1.93
Nifty500 Shariah,31-10-2024,-,-,-,7592.28,-23.9,-.31,366777194,27122.58,33.9,6,1.34
Nifty Low Volatility 50,31-10-2024,-,-,-,24347.06,-124.16,-.51,162429652,26903.45,35.1,5.66,1.01
Nifty Alpha 50,31-10-2024,56069.95,56246.95,55701.7,56150.2,135.1,.24,283582822,13253.21,39.48,6.23,.71
Nifty High Beta 50,31-10-2024,-,-,-,3737.52,-10.55,-.28,1228602648,14067.51,20.94,2.22,1.38
Nifty100 Equal Weight,31-10-2024,32570.55,32647.8,32321.1,32400.05,-124.4,-.38,678333171,46166.37,23.84,3.74,1.29
Nifty100 Liquid 15,31-10-2024,6531.1,6534.85,6477.8,6490.1,-41.85,-.64,98229562,8909.43,19.61,3.01,1.12
Nifty CPSE,31-10-2024,6597.8,6629.1,6530.35,6599.15,24.95,.38,101817918,2664.52,13.34,2.48,3.14
Nifty50 Value 20,31-10-2024,13771.65,13782.35,13608.25,13625.25,-170.85,-1.24,156758783,13030.95,19.96,3.6,2.15
Nifty Midcap Liquid 15,31-10-2024,13833.35,13861.45,13596.4,13691.45,-125.8,-.91,160772496,4388.94,35.7,4.31,.53
Nifty Shariah 25,31-10-2024,-,-,-,8651.13,-77.56,-.89,81462035,11058.01,28.36,5.85,1.81
India VIX,31-10-2024,15.51,16.24,14.6525,15.55,0.04,.26,-,-,-,-,-
Nifty Growth Sectors 15,31-10-2024,11838.4,11842.25,11661.75,11678.5,-143.45,-1.21,78827986,11677.94,28.47,7.19,1.76
Nifty50 TR 1x Inverse,31-10-2024,169.05,170.3,169,170.1,0.95,.56,-,-,-,-,-
Nifty50 TR 2x Leverage,31-10-2024,20256.4,20269.95,19963.5,20016.05,-221.0,-1.09,-,-,-,-,-
Nifty50 PR 1x Inverse,31-10-2024,203.95,205.45,203.9,205.15,1.15,.56,-,-,-,-,-
