Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,02-07-2025,25588.3,25608.1,25378.75,25453.4,-88.4,-.35,309828013,26681.66,22.91,3.69,1.24
Nifty Next 50,02-07-2025,68980.9,69144.85,68335.15,68729.8,-200.4,-.29,214561631,10853.18,22.03,3.95,1.36
Nifty 100,02-07-2025,26198.9,26223.2,25987.2,26068.05,-88.05,-.34,524389644,37534.84,22.76,3.73,1.26
Nifty 200,02-07-2025,14281.7,14293.25,14168.85,14217.35,-43.15,-.3,1857888479,57792.8,24.09,3.9,1.18
Nifty 500,02-07-2025,23653.05,23669.3,23463.85,23547.25,-68.2,-.29,2620390772,81637.23,25.26,4,1.1
Nifty Midcap 50,02-07-2025,16841.25,16883.85,16739.7,16840.2,-11.35,-.07,971366515,10394.19,40.46,5.69,.75
NIFTY Midcap 100,02-07-2025,59795.05,59864.75,59361.6,59667.25,-82.8,-.14,1333498835,20257.96,33.62,5.03,.81
NIFTY Smallcap 100,02-07-2025,19103.25,19111.75,18896.25,18977.1,-78.6,-.41,409109444,11535.62,33.52,4.51,.69
Nifty50 Dividend Points,02-07-2025,-,-,-,122.03,0.0,-,-,-,-,-,-
Nifty Auto,02-07-2025,23799.5,23962.6,23786.05,23899.85,75.85,.32,28796493,3878.58,24.94,4.72,1.05
Nifty Bank,02-07-2025,57558.2,57628.4,56833.8,56999.2,-460.25,-.8,169590882,8026.46,15.11,2.35,.94
Nifty Energy,02-07-2025,36543.3,36611,36164.45,36331.25,-148.85,-.41,332172854,7094.18,16.16,2.56,2.27
Nifty Financial Services,02-07-2025,27157.2,27209.4,26779.2,26861.7,-262.5,-.97,90248551,9224.74,17.79,3.05,.88
Nifty FMCG,02-07-2025,54620.6,54643.5,54293.9,54439.7,-63.25,-.12,35527549,2719.13,41.09,10.14,2.04
Nifty IT,02-07-2025,39080.3,39519.5,38738.85,38879.1,45.95,.12,27482971,4340.88,28.76,7.59,2.62
Nifty Media,02-07-2025,1738.45,1740.35,1716.35,1725.15,-6.25,-.36,21990822,377.38,595.52,2.04,.82
Nifty Metal,02-07-2025,9584.35,9747.55,9538.75,9699.2,134.65,1.41,169143532,4375.91,19.71,2.71,2.06
Nifty MNC,02-07-2025,28821.5,28858.1,28697.1,28841.35,63.95,.22,32352705,4373.37,34.1,8.39,1.8
Nifty Pharma,02-07-2025,22030.4,22176.1,21996.5,22110.8,69.55,.32,26349768,3206.01,31.72,5.38,.74
Nifty PSU Bank,02-07-2025,7254.9,7270.85,7152.15,7193.65,-59.95,-.83,159580750,2217.54,7.3,1.19,2.53
Nifty Realty,02-07-2025,985.5,988.2,964,970.05,-14.15,-1.44,22927903,2287.39,48.24,5.53,.25
Nifty India Consumption,02-07-2025,11831.65,11855.4,11795.1,11845.95,15.0,.13,80412084,10762.44,41.52,8.94,1.02
Nifty Commodities,02-07-2025,8982.15,9030.35,8944.6,9023.05,56.65,.63,201725512,7918.5,18.71,2.34,2.01
Nifty Dividend Opportunities 50,02-07-2025,6131.65,6144,6077.8,6096.0,-15.1,-.25,333203765,12620.77,15.13,2.99,3.15
Nifty Infrastructure,02-07-2025,9466.4,9472.1,9395.05,9429.05,-22.2,-.23,123413015,9720.05,24.52,3.37,1.03
Nifty PSE,02-07-2025,10093.1,10119.05,9976.6,10032.7,-54.0,-.54,166601439,4828.02,12.87,2.24,3.06
Nifty Services Sector,02-07-2025,33797.7,33832.55,33431.25,33521.15,-174.65,-.52,171937270,17202.29,21.6,3.84,1.21
Nifty50 Shariah,02-07-2025,4821.7,4832.9,4805.15,4823.35,10.7,.22,38531753,6342.39,26.84,5.67,2.3
Nifty500 Shariah,02-07-2025,7215.5,7220.15,7182.4,7213.75,12.15,.17,563439448,27492.74,31.7,5.55,1.41
Nifty Low Volatility 50,02-07-2025,25373.95,25391.2,25281.5,25353.6,-8.25,-.03,134190440,20791.18,34.99,6.02,1.12
Nifty Alpha 50,02-07-2025,53639.3,53803.75,53293.45,53619.95,15.1,.03,220741653,17140.4,51.24,8.75,.28
Nifty High Beta 50,02-07-2025,3881.75,3892,3837.2,3860.0,-12.5,-.32,1203747926,14186.74,16.9,2.54,1.47
Nifty100 Equal Weight,02-07-2025,33308.35,33357.25,33065.9,33188.6,-89.0,-.27,524389644,37534.84,23.63,3.78,1.28
Nifty100 Liquid 15,02-07-2025,7207.75,7215.65,7161.05,7190.55,-12.25,-.17,151536609,9450.2,20.69,3.2,.98
