Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,27-02-2025,22568.95,22613.3,22508.4,22545.05,-2.5,-.01,289230479,29775.64,20.04,3.36,1.42
Nifty Next 50,27-02-2025,59368.4,59572.75,58615,58767.2,-545.3,-.92,323343602,12280.37,20.98,3.26,1.34
Nifty 100,27-02-2025,23008.95,23052.9,22911.3,22948.3,-38.85,-.17,612574081,42056.01,20.2,3.34,1.41
Nifty 200,27-02-2025,12430.75,12452.4,12356.9,12377.95,-40.7,-.33,1432352776,60962.22,21.58,3.49,1.32
Nifty 500,27-02-2025,20436.5,20471.85,20278.65,20315.55,-103.2,-.51,1918601840,82932.55,22.32,3.52,1.27
Nifty Midcap 50,27-02-2025,13954.35,13978.7,13763.65,13824.45,-117.75,-.84,640419066,11691.13,38.07,5,.79
NIFTY Midcap 100,27-02-2025,49757.05,49858.1,48961.85,49136.75,-565.4,-1.14,819778695,18906.21,33.32,4.52,.87
NIFTY Smallcap 100,27-02-2025,15426.95,15460.75,15097.85,15156.6,-252.0,-1.64,272802705,11815.38,25.97,3.36,1.24
Nifty50 Dividend Points,27-02-2025,-,-,-,287.91,0.0,-,-,-,-,-,-
Nifty Auto,27-02-2025,21766.95,21786.3,21243.5,21335.35,-327.3,-1.51,53987530,3732.34,20.51,4.38,1.04
Nifty Bank,27-02-2025,48732.2,48972.55,48627.1,48743.8,135.45,.28,186728631,9357.41,12.79,2.15,1.02
Nifty Energy,27-02-2025,31017.2,31095.85,30478.05,30659.25,-359.05,-1.16,259229003,7429.97,14.13,2.2,2.65
Nifty Financial Services,27-02-2025,23081.8,23261.65,23081.75,23173.65,137.6,.6,110087746,13276.3,15.42,2.8,.93
Nifty FMCG,27-02-2025,52453.35,52579.1,51875.35,52055.15,-398.2,-.76,49597626,3267.62,42.43,10.18,2.09
Nifty IT,27-02-2025,38971.6,39237.7,38742.9,38946.65,-184.65,-.47,31388330,4336.55,29.52,8.05,2.63
Nifty Media,27-02-2025,1491.3,1496.05,1428.25,1436.85,-53.3,-3.58,30365476,432.06,-,1.12,.82
Nifty Metal,27-02-2025,8308.95,8364.65,8241,8334.8,41.35,.5,101988676,2575.11,19.22,2.37,2.38
Nifty MNC,27-02-2025,25840.5,25892.35,25547.7,25632.85,-184.1,-.71,35094628,3471.19,32.24,8.04,2.1
Nifty Pharma,27-02-2025,20292.8,20336.9,20051.65,20201.25,-47.9,-.24,21215231,2606.72,30.53,4.93,.69
Nifty PSU Bank,27-02-2025,5910.65,5924.3,5797.8,5816.85,-63.9,-1.09,107817614,1819.9,6.16,1.13,2.53
Nifty Realty,27-02-2025,825.35,829.6,804.95,809.35,-17.3,-2.09,11192011,1294.53,39.13,4.62,.46
Nifty India Consumption,27-02-2025,10579.25,10585.85,10453.6,10485.05,-77.2,-.73,127615200,11123.92,39.86,8.29,1.05
Nifty Commodities,27-02-2025,7758.75,7783.45,7661.35,7713.75,-44.45,-.57,199223178,9229.93,16.97,2.01,2.27
Nifty Dividend Opportunities 50,27-02-2025,5684.05,5704.1,5641.05,5659.65,-35.15,-.62,401585659,15807.52,15.03,2.94,3.16
Nifty Infrastructure,27-02-2025,7874.3,7883.95,7800.55,7827.25,-40.6,-.52,152782328,10226.48,21.07,2.72,1.22
Nifty PSE,27-02-2025,8342.2,8374.85,8244.05,8279.85,-82.5,-.99,184112497,4180.79,10.71,1.79,3.61
Nifty Services Sector,27-02-2025,29881.2,30023.05,29881.2,29973.2,80.85,.27,222479115,19893.68,19.57,3.48,1.35
Nifty50 Shariah,27-02-2025,4553.4,4569.15,4517.9,4536.3,-29.2,-.64,48199210,7701.3,24.31,5.2,2.47
Nifty500 Shariah,27-02-2025,6497.35,6510.4,6406.7,6428.15,-81.5,-1.25,373879751,27856.99,28.92,4.9,1.68
Nifty Low Volatility 50,27-02-2025,22801.25,22875.95,22726.5,22777.7,-30.1,-.13,166551603,23519.24,32.74,5.31,1.14
