Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,19-02-2025,22847.25,23049.95,22814.85,22932.9,-12.4,-.05,206999204,19817.93,20.38,3.41,1.42
Nifty Next 50,19-02-2025,59074.5,60273.25,58798.75,60156.4,707.0,1.19,314407949,11039.16,21.49,3.34,1.38
Nifty 100,19-02-2025,23223.55,23471.5,23181.3,23368.55,37.15,.16,521407153,30857.09,20.57,3.4,1.42
Nifty 200,19-02-2025,12516.55,12674,12487.4,12624.75,48.6,.39,1284212701,48489.69,22.01,3.56,1.33
Nifty 500,19-02-2025,20511.2,20802.55,20459.2,20731.45,120.05,.58,1791180337,68291.9,22.78,3.59,1.28
Nifty Midcap 50,19-02-2025,13911.4,14208.1,13834,14162.75,166.0,1.19,567018360,7185.39,39.01,5.13,.84
NIFTY Midcap 100,19-02-2025,49485.8,50609.25,49214.55,50527.25,775.8,1.56,762805548,17632.6,34.27,4.64,.89
NIFTY Smallcap 100,19-02-2025,15058,15579.15,14976.3,15525.9,357.45,2.36,293845424,11217.97,26.6,3.44,1.22
Nifty50 Dividend Points,19-02-2025,-,-,-,287.91,0.0,-,-,-,-,-,-
Nifty Auto,19-02-2025,21683.65,21898.05,21597.1,21809.15,-9.75,-.04,43942898,3033.79,20.96,4.47,1.17
Nifty Bank,19-02-2025,48895.35,49628.25,48804,49570.1,482.8,.98,113250369,5739.81,13.01,2.18,1.01
Nifty Energy,19-02-2025,30620.2,31279.5,30487.35,31198.5,349.45,1.13,284182742,7499.85,14.38,2.23,2.76
Nifty Financial Services,19-02-2025,23197.15,23501.4,23158.4,23456.2,175.9,.76,67661048,7285.26,15.61,2.83,.93
Nifty FMCG,19-02-2025,52346.7,52606.6,52096.2,52360.45,-120.05,-.23,29099295,2282.98,42.68,10.24,2.06
Nifty IT,19-02-2025,41373.5,41403.25,40785.05,40924.25,-540.1,-1.3,20828566,4064.27,31.02,8.46,2.5
Nifty Media,19-02-2025,1467.3,1506.8,1460.45,1493.7,21.05,1.43,63475212,271.45,-,1.16,.93
Nifty Metal,19-02-2025,8201.35,8380.95,8167.2,8359.2,103.6,1.25,82207040,2332.86,19.28,2.38,2.54
Nifty MNC,19-02-2025,25742.7,25919.3,25687,25835.5,-36.0,-.14,28896763,3333.36,32.5,8.1,2.12
Nifty Pharma,19-02-2025,20590.6,20930.15,20299.95,20820.0,-149.2,-.71,25280274,3082.21,31.47,5.08,.67
Nifty PSU Bank,19-02-2025,5836.35,5973.4,5818.2,5950.9,78.3,1.33,97026942,1362.66,6.3,1.16,2.48
Nifty Realty,19-02-2025,827.45,857.5,821.9,845.95,13.9,1.67,8671357,940.38,40.9,4.83,.44
Nifty India Consumption,19-02-2025,10560.25,10655.9,10533.85,10610.3,9.25,.09,106780421,8515.78,40.34,8.39,1.08
Nifty Commodities,19-02-2025,7745.7,7865.2,7720.75,7839.0,57.15,.73,151309034,5394.31,17.24,2.05,2.37
Nifty Dividend Opportunities 50,19-02-2025,5765.95,5823.45,5758.95,5790.75,4.3,.07,354772770,13810.97,15.37,3.01,3.21
Nifty Infrastructure,19-02-2025,7919.75,8016.3,7898.7,7986.1,32.9,.41,134607374,7329.45,21.5,2.77,1.21
Nifty PSE,19-02-2025,8303.45,8484.55,8273.05,8461.65,99.2,1.19,203409800,5031.46,10.95,1.83,3.85
Nifty Services Sector,19-02-2025,30427.4,30682.45,30359.5,30540.95,1.65,.01,185488447,14127.6,19.94,3.55,1.33
Nifty50 Shariah,19-02-2025,4696.95,4715.35,4664.55,4676.0,-46.0,-.97,34938788,5098.41,25.06,5.36,2.52
Nifty500 Shariah,19-02-2025,6564.45,6644.05,6538.2,6622.0,19.4,.29,433039043,23060.57,29.79,5.05,1.69
Nifty Low Volatility 50,19-02-2025,23115,23254.4,23028.05,23162.0,-46.75,-.2,113560772,15620.31,33.29,5.4,1.17
Nifty Alpha 50,19-02-2025,43438,45231.95,43148.95,45054.4,1230.9,2.81,385976650,17944.76,31.4,5.9,.96
Nifty High Beta 50,19-02-2025,3064.8,3152.65,3049.3,3145.4,54.95,1.78,706813242,9927.76,15.95,2,1.7
Nifty100 Equal Weight,19-02-2025,28912.35,29302.1,28817.85,29201.25,117.6,.4,521407153,30857.09,20.69,3.35,1.48
Nifty100 Liquid 15,19-02-2025,6226.8,6286.65,6216.15,6244.3,-8.2,-.13,81715532,6934.05,16.77,2.83,1.21
Nifty CPSE,19-02-2025,5469.2,5594.1,5457.65,5562.55,51.1,.93,101320676,2294.92,11.79,2,4
Nifty50 Value 20,19-02-2025,12634.95,12722.35,12598.6,12647.85,-35.8,-.28,109247129,8510.99,15.95,3.22,2.53
Nifty Midcap Liquid 15,19-02-2025,12560.7,12838.05,12446.9,12803.25,133.15,1.05,46324816,3062.31,28.5,4.1,.84
Nifty Shariah 25,19-02-2025,7921.4,7958.25,7876.2,7913.45,-43.3,-.54,42751229,6248.3,26.25,5.19,2.33
India VIX,19-02-2025,15.665,16.0225,14.7525,15.42,-0.25,-1.56,-,-,-,-,-
Nifty Growth Sectors 15,19-02-2025,11290.6,11316.25,11193.4,11216.05,-126.85,-1.12,51473438,6475.26,26.65,6.85,2.15
Nifty50 TR 1x Inverse,19-02-2025,182.3,182.5,180.7,181.6,0.15,.08,-,-,-,-,-
Nifty50 TR 2x Leverage,19-02-2025,17490.65,17801.8,17442.9,17622.4,-22.15,-.13,-,-,-,-,-
Nifty50 PR 1x Inverse,19-02-2025,220.55,220.85,218.65,219.75,0.15,.07,-,-,-,-,-
Nifty50 PR 2x Leverage,19-02-2025,11925.25,12137.4,11892.7,12015.05,-15.1,-.13,-,-,-,-,-
NIFTY100 Quality 30,19-02-2025,5232.8,5261.3,5213.55,5235.35,-20.15,-.38,79012003,9786.45,28.26,7.03,2.09
Nifty Top 10 Equal Weight,19-02-2025,9036.4,9097.4,9011.5,9060.85,6.25,.07,58670000,9166.72,20.45,3.65,1.26
Nifty500 Multicap Momentum Quality 50,19-02-2025,36711.3,37473.15,36563.5,37290.9,369.0,1,85438336,13246.86,39.02,11.71,1.21
Nifty Top 15 Equal Weight,19-02-2025,9549.15,9602.25,9526.8,9554.1,-22.55,-.24,70813913,11865.09,20.54,3.78,1.25
Nifty Top 20 Equal Weight,19-02-2025,8597.05,8651.3,8573.25,8599.2,-26.55,-.31,85838346,13514.97,21.24,4.19,1.28
Nifty500 Quality 50,19-02-2025,-,-,-,16915.26,233.1,1.4,125327676,9127.03,21.72,6.63,1.81
Nifty500 Low Volatility 50,19-02-2025,-,-,-,19891.77,12.08,.06,73788038,8048.44,26.26,4.55,.87
NIFTY100 ESG,19-02-2025,4465.5,4510.6,4453.4,4493.95,8.4,.19,471742735,27045.2,21.27,3.56,1.31
NIFTY100 Enhanced ESG,19-02-2025,4500.5,4545.7,4488.2,4529.15,8.65,.19,457140726,26658.74,21.31,3.57,1.3
NIFTY500 Value 50,19-02-2025,12355.45,12582.45,12317.9,12551.35,134.1,1.08,355623485,8096.84,9.79,1.42,3.61
NIFTY100 Alpha 30,19-02-2025,15866.6,16179.45,15818.3,16108.55,111.4,.7,204535621,10747.29,31.46,6.53,1.34
NIFTY50 Equal Weight,19-02-2025,28466.55,28752.6,28417.75,28611.15,-6.65,-.02,206999204,19817.93,20.97,3.45,1.59
Nifty500 Equal Weight,19-02-2025,12042.15,12322.25,11989.7,12305.6,198.35,1.64,1791180337,68291.9,27.03,3.47,1.08
Nifty India Corporate Group Index - Mahindra Group,19-02-2025,-,-,-,32121.62,-291.34,-.9,5266776,974.35,27.69,4.43,1.39
Nifty India Corporate Group Index - Aditya Birla Group,19-02-2025,-,-,-,7439.83,47.77,.65,310015752,976.91,173.04,3.39,.49
Nifty India Corporate Group Index - Tata Group,19-02-2025,-,-,-,16648.7,-113.55,-.68,56569469,4875.19,29.17,7.28,2
Nifty India Corporate Group Index - Tata Group 25% Cap,19-02-2025,14754.5,14899.9,14697.3,14760.1,-20.4,-.14,46841591,4052.8,28.11,5.61,1.44
Nifty Private Bank,19-02-2025,24434.35,24802.55,24382.55,24778.1,277.5,1.13,64447098,4443.99,14.72,2.25,.59
Nifty Smallcap 250,19-02-2025,14183.3,14615.1,14106.8,14588.65,320.7,2.25,483658663,17085.37,27.46,3.37,1
Nifty Smallcap 50,19-02-2025,7291.55,7537.1,7255.65,7509.05,163.05,2.22,166764551,5392,23.43,3.14,1.05
Nifty MidSmallcap 400,19-02-2025,16794.65,17204.05,16711.45,17180.95,293.1,1.74,1269773184,37434.8,32.01,4.22,.91
Nifty Midcap 150,19-02-2025,18278.5,18669.85,18190.55,18644.9,269.05,1.46,786114521,20349.43,35.12,4.88,.86
Nifty IPO,19-02-2025,1793.9,1850.5,1783.85,1846.85,43.35,2.4,170247307,4609.56,50.11,8.32,.13
Nifty Midcap Select,19-02-2025,11066.9,11291.1,10978.6,11270.25,133.6,1.2,361501158,4753.32,42.46,6.21,.85
NIFTY LargeMidcap 250,19-02-2025,14240.3,14464.8,14195.1,14423.4,112.3,.78,1307521674,51206.52,25.71,3.98,1.15
NIFTY SME EMERGE,19-02-2025,-,-,-,13244.71,297.57,2.3,-,-,46.97,6.1,.06
Nifty Oil & Gas,19-02-2025,9911.4,10060,9881.25,10045.6,73.55,.74,65309592,2820.29,12.29,1.51,2.98
Nifty Financial Services 25/50,19-02-2025,24733.85,25050.1,24671.7,25014.8,197.65,.8,67661048,7285.26,15.13,2.87,1.05
Nifty Healthcare Index,19-02-2025,13255.6,13443.8,13081.15,13363.85,-104.85,-.78,26392388,3203.31,36.04,5.67,.59
Nifty500 Multicap 50:25:25,19-02-2025,14050.6,14294.2,14005.4,14256.5,134.1,.95,1791180337,68291.9,24.46,3.67,1.18
Nifty Microcap 250,19-02-2025,20050.65,20680.3,19957.55,20618.3,476.65,2.37,255584013,4610.09,28.84,2.94,.61
Nifty Total Market,19-02-2025,11523.1,11693.5,11493.1,11653.85,74.6,.64,2046764350,72901.98,22.95,3.56,1.26
Nifty India Digital,19-02-2025,8717.85,8798.65,8676.35,8753.45,7.6,.09,391971745,8074.94,423.45,20.74,1.31
Nifty Mobility,19-02-2025,18046.15,18309.45,17994.05,18282.05,122.85,.68,153771649,6326.66,23.74,4.53,1.13
Nifty India Defence,19-02-2025,5085.25,5399.75,5050.5,5344.9,214.95,4.19,48039255,5119.03,39.62,9.88,.76
Nifty Financial Services Ex-Bank,19-02-2025,24690.7,25107.1,24598.45,25036.35,272.05,1.1,130533261,7192.87,20.15,3.13,.89
Nifty Housing,19-02-2025,10108,10286.7,10079.4,10242.8,90.55,.89,288164746,10866.11,23.21,2.92,1.01
Nifty Transportation & Logistics,19-02-2025,20262.15,20575.65,20196.9,20531.15,126.85,.62,120943843,5201.02,26.15,5.33,.88
Nifty MidSmall Financial Services,19-02-2025,14189.4,14582.2,14122.2,14557.35,308.1,2.16,173879496,6114.92,20.59,2.65,.68
Nifty MidSmall Healthcare,19-02-2025,38194.5,38731.65,37701.65,38561.5,-56.65,-.15,31658064,2586.93,43.85,5.64,.93
Nifty MidSmall IT & Telecom,19-02-2025,9527.65,9755.65,9463.4,9662.2,109.85,1.15,334475702,2212.16,170.89,43.53,.92
Nifty MidSmall India Consumption,19-02-2025,17436,17716.5,17322.6,17660.2,157.35,.9,39774761,3183.07,54.05,8.51,.58
Nifty REITs & InvITs,19-02-2025,-,-,-,1100.91,-5.81,-.53,7257139,213.3,20.95,1.8,7.83
Nifty Core Housing,19-02-2025,14391.55,14684.1,14346.15,14585.85,124.05,.86,31377322,3193.73,39.65,3.69,.57
Nifty500 Multicap Infrastructure 50:30:20,19-02-2025,12089.2,12311.3,12045.8,12271.3,129.95,1.07,633248419,11285.69,26.21,3.47,1.23
Nifty Rural,19-02-2025,13404.25,13521.75,13379.85,13463.15,10.55,.08,491958625,12960.19,24.13,4.03,1.31
Nifty Capital Markets,19-02-2025,3201.1,3360.55,3182.1,3350.9,136.95,4.26,21678860,4103.54,35.86,12.09,1.06
Nifty India New Age Consumption,19-02-2025,10298.35,10480,10260.55,10435.9,94.05,.91,466081031,11902.99,45.1,7.94,.64
Nifty India Select 5 Corporate Groups (MAATR),19-02-2025,32662.4,33061.4,32566.7,32864.7,-60.55,-.18,414669406,9128.11,30.49,3.18,.85
Nifty India Railways PSU,19-02-2025,-,-,-,3395.16,147.06,4.53,181179597,4703.53,26.38,3.59,1.57
Nifty Consumer Durables,19-02-2025,35194.75,35777.85,35037.2,35464.65,155.35,.44,29078398,2478.87,70.64,11.25,.41
