Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,13-02-2025,23055.75,23235.5,22992.2,23031.4,-13.85,-.06,265706855,25218.86,20.51,3.43,1.45
Nifty Next 50,13-02-2025,60975.7,61738.9,60827.05,60947.75,121.25,.2,268810845,10283.26,22.03,3.39,1.32
Nifty 100,13-02-2025,23527.2,23729.9,23470.45,23504.85,-3.5,-.01,534517700,35502.12,20.76,3.42,1.43
Nifty 200,13-02-2025,12709.85,12829.8,12676.85,12700.8,3.55,.03,1658152602,52459.15,22.21,3.58,1.34
Nifty 500,13-02-2025,20926,21122,20866.5,20904.35,-3.5,-.02,2130089939,69663.41,23.03,3.62,1.28
Nifty Midcap 50,13-02-2025,14246.3,14438.95,14212.9,14257.05,38.55,.27,978347291,9433.07,39.2,5.16,.82
NIFTY Midcap 100,13-02-2025,50856.4,51556.2,50669.15,50881.2,124.8,.25,1123634902,16957.03,34.48,4.68,.87
NIFTY Smallcap 100,13-02-2025,16024.2,16206,15944.7,15973.85,-59.15,-.37,248417846,9719.14,27.47,3.54,1.16
Nifty50 Dividend Points,13-02-2025,-,-,-,287.71,0.0,-,-,-,-,-,-
Nifty Auto,13-02-2025,22483.25,22594.65,22285.1,22344.3,-63.15,-.28,71809666,3808.26,21.58,4.58,1.13
Nifty Bank,13-02-2025,49469.35,49836.1,49276.1,49359.85,-119.6,-.24,118606192,7310.63,12.91,2.17,1.01
Nifty Energy,13-02-2025,31378,31734.15,31213.55,31286.8,-30.5,-.1,233930970,6322.74,14.42,2.24,3
Nifty Financial Services,13-02-2025,23195.3,23485.8,23188.45,23272.4,79.6,.34,102247614,12416.08,15.55,2.81,.92
Nifty FMCG,13-02-2025,53713.65,53944.9,53221.1,53314.75,-424.25,-.79,31337628,2288.67,43.43,10.43,2.05
Nifty IT,13-02-2025,41787,41944.7,41182.4,41315.55,-417.45,-1,21275143,3481.89,31.31,8.54,2.48
Nifty Media,13-02-2025,1537.75,1564.85,1535.3,1544.6,7.55,.49,20363249,201.8,-,1.2,.81
Nifty Metal,13-02-2025,8263.7,8459.15,8256.05,8336.35,67.95,.82,130750766,2971.05,19.83,2.37,2.48
Nifty MNC,13-02-2025,26289,26481.5,26140.5,26176.0,-114.5,-.44,47864795,3377.31,32.98,8.21,2.1
