Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,06-05-2026,24171,24356.5,23997.9,24330.95,298.15,1.24,429190144,38826.87,21.21,3.33,1.28
Nifty Next 50,06-05-2026,71260.2,71764.15,70808,71691.45,1064.15,1.51,391338005,16242.47,20.13,3.82,1.39
Nifty 100,06-05-2026,25148.8,25332.25,24973.2,25312.6,322.3,1.29,820528149,55069.34,21,3.41,1.3
Nifty 200,06-05-2026,13868.35,13968.6,13783.25,13958.85,190.2,1.38,2613288189,86296.8,22.85,3.62,1.18
Nifty 500,06-05-2026,22978.95,23150.9,22849.95,23133.4,325.15,1.43,3854599145,124901.83,23.63,3.65,1.12
Nifty Midcap 50,06-05-2026,17201.85,17395.15,17168,17372.95,375.35,2.21,726510396,20463.95,34.61,4.73,.61
NIFTY Midcap 100,06-05-2026,60925.95,61389.15,60759.7,61326.7,1062.2,1.76,1792760040,31227.46,35.97,4.84,.67
NIFTY Smallcap 100,06-05-2026,18365.9,18565.15,18305.15,18534.1,351.7,1.93,553435224,22624.93,31.6,3.62,.64
Nifty50 Dividend Points,06-05-2026,-,-,-,5.53,0.0,-,-,-,-,-,-
Nifty Auto,06-05-2026,26502.15,26871.9,26278.95,26823.0,630.9,2.41,81310618,7134.95,31.77,4.6,1.19
Nifty Bank,06-05-2026,55113.4,56078.8,54587.2,55981.05,1434.0,2.63,653257428,12948.63,14.16,1.91,1.05
Nifty Energy,06-05-2026,41187.25,41219.1,40652.85,40806.65,-183.35,-.45,525374545,12934.98,16.69,2.63,1.66
Nifty Financial Services,06-05-2026,25938.35,26450.45,25828.05,26392.75,675.85,2.63,212707696,17224.27,17.08,2.83,.87
Nifty FMCG,06-05-2026,51898.85,51947.35,51194.7,51460.55,-133.0,-.26,46701331,3506.82,36.36,9.07,1.61
Nifty IT,06-05-2026,29435.5,29646.05,29123.8,29267.95,160.65,.55,58952577,6973.82,20.07,5.43,3.67
Nifty Media,06-05-2026,1459.15,1473.55,1444.5,1469.05,19.75,1.36,39887125,419.7,30.85,1.55,1.19
Nifty Metal,06-05-2026,13131.6,13195.95,13019.25,13129.55,139.95,1.08,166200562,6957,22.76,3.44,1.55
Nifty MNC,06-05-2026,32531.2,32548.1,32197.2,32505.5,213.7,.66,133943488,8016.45,40.29,8.85,1.47
Nifty Pharma,06-05-2026,23743.2,24264.85,23640.75,24110.3,541.35,2.3,58097156,8538.35,35.99,5.25,.65
Nifty PSU Bank,06-05-2026,8574,8700.55,8461.9,8679.15,239.9,2.84,199804336,4016.97,8.49,1.41,2.25
Nifty Realty,06-05-2026,806.15,823.4,802.05,822.3,21.05,2.63,14832384,1265.48,37.16,3.94,.35
Nifty India Consumption,06-05-2026,11555,11618.3,11473.6,11609.5,151.7,1.32,150228802,14842.08,38.33,7.83,.97
Nifty Commodities,06-05-2026,10404.5,10449.9,10322.7,10398.7,68.8,.67,319383379,14479.36,17.31,2.47,1.59
Nifty Dividend Opportunities 50,06-05-2026,6114.7,6128.15,6053.05,6113.8,52.05,.86,571152219,20535.71,14.56,2.92,2.82
Nifty Infrastructure,06-05-2026,9468.3,9507.9,9381,9482.2,39.2,.42,297690140,16160.17,21.82,3.16,.97
Nifty PSE,06-05-2026,10730.5,10761.3,10655.8,10716.3,44.95,.42,198132364,6222.05,11.57,2.14,2.64
Nifty Services Sector,06-05-2026,30327.05,30711.75,30167.65,30678.6,586.7,1.95,291407586,23406.36,19.53,3.27,1.37
Nifty50 Shariah,06-05-2026,4376.45,4386.75,4346.3,4368.9,23.3,.54,74456927,7636.98,23.7,4.2,2.18
