Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,14-08-2026,24361.9,24405.2,24296.8,24366.0,-29.85,-.12,267706410,22136.2,20.56,2.97,1.17
Nifty Next 50,14-08-2026,74616.3,74740.1,74441.35,74486.55,-240.1,-.32,175553475,10704.8,19.81,3.45,1.12
Nifty 100,14-08-2026,25529.7,25565.4,25465.95,25524.85,-40.8,-.16,443259885,32841.01,20.42,3.05,1.16
Nifty 200,14-08-2026,14179.25,14186.75,14137.5,14162.2,-33.25,-.23,1591737418,53806.66,21.91,3.25,1.04
Nifty 500,14-08-2026,23635.65,23638.3,23564.3,23594.9,-63.2,-.27,2287796107,74739.54,22.94,3.32,.98
Nifty Midcap 50,14-08-2026,18399.55,18403.5,18260.65,18260.65,-135.7,-.74,217614956,9805.57,35.94,4.44,.52
NIFTY Midcap 100,14-08-2026,64114.55,64139.05,63746.1,63782.15,-339.4,-.53,1148477533,20965.66,30.81,4.45,.54
NIFTY Smallcap 100,14-08-2026,19874.25,19913.4,19728.6,19738.55,-136.55,-.69,239377769,8771.04,31.74,3.57,.56
Nifty50 Dividend Points,14-08-2026,-,-,-,189.56,0.0,-,-,-,-,-,-
Nifty Auto,14-08-2026,29277.95,29317.5,29120.6,29207.9,-184.25,-.63,88506545,4279.6,32.43,4.46,1.07
Nifty Bank,14-08-2026,57589.75,57681.45,57380.45,57491.1,-144.15,-.25,144905798,5292.37,13.6,1.72,.71
Nifty Energy,14-08-2026,38659.4,38727.05,38488.05,38554.2,-136.05,-.35,226804650,7690.57,14.99,2.18,1.83
Nifty Financial Services,14-08-2026,26306.2,26312.9,26174.95,26213.65,-114.3,-.43,97623322,8169.89,16.08,2.45,.95
Nifty FMCG,14-08-2026,48809.65,48813.55,48518.6,48615.05,-222.25,-.46,21546112,1714.64,33.78,8.12,.97
Nifty IT,14-08-2026,31419.85,31529.55,31052.7,31357.75,-96.15,-.31,22906479,3159.26,20,5.52,2.56
Nifty Media,14-08-2026,1578.55,1600.8,1564.35,1590.1,15.15,.96,117659288,1288.64,43.2,1.67,.89
Nifty Metal,14-08-2026,12953.8,12991.35,12812.9,12941.7,-92.05,-.71,110078194,3841.48,15.76,2.68,1.63
Nifty MNC,14-08-2026,33745.5,33816.6,33618.45,33626.45,-116.95,-.35,63827917,4238.88,36.56,7.36,1.49
Nifty Pharma,14-08-2026,26659.65,26714.25,26393.95,26445.55,-241.25,-.9,27190731,3064.91,41,5,.53
Nifty PSU Bank,14-08-2026,8788,8800.85,8710.85,8738.8,-50.15,-.57,75971037,1684.14,7.86,1.21,.73
Nifty Realty,14-08-2026,899.7,902.3,892.25,895.65,-2.75,-.31,6015610,615.7,38.2,3.97,.53
Nifty India Consumption,14-08-2026,12127.5,12176.95,12094.6,12142.85,4.85,.04,96858150,10502.03,39.6,7.24,.79
Nifty Commodities,14-08-2026,9856.3,9856.6,9790.7,9822.75,-55.3,-.56,153724077,7187.71,15.29,2.06,1.55
Nifty Dividend Opportunities 50,14-08-2026,5997.3,5997.45,5947.4,5962.7,-42.1,-.7,332441725,12150.07,13.54,2.53,2.25
