Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,31-12-2024,23560.6,23689.85,23460.45,23644.8,-0.1,0,193627727,18646.79,21.79,3.53,1.27
Nifty Next 50,31-12-2024,67737.6,68154.2,67380.2,67988.35,-75.45,-.11,264110987,10192.67,24.9,3.78,1.14
Nifty 100,31-12-2024,24407.75,24542.95,24300.75,24495.55,-5.2,-.02,457738714,28839.45,22.31,3.57,1.25
Nifty 200,31-12-2024,13355.9,13435.15,13290.35,13406.95,-1.9,-.01,1280943760,44159.86,24.35,3.78,1.17
Nifty 500,31-12-2024,22273.7,22414.45,22160.15,22375.4,18.25,.08,2070388244,65766.62,25.56,3.88,1.12
Nifty Midcap 50,31-12-2024,15933.1,16042,15788.45,15974.1,-56.25,-.35,666695852,8060.55,50,5.78,.77
NIFTY Midcap 100,31-12-2024,56921.65,57382.75,56475.95,57199.45,9.7,.02,823205046,15320.4,42.9,5.25,.78
NIFTY Smallcap 100,31-12-2024,18596.35,18822.3,18472.75,18769.2,129.25,.69,351732569,13257.99,34.68,4.16,.98
Nifty50 Dividend Points,31-12-2024,-,-,-,233.03,0.0,-,-,-,-,-,-
Nifty Auto,31-12-2024,22713.6,22899.8,22641,22834.0,65.75,.29,26178187,2492.13,22.29,4.69,.98
Nifty Bank,31-12-2024,50648.2,50945.55,50599.8,50860.2,-92.55,-.18,105274010,5698.85,13.68,2.24,.98
Nifty Energy,31-12-2024,34797.55,35242.1,34703.45,35188.25,356.05,1.02,231866055,6825.5,16.07,2.53,2.22
Nifty Financial Services,31-12-2024,23462.95,23564.7,23440.45,23512.8,-52.5,-.22,57397124,7139.35,16.3,2.84,.91
Nifty FMCG,31-12-2024,56576.25,56845.8,56278.5,56799.65,181.25,.32,25659712,2262.02,46.36,11.25,1.82
Nifty IT,31-12-2024,43622.4,43659.65,42574.45,43337.8,-633.6,-1.44,19785041,3292.36,34.03,8.98,1.91
Nifty Media,31-12-2024,1816.35,1823.25,1801.3,1817.85,-1.2,-.07,39402910,206.11,-,1.41,.64
Nifty Metal,31-12-2024,8590.7,8679.95,8573.35,8649.9,40.05,.47,97002022,2610.33,20.67,2.46,2.38
Nifty MNC,31-12-2024,27778.95,27982.7,27706.8,27932.5,108.45,.39,20472091,3216.72,37.25,8.81,1.92
Nifty Pharma,31-12-2024,23191.35,23511.95,23152.05,23412.25,171.1,.74,21380127,3440.89,37.04,5.72,.58
Nifty PSU Bank,31-12-2024,6472.9,6548.5,6470.35,6540.7,47.45,.73,85662458,1683.15,7.44,1.27,2.25
Nifty Realty,31-12-2024,1048.3,1054.55,1040.75,1052.35,-2.5,-.24,5179705,769.47,54.42,6.01,.36
Nifty India Consumption,31-12-2024,11320.75,11396.65,11260.05,11362.6,-1.3,-.01,85607460,7945,46.77,9.02,.94
