Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,01-09-2025,24432.7,24635.6,24432.7,24625.05,198.2,.81,229327424,20704.88,21.63,3.29,1.36
Nifty Next 50,01-09-2025,65917.35,66703.45,65910,66670.15,924.4,1.41,157900797,8610.91,20.63,3.53,1.49
Nifty 100,01-09-2025,25019.1,25241,25019.1,25231.2,228.15,.91,387228221,29315.79,21.45,3.33,1.38
Nifty 200,01-09-2025,13589.55,13728,13589.5,13723.05,147.95,1.09,2328877652,50040.17,22.63,3.45,1.3
Nifty 500,01-09-2025,22491.9,22720.55,22491.9,22713.55,250.6,1.12,2711533790,65828.19,23.76,3.54,1.21
Nifty Midcap 50,01-09-2025,15762.35,16042.3,15757.65,16033.55,318.8,2.03,642961473,8167.97,36.04,4.69,.83
NIFTY Midcap 100,01-09-2025,55903.5,56858.75,55895.25,56825.5,1098.1,1.97,1941649431,20724.38,30.97,4.21,.89
NIFTY Smallcap 100,01-09-2025,17273.3,17519.6,17263.4,17498.1,271.1,1.57,139127657,7703.31,31.28,3.83,.79
Nifty50 Dividend Points,01-09-2025,-,-,-,206.33,0.0,-,-,-,-,-,-
Nifty Auto,01-09-2025,24998.65,25685.4,24998.65,25660.0,699.15,2.8,66555772,5426.84,26.34,4.62,1.16
Nifty Bank,01-09-2025,53658.15,54035.85,53658.15,54002.45,346.8,.65,78043463,4371.98,14.71,2,1.11
Nifty Energy,01-09-2025,33785.25,34200.25,33727.2,34155.3,516.65,1.54,214284445,6065.82,14.92,2.28,2.28
Nifty Financial Services,01-09-2025,25561.65,25756.95,25561.6,25743.5,175.8,.69,70866984,6242.12,16.85,2.66,1.03
Nifty FMCG,01-09-2025,56140,56212.15,55901.3,56175.2,33.35,.06,30326673,2304.48,42.11,10.67,2.03
Nifty IT,01-09-2025,35255.3,35787.7,35255.3,35740.65,559.4,1.59,14503351,2300.67,25.81,6.88,3.03
Nifty Media,01-09-2025,1619.85,1624.65,1603.35,1606.85,-5.15,-.32,19625469,371.87,162.14,1.93,1.4
Nifty Metal,01-09-2025,9169.35,9316.7,9163.4,9305.3,150.5,1.64,56977224,1870.7,17.81,2.45,2.4
Nifty MNC,01-09-2025,29401.65,29623.9,29368.05,29608.45,270.9,.92,32435571,3446.63,34.77,8.17,2.04
Nifty Pharma,01-09-2025,21820.4,21916.85,21691.4,21778.85,-25.2,-.12,26587228,3146.39,31.6,4.7,.72
Nifty PSU Bank,01-09-2025,6765,6837.2,6764.95,6830.95,74.9,1.11,56010509,983.05,7.04,1.1,2.76
Nifty Realty,01-09-2025,867.2,881.3,866.95,879.8,9.05,1.04,5054390,570.68,42.19,4.12,.32
Nifty India Consumption,01-09-2025,12061.25,12219.5,12061.25,12208.55,149.2,1.24,98733421,10824.39,41.69,8.27,1.1
Nifty Commodities,01-09-2025,8592.05,8697.45,8587.2,8693.7,121.9,1.42,98612238,5294.22,16.65,2.09,2.02
Nifty Dividend Opportunities 50,01-09-2025,5823.3,5883.7,5823.3,5881.6,67.3,1.16,197052013,7972.87,14.17,2.75,3.27
Nifty Infrastructure,01-09-2025,8881.45,8955.6,8874.85,8947.0,73.9,.83,134405593,8071.8,21.5,2.9,.99
Nifty PSE,01-09-2025,9221.85,9377.05,9221.05,9366.4,163.95,1.78,101344410,2754.19,11.4,1.91,2.95
Nifty Services Sector,01-09-2025,31776.35,32061.25,31776.35,32046.9,275.55,.87,156193671,11645.47,20.53,3.35,1.36
Nifty50 Shariah,01-09-2025,4644.65,4697.8,4644.65,4695.25,57.5,1.24,41085358,6025.43,23.89,5.02,2.38
Nifty500 Shariah,01-09-2025,7007.6,7096.45,7007.4,7094.5,103.4,1.48,363516799,21719.04,28.72,5.06,1.53
Nifty Low Volatility 50,01-09-2025,24813.8,25029.65,24813.8,25016.75,223.75,.9,115681568,15781.53,33.54,5.37,1.21
Nifty Alpha 50,01-09-2025,49259.65,50206.35,49235.95,50145.1,1078.85,2.2,191683473,14869.46,43.15,6.93,.36
Nifty High Beta 50,01-09-2025,3472.45,3526.35,3471.85,3522.95,65.25,1.89,671998509,8228.39,15.25,2.12,1.71
Nifty100 Equal Weight,01-09-2025,32099.55,32480.9,32098.4,32471.5,436.65,1.36,387228221,29315.79,22.64,3.49,1.38
Nifty100 Liquid 15,01-09-2025,6862,6931.85,6860.3,6926.05,68.5,1,112945263,7574.55,19.8,2.85,1.11
Nifty CPSE,01-09-2025,6153.9,6240.8,6153.25,6232.45,90.45,1.47,52619879,1449.21,13.11,2.06,3.07
Nifty50 Value 20,01-09-2025,12506,12634.6,12506,12629.05,139.25,1.11,76126139,6946.06,16.69,2.94,2.4
Nifty Midcap Liquid 15,01-09-2025,14715.7,14993.4,14703.55,14979.2,314.45,2.14,123364246,3987.58,36.4,5.39,.61
Nifty Shariah 25,01-09-2025,8236.5,8354.2,8236.5,8349.8,115.9,1.41,31202903,5243.79,26.66,5.16,2.17
India VIX,01-09-2025,11.7525,12.195,11.235,11.29,-0.46,-3.91,-,-,-,-,-
Nifty Growth Sectors 15,01-09-2025,11651.5,11798.05,11648.8,11791.75,156.9,1.35,28320800,6641.45,33.96,6.72,1.63
Nifty50 TR 1x Inverse,01-09-2025,172.55,172.55,171.15,171.2,-1.35,-.78,-,-,-,-,-
