Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,05-02-2025,23801.75,23807.3,23680.45,23696.3,-42.95,-.18,267014345,25806.44,21.52,3.53,1.37
Nifty Next 50,05-02-2025,63838.3,64377.5,63833.85,64012.8,414.45,.65,344311801,12573.79,23.19,3.56,1.23
Nifty 100,05-02-2025,24348.45,24382.5,24251,24271.35,-8.3,-.03,611326146,38380.23,21.8,3.54,1.35
Nifty 200,05-02-2025,13211.95,13245.4,13169.75,13182.15,11.3,.09,1426827011,57233.7,23.39,3.72,1.26
Nifty 500,05-02-2025,21797.7,21870.4,21763.7,21784.25,56.8,.26,1968683978,78947.28,24.34,3.78,1.21
Nifty Midcap 50,05-02-2025,15126.9,15258.65,15111.25,15155.95,85.95,.57,601235316,8132.59,41.79,5.48,.81
NIFTY Midcap 100,05-02-2025,54058.1,54535.75,54040.15,54180.85,367.05,.68,815500865,18853.47,36.63,4.98,.83
NIFTY Smallcap 100,05-02-2025,16863.2,17148.65,16862.2,17108.5,310.0,1.85,268244751,11634.16,29.96,3.8,1.08
Nifty50 Dividend Points,05-02-2025,-,-,-,262.97,0.0,-,-,-,-,-,-
Nifty Auto,05-02-2025,23551.25,23646.3,23410.5,23517.1,-17.95,-.08,42290268,3717.88,22.79,4.83,.96
Nifty Bank,05-02-2025,50402.3,50522.15,50215.45,50343.05,185.1,.37,148953623,7176.17,13.33,2.22,.99
Nifty Energy,05-02-2025,33115.15,33492.4,33097.7,33345.45,448.75,1.36,301191393,9822.98,15.28,2.39,2.56
Nifty Financial Services,05-02-2025,23714.4,23743.8,23621.3,23664.4,43.7,.19,83677004,10152.77,16.03,2.86,.91
Nifty FMCG,05-02-2025,57339.1,57392.25,56311.5,56383.75,-890.95,-1.56,46439258,2805.45,45.86,11.17,1.85
Nifty IT,05-02-2025,43060.65,43250.75,42818.1,42888.3,28.1,.07,21924580,3509.41,32.51,8.87,2.39
Nifty Media,05-02-2025,1623.95,1659.9,1623.95,1650.75,29.1,1.79,22648027,303.34,-,1.28,.71
Nifty Metal,05-02-2025,8313.75,8467.8,8312.75,8427.1,125.65,1.51,76925912,1989.07,20.58,2.4,2.45
Nifty MNC,05-02-2025,27305.6,27347.35,27167.7,27210.3,-25.75,-.09,38034906,3970.06,34.4,8.53,1.97
Nifty Pharma,05-02-2025,21807.65,21929.9,21604.55,21868.5,134.55,.62,28283143,3288.63,33.93,5.34,.65
Nifty PSU Bank,05-02-2025,6311.8,6387.55,6309.35,6329.35,64.4,1.03,161379965,2679.92,6.87,1.23,2.33
Nifty Realty,05-02-2025,960.15,968.25,934.5,937.3,-17.65,-1.85,8297841,1274.39,45.78,5.35,.4
Nifty India Consumption,05-02-2025,11437.85,11451.65,11326.05,11341.35,-88.3,-.77,122256354,10986.61,46.5,9.01,.95
