Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,21-11-2024,23488.45,23507.3,23263.15,23349.9,-168.6,-.72,420332354,40900.89,21.49,3.5,1.31
Nifty Next 50,21-11-2024,67395.75,67404.35,65996,66765.45,-1010.05,-1.49,533319278,20557.64,21.32,3.58,1.48
Nifty 100,21-11-2024,24293.85,24306.95,24014.25,24135.1,-239.6,-.98,953651632,61458.53,21.92,3.52,1.29
Nifty 200,21-11-2024,13208.5,13213.05,13057.5,13129.7,-115.1,-.87,2170400532,79869.06,23.72,3.7,1.21
Nifty 500,21-11-2024,21947.75,21954.2,21692.8,21820.85,-183.5,-.83,2635349322,96793.16,24.78,3.8,1.16
Nifty Midcap 50,21-11-2024,15193.65,15240.8,15028.65,15167.55,-17.45,-.11,1067716433,11670.58,45.92,5.43,.75
NIFTY Midcap 100,21-11-2024,54555.6,54638.1,53929.8,54385.35,-162.9,-.3,1216748900,18410.53,39.85,4.97,.79
NIFTY Smallcap 100,21-11-2024,17676.9,17707.05,17432.15,17596.6,-80.75,-.46,246510365,9738.8,32.51,3.97,1.03
Nifty50 Dividend Points,21-11-2024,-,-,-,233.03,0.0,-,-,-,-,-,-
Nifty Auto,21-11-2024,23321.35,23328.5,23072.65,23145.9,-213.6,-.91,45166100,4529.03,22.51,4.75,.97
Nifty Bank,21-11-2024,50625,50652.15,49787.1,50372.9,-253.6,-.5,254623745,11059.22,13.72,2.26,.99
Nifty Energy,21-11-2024,36059,36104.95,35440.85,35789.3,-794.9,-2.17,184149132,8907.15,14.46,2.02,2.5
Nifty Financial Services,21-11-2024,23416.2,23426.2,23094.85,23273.45,-129.6,-.55,138011438,13470.14,16.13,2.81,.93
Nifty FMCG,21-11-2024,56168.9,56281.95,55493.25,55693.7,-684.85,-1.21,39056204,3386.33,44.35,10.84,1.9
Nifty IT,21-11-2024,41928.9,42325.85,41678.2,41952.8,204.45,.49,19166562,3781.57,33.21,8.64,1.94
Nifty Media,21-11-2024,1942.45,1942.65,1892.9,1898.75,-46.65,-2.4,31185725,335.35,-,2.22,.52
Nifty Metal,21-11-2024,8816.05,8832.5,8652.15,8717.4,-202.95,-2.28,200854396,9274.03,20.75,2.5,2.42
Nifty MNC,21-11-2024,27743,27757.65,27416.85,27606.0,-268.8,-.96,64642342,5372.74,36.87,8.8,1.99
Nifty Pharma,21-11-2024,21672.05,21857.85,21552.9,21740.1,-28.75,-.13,13684857,2110.33,34.34,5.27,.62
Nifty PSU Bank,21-11-2024,6475.65,6477.35,6163.75,6318.9,-175.15,-2.7,208454052,4395.05,7.15,1.23,2.35
Nifty Realty,21-11-2024,968.5,982.6,953.95,975.3,9.0,.93,10899520,1363.56,49.59,5.55,.39
Nifty India Consumption,21-11-2024,11135.55,11140.7,11021.1,11076.7,-95.9,-.86,188496722,15328.11,45.12,8.68,.98
Nifty Commodities,21-11-2024,8214.05,8236.75,8117.5,8192.55,-167.9,-2.01,358875490,16124.22,18.27,2.18,2.22
Nifty Dividend Opportunities 50,21-11-2024,6270.35,6279.2,6177.15,6222.95,-49.0,-.78,580655521,22061.34,17.23,3.32,2.76
Nifty Infrastructure,21-11-2024,8355.3,8358.05,8236.95,8306.3,-74.8,-.89,299677027,18545.61,23.71,2.91,1.24
Nifty PSE,21-11-2024,9708.1,9710.8,9447.1,9592.0,-126.25,-1.3,276526848,8658.51,12.42,2.12,3.32
Nifty Services Sector,21-11-2024,31115.65,31134.1,30807.3,30967.85,-169.75,-.55,310810003,25694.83,21.2,3.59,1.2
Nifty50 Shariah,21-11-2024,-,-,-,4962.94,-8.2,-.16,59225757,6860.39,26.96,5.83,2.01
Nifty500 Shariah,21-11-2024,-,-,-,7260.21,-32.75,-.45,476130331,25464.54,32.5,5.73,1.36
Nifty Low Volatility 50,21-11-2024,-,-,-,23345.44,-107.17,-.46,164184741,22282.81,33.98,5.43,1.03
Nifty Alpha 50,21-11-2024,53486.05,53575.05,52591.15,53141.35,-382.25,-.71,436736224,17627.53,35.8,5.9,.77
Nifty High Beta 50,21-11-2024,-,-,-,3449.81,-117.19,-3.29,1497760020,32480.8,18.09,2.05,1.53
Nifty100 Equal Weight,21-11-2024,30938.15,30959.45,30513.1,30708.85,-558.25,-1.79,953651632,61458.53,22.18,3.54,1.31
Nifty100 Liquid 15,21-11-2024,6164.95,6168.1,6049.4,6094.15,-109.95,-1.77,249898063,22035.84,17.49,2.83,1.21
Nifty CPSE,21-11-2024,6274.55,6276.4,6166.35,6238.2,-46.05,-.73,126311431,3468.79,12.95,2.33,3.32
Nifty50 Value 20,21-11-2024,13337.95,13370.25,13218.55,13300.4,-49.45,-.37,230980149,13367.63,18.99,3.51,2.17
Nifty Midcap Liquid 15,21-11-2024,13657.8,13780.6,13506,13679.65,38.85,.28,99889007,5221.66,34.81,4.3,.56
Nifty Shariah 25,21-11-2024,-,-,-,8341.63,-22.83,-.27,71587708,6903.22,27.95,5.63,1.85
India VIX,21-11-2024,15.6625,16.78,14.8375,15.99,0.33,2.09,-,-,-,-,-
Nifty Growth Sectors 15,21-11-2024,11642.55,11667.6,11540.65,11587.55,-48.65,-.42,72710098,8260.69,28.13,7.14,1.8
Nifty50 TR 1x Inverse,21-11-2024,175.65,177.35,175.6,176.7,1.35,.77,-,-,-,-,-
Nifty50 TR 2x Leverage,21-11-2024,18781.85,18789.4,18422.55,18559.9,-276.75,-1.47,-,-,-,-,-
Nifty50 PR 1x Inverse,21-11-2024,212,214.05,211.95,213.25,1.6,.76,-,-,-,-,-
Nifty50 PR 2x Leverage,21-11-2024,12866.2,12871.35,12620.05,12714.15,-189.6,-1.47,-,-,-,-,-
NIFTY100 Quality 30,21-11-2024,5555.75,5563.75,5508.6,5525.0,-32.05,-.58,104109837,13293.48,31.43,8.29,1.79
Nifty Top 10 Equal Weight,21-11-2024,9176.7,9192,9099.5,9148.9,-16.1,-.18,94554234,12691.94,21.93,3.79,1.15
Nifty500 Multicap Momentum Quality 50,21-11-2024,-,-,-,43982.09,-524.61,-1.18,146572524,10037.03,20.92,5.18,1.57
Nifty Top 15 Equal Weight,21-11-2024,-,-,-,9434.8,-56.38,-.59,130795729,17710.55,21.28,3.75,1.19
Nifty Top 20 Equal Weight,21-11-2024,-,-,-,8641.77,-52.92,-.61,151805784,20345.92,22.28,4.21,1.21
NIFTY100 ESG,21-11-2024,4652.15,4655.1,4601.8,4623.2,-45.25,-.97,858654808,57545.1,23.11,4.06,1.26
NIFTY100 Enhanced ESG,21-11-2024,-,-,-,4658.13,-45.49,-.97,858415939,57493.46,23.1,4.06,1.26
NIFTY50 Equal Weight,21-11-2024,29292.65,29322.7,29023.4,29085.4,-380.05,-1.29,420332354,40900.89,22.24,3.62,1.42
Nifty500 Equal Weight,21-11-2024,-,-,-,13586.01,-137.63,-1,2635349322,96793.16,30.63,4.05,.96
Nifty 50 Futures Index,21-11-2024,-,-,-,6411.58,-51.1,-.79,-,-,-,-,-
Nifty 50 Arbitrage,21-11-2024,-,-,-,2404.83,1.44,.06,-,-,-,-,-
Nifty 50 Futures TR Index,21-11-2024,-,-,-,25095.37,-190.13,-.75,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,21-11-2024,-,-,-,33522.28,-127.32,-.38,7250437,1540.95,31.02,4.63,1.33
Nifty India Corporate Group Index - Aditya Birla Group,21-11-2024,-,-,-,7573.05,58.82,.78,655447651,1672.86,202.88,3.45,.55
Nifty India Corporate Group Index - Tata Group,21-11-2024,-,-,-,18164.01,42.04,.23,117149370,7048.29,32.26,7.95,1.25
Nifty India Corporate Group Index - Tata Group 25% Cap,21-11-2024,16102,16144.3,15973.05,16108.5,30.15,.19,110456738,6695.1,30.68,6.22,1.04
Nifty Private Bank,21-11-2024,24802.4,24928.55,24545.25,24824.7,20.35,.08,104250179,7210.62,14.86,2.3,.6
Nifty Smallcap 250,21-11-2024,16830.05,16856.7,16604.45,16747.85,-97.4,-.58,428727506,14260.95,32.15,4.01,.91
Nifty Smallcap 50,21-11-2024,8534.85,8553.65,8427.15,8513.5,-22.6,-.26,164588765,5880.41,29.37,3.62,.86
Nifty MidSmallcap 400,21-11-2024,19063.25,19087.4,18831.1,18989.75,-86.25,-.45,1681697690,35334.63,37.06,4.73,.82
Nifty Midcap 150,21-11-2024,20247.25,20270.4,20014.25,20180.9,-77.2,-.38,1252970184,21073.68,40.54,5.26,.77
Nifty IPO,21-11-2024,-,-,-,2079.07,-16.3,-.78,130898533,4229.78,50.86,11.01,.13
Nifty Midcap Select,21-11-2024,12187.3,12247.3,12042,12164.65,-7.0,-.06,737062892,6624.87,48.57,6.48,.85
NIFTY LargeMidcap 250,21-11-2024,15311.3,15313.25,15135.95,15236.4,-104.3,-.68,2206621816,82532.21,28.54,4.23,1.03
NIFTY SME EMERGE,21-11-2024,-,-,-,15809.15,-178.97,-1.12,-,-,119.83,10.94,.07
Nifty Oil & Gas,21-11-2024,10547.75,10569.5,10340.6,10446.45,-156.5,-1.48,109807067,4948.85,12.45,1.58,3.07
Nifty Financial Services 25/50,21-11-2024,25242.5,25249.3,24813,25020.15,-222.15,-.88,138011438,13470.14,16.16,2.92,.97
Nifty Healthcare Index,21-11-2024,13753.8,13878.85,13712.9,13816.05,-22.9,-.17,14174549,2226.68,39.19,5.82,.54
Nifty500 Multicap 50:25:25,21-11-2024,15352,15354.2,15169.1,15270.4,-112.75,-.73,2635349322,96793.16,27.19,3.97,1.07
Nifty Microcap 250,21-11-2024,23700.25,23710.75,23283.05,23517.1,-199.7,-.84,181559230,4171.49,28.3,3.44,.53
Nifty Total Market,21-11-2024,12375,12378.6,12228.55,12302.6,-103.45,-.83,2816908552,100964.65,24.89,3.78,1.14
Nifty India Digital,21-11-2024,9122,9146,9039.45,9073.2,-8.6,-.09,745809711,9111.12,317.23,17.27,1.07
Nifty Mobility,21-11-2024,-,-,-,19498.98,-382.82,-1.93,310587659,16447.17,26.34,4.91,.99
Nifty India Defence,21-11-2024,6075.5,6076.35,5936.55,5992.35,-87.6,-1.44,20949122,1953.63,46.25,11.79,.56
Nifty Financial Services Ex-Bank,21-11-2024,-,-,-,24597.88,-394.57,-1.58,136247083,8133.85,21.2,3.11,.87
Nifty Housing,21-11-2024,-,-,-,10816.5,-157.54,-1.44,612934231,26328.74,24.06,3.07,.95
Nifty Transportation & Logistics,21-11-2024,-,-,-,22193.98,-371.07,-1.64,233127823,12815.12,28.2,5.68,.75
Nifty MidSmall Financial Services,21-11-2024,-,-,-,15172.92,-13.14,-.09,178827051,5838.57,22.34,2.76,.66
Nifty MidSmall Healthcare,21-11-2024,40989.15,41244.8,40848.6,41072.05,-76.85,-.19,20586826,1821.19,48.34,5.98,.87
Nifty MidSmall IT & Telecom,21-11-2024,-,-,-,10272.66,-40.89,-.4,672115455,2563.35,256.98,36.48,.85
Nifty MidSmall India Consumption,21-11-2024,-,-,-,19067.94,62.74,.33,55196339,5214.94,61.4,9.23,.53
Nifty REITs & InvITs,21-11-2024,-,-,-,1129.23,-10.91,-.96,3907937,87.91,29.78,1.81,7.47
Nifty Core Housing,21-11-2024,-,-,-,15620.72,-50.47,-.32,81471310,7023.97,42.98,3.97,.68
Nifty500 Multicap Infrastructure 50:30:20,21-11-2024,13224.45,13225.8,13045.2,13165.0,-78.05,-.59,1198784388,21935.06,29.59,3.75,1.21
Nifty Rural,21-11-2024,-,-,-,13890.99,-209.57,-1.49,1050210832,25950.69,26.92,4.18,1.19
Nifty Capital Markets,21-11-2024,3655.5,3675.55,3603.65,3665.45,10.55,.29,17440782,3304.22,42.48,13.84,.95
Nifty India New Age Consumption,21-11-2024,-,-,-,11151.35,-27.99,-.25,836140802,18751.44,56.05,8.68,.53
Nifty India Select 5 Corporate Groups (MAATR),21-11-2024,-,-,-,34520.56,-1100.16,-3.09,1017996760,30724.73,32.61,3.39,.75
Nifty Consumer Durables,21-11-2024,39261.9,39285.45,38866.1,39011.45,-219.3,-.56,19026862,4115.52,81.21,12.37,.38
Nifty Non-Cyclical Consumer,21-11-2024,-,-,-,15486.1,-125.44,-.8,150453606,11681.56,61.07,12.05,.95
Nifty500 Multicap India Manufacturing 50:30:20,21-11-2024,14396,14413.75,14242.4,14330.7,-89.3,-.62,278258741,18247.79,30.53,3.85,.85
Nifty EV & New Age Automotive,21-11-2024,-,-,-,2995.76,-23.48,-.78,84030688,8036.56,32.18,5.35,.75
Nifty500 LargeMidSmall Equal-Cap Weighted,21-11-2024,-,-,-,16903.63,-110.4,-.65,2635349322,96793.16,29.56,4.14,.99
Nifty India Tourism,21-11-2024,8248.55,8305,8136,8261.9,27.65,.34,112936004,2545.13,65.79,17.9,.21
