Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,10-12-2024,24652.65,24677.8,24510.65,24610.05,-8.95,-.04,261048951,26093.38,22.65,3.67,1.24
Nifty Next 50,10-12-2024,72888.45,73152.45,72700.15,73096.45,388.35,.53,289370621,12483.28,23.32,3.92,1.34
Nifty 100,10-12-2024,25634.15,25659.95,25494.6,25600.2,6.0,.02,550419572,38576.66,23.25,3.72,1.22
Nifty 200,10-12-2024,13997.85,14006.9,13925.6,13985.45,8.25,.06,1398391095,55975.35,25.26,3.93,1.14
Nifty 500,10-12-2024,23328.8,23341.35,23216.25,23314.9,22.9,.1,2173155909,84799.34,26.48,4.03,1.09
Nifty Midcap 50,10-12-2024,16421.2,16493.95,16371.5,16483.65,74.15,.45,628480217,8944.97,49.87,5.83,.75
NIFTY Midcap 100,10-12-2024,59062.6,59173.55,58834.35,59135.4,136.65,.23,847971523,17398.69,43.31,5.33,.77
NIFTY Smallcap 100,10-12-2024,19575.25,19634.8,19516.45,19583.2,54.6,.28,468144548,17263.39,36.27,4.33,.95
Nifty50 Dividend Points,10-12-2024,-,-,-,233.03,0.0,-,-,-,-,-,-
Nifty Auto,10-12-2024,23806.8,23838,23635.4,23767.05,-8.0,-.03,46124483,3903.01,23.12,4.87,.95
Nifty Bank,10-12-2024,53450.05,53624.05,53302.65,53577.7,169.95,.32,121836590,5376.71,14.59,2.4,.93
Nifty Energy,10-12-2024,37662.45,37714.95,37263.75,37451.55,-237.85,-.63,95029796,4827.03,15.14,2.07,2.39
Nifty Financial Services,10-12-2024,24754.45,24838.45,24681.4,24802.95,80.35,.33,64355690,8181.2,17.19,2.99,.87
Nifty FMCG,10-12-2024,56582.8,56697.4,56383.8,56530.25,69.65,.12,30541989,2887.9,45.01,11.01,1.87
Nifty IT,10-12-2024,44848.5,45377.75,44824.15,45199.75,367.75,.82,32302648,5013.6,35.78,9.3,1.8
Nifty Media,10-12-2024,2035.55,2043.4,2012.55,2021.25,-13.9,-.68,40569170,377.92,-,2.29,.58
Nifty Metal,10-12-2024,9496.95,9562.3,9427.85,9475.35,20.1,.21,116614033,3753.05,22.56,2.68,2.27
