Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,16-06-2025,24732.35,24967.1,24703.6,24946.5,227.9,.92,305813047,23857.15,22.42,3.63,1.15
Nifty Next 50,16-06-2025,66988.9,67521.5,66361.1,67472.15,493.1,.74,187884383,8863.81,21.9,4.07,1.37
Nifty 100,16-06-2025,25343.65,25575.35,25280.55,25556.75,225.4,.89,493697430,32720.96,22.33,3.7,1.19
Nifty 200,16-06-2025,13830.75,13957.7,13777.05,13949.35,123.95,.9,1578041225,51750.53,23.64,3.87,1.13
Nifty 500,16-06-2025,22914.85,23106.7,22789.4,23095.05,188.85,.82,2351850067,73767.57,24.77,3.95,1.06
Nifty Midcap 50,16-06-2025,16385.25,16558.65,16238.1,16545.7,153.8,.94,784414220,9661.03,39.75,5.63,.79
NIFTY Midcap 100,16-06-2025,58222.95,58806.05,57597.15,58768.5,541.05,.93,1084343795,19029.57,33.04,4.97,.84
NIFTY Smallcap 100,16-06-2025,18391.5,18564.9,18085.45,18549.2,174.4,.95,426211239,12204.92,32.57,4.46,.73
Nifty50 Dividend Points,16-06-2025,-,-,-,77.7,0.0,-,-,-,-,-,-
Nifty Auto,16-06-2025,23302.7,23425.25,23074.25,23368.25,40.85,.18,51333957,4174.12,24.44,4.95,.86
Nifty Bank,16-06-2025,55554.1,55999.85,55381.45,55944.9,417.55,.75,107684846,5492.66,14.65,2.28,.81
Nifty Energy,16-06-2025,35796.75,36029.2,35429.65,36010.45,269.9,.76,499778981,8697.4,16.6,2.63,2.18
Nifty Financial Services,16-06-2025,26385.6,26576.9,26306.85,26554.75,219.15,.83,82266000,8073.59,17.54,3,.57
Nifty FMCG,16-06-2025,54534.7,54908.55,54414.45,54873.3,346.15,.63,24231598,1900.15,41.62,10.23,1.82
Nifty IT,16-06-2025,38440.85,39258.4,38369.05,39073.05,603.8,1.57,25426392,3593.37,29.2,7.79,2.61
Nifty Media,16-06-2025,1736.45,1746.95,1707,1735.95,9.85,.57,32522035,551.52,577.74,1.41,.82
Nifty Metal,16-06-2025,9272.5,9381.65,9167.1,9358.25,99.45,1.07,78869084,2380.41,19,2.67,2.36
Nifty MNC,16-06-2025,28211.25,28352.4,28047.05,28341.75,157.45,.56,21487908,2892.77,34.32,8.83,1.57
Nifty Pharma,16-06-2025,21899.35,22058.6,21840.35,22039.45,54.3,.25,18830097,2300.82,31.51,5.39,.63
Nifty PSU Bank,16-06-2025,6924.9,6968.75,6846.65,6952.9,18.05,.26,126512684,1963.8,6.96,1.17,2.93
Nifty Realty,16-06-2025,1007,1021.85,996.45,1020.3,13.25,1.32,7988696,931.15,50.73,5.82,.34
Nifty India Consumption,16-06-2025,11376.4,11490.7,11350.9,11484.55,110.7,.97,74778199,7830.06,40.43,8.81,.89
Nifty Commodities,16-06-2025,8648.8,8740.6,8597.05,8731.0,93.45,1.08,173934353,7393.07,18.15,2.29,2.13
Nifty Dividend Opportunities 50,16-06-2025,6031.3,6092.3,6011.7,6088.6,56.05,.93,344439881,12536.05,15.05,3.01,3.13
Nifty Infrastructure,16-06-2025,8976.6,9077.5,8966.75,9068.9,96.95,1.08,155016898,9480.23,23.73,3.24,1.13
Nifty PSE,16-06-2025,9908.7,9991.75,9820.55,9986.3,99.75,1.01,210128945,6613.53,12.81,2.23,3.13
Nifty Services Sector,16-06-2025,32698.25,33003.8,32652.9,32977.95,331.15,1.01,160732527,13975.08,21.2,3.78,1.02
Nifty50 Shariah,16-06-2025,4744.7,4807.9,4736,4805.15,53.65,1.13,62653555,5606.1,26.72,5.67,2.16
Nifty500 Shariah,16-06-2025,7077.8,7141.2,7032.75,7137.35,54.2,.77,504904248,23192.08,31.33,5.51,1.38
Nifty Low Volatility 50,16-06-2025,24752.85,25014.6,24722.45,24993.25,230.75,.93,107868091,16043.34,33.98,6.05,1.05
Nifty Alpha 50,16-06-2025,51955.9,52227.5,51169.8,52189.65,320.95,.62,412592388,18910.26,41.15,8.29,.54
Nifty High Beta 50,16-06-2025,3735.05,3763.15,3675.95,3758.2,23.9,.64,918030466,12242.52,16.72,2.26,1.53
