Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,06-02-2025,23761.95,23773.55,23556.25,23603.35,-92.95,-.39,306978683,30885.59,21.45,3.52,1.38
Nifty Next 50,06-02-2025,64451.3,64458.05,63342.7,63536.7,-476.1,-.74,251032300,9606.38,23,3.53,1.18
Nifty 100,06-02-2025,24356.2,24367.35,24108.95,24161.0,-110.35,-.45,558010983,40491.96,21.71,3.52,1.34
Nifty 200,06-02-2025,13230.15,13236.4,13075.9,13104.45,-77.7,-.59,1145451463,55291.45,23.26,3.7,1.26
Nifty 500,06-02-2025,21860.1,21870.9,21620.15,21672.45,-111.8,-.51,1573108608,72471.74,24.23,3.76,1.2
Nifty Midcap 50,06-02-2025,15223.65,15238.15,14927.4,14961.9,-194.05,-1.28,444620422,6911.42,41.2,5.41,.83
NIFTY Midcap 100,06-02-2025,54417.3,54454.25,53370.7,53500.85,-680.0,-1.26,587440480,14799.48,36.16,4.92,.84
NIFTY Smallcap 100,06-02-2025,17173.65,17190.6,16989.85,17056.75,-51.75,-.3,229925482,9203.22,29.87,3.78,1.08
Nifty50 Dividend Points,06-02-2025,-,-,-,265.49,0.0,-,-,-,-,-,-
Nifty Auto,06-02-2025,23548.25,23587.85,23264.15,23298.85,-218.25,-.93,25472305,3701.35,22.57,4.78,.96
Nifty Bank,06-02-2025,50468.35,50553.35,50149.8,50382.1,39.05,.08,158402021,8485.81,13.34,2.22,.99
Nifty Energy,06-02-2025,33492.4,33571.9,32893.05,33059.75,-285.7,-.86,280819103,7995.13,15.15,2.37,2.37
Nifty Financial Services,06-02-2025,23705.5,23734.3,23571.55,23660.4,-4.0,-.02,104250874,11222.03,16.03,2.86,.9
Nifty FMCG,06-02-2025,56592.9,56607.35,55646.5,55841.8,-541.95,-.96,36042268,2348.31,45.41,11.06,1.87
Nifty IT,06-02-2025,43197.3,43431.8,42838.15,43020.95,132.65,.31,26495845,3455.5,32.61,8.9,2.38
Nifty Media,06-02-2025,1652.65,1662.85,1625.85,1638.35,-12.4,-.75,20221467,320.27,-,1.27,.71
Nifty Metal,06-02-2025,8449.55,8469.45,8325.8,8363.65,-63.45,-.75,87167734,2029.1,20.43,2.38,2.47
Nifty MNC,06-02-2025,27360.25,27378.2,27078.85,27161.45,-48.85,-.18,58027749,4462.3,34.32,8.52,1.98
Nifty Pharma,06-02-2025,21942.35,22170.85,21910.35,22009.05,140.55,.64,31651181,4053.25,34.13,5.37,.79
Nifty PSU Bank,06-02-2025,6369.6,6378.15,6270.2,6283.15,-46.2,-.73,120471774,3494.47,6.82,1.22,2.35
Nifty Realty,06-02-2025,942.35,945.85,914.4,916.8,-20.5,-2.19,10889077,1244.06,44.35,5.24,.41
Nifty India Consumption,06-02-2025,11394.15,11396.35,11153.75,11171.5,-169.85,-1.5,114376754,12563.99,45.88,8.87,.97
Nifty Commodities,06-02-2025,8122.9,8131.7,8009.15,8040.4,-59.7,-.74,178237464,6367.89,17.76,2.1,2.33
Nifty Dividend Opportunities 50,06-02-2025,6158.95,6161.15,6060.8,6077.7,-49.1,-.8,420524882,16848.22,16.49,3.17,2.92
Nifty Infrastructure,06-02-2025,8354.05,8361.55,8230,8249.45,-67.8,-.82,152784857,10055.02,23.22,2.86,1.14
Nifty PSE,06-02-2025,9130.85,9141.85,8916.65,8945.05,-133.4,-1.47,205749141,5075.91,11.67,1.94,3.44
Nifty Services Sector,06-02-2025,31337.7,31355.6,31070.15,31161.9,-46.45,-.15,238627183,18575.31,20.98,3.62,1.28
Nifty50 Shariah,06-02-2025,4919.5,4920.1,4858.9,4867.0,-33.9,-.69,58285214,9066.68,26.16,5.58,2.37
Nifty500 Shariah,06-02-2025,7086.7,7089.3,6999,7017.4,-41.0,-.58,357463237,24471.81,31.82,5.35,1.52
Nifty Low Volatility 50,06-02-2025,23990.75,23999.25,23787.6,23829.4,-118.25,-.49,156785141,20188.95,34.55,5.56,1.09
Nifty Alpha 50,06-02-2025,49877.05,49942.45,48794.7,48880.25,-722.85,-1.46,239859457,16405.04,35.2,6.4,.76
Nifty High Beta 50,06-02-2025,3449,3451.65,3381.8,3394.95,-35.25,-1.03,566056462,11292.46,17.55,2.16,1.43
Nifty100 Equal Weight,06-02-2025,30809.7,30815.5,30424.7,30473.7,-201.2,-.66,558010983,40491.96,21.87,3.5,1.33
Nifty100 Liquid 15,06-02-2025,6424.1,6430.55,6358.45,6366.15,-46.9,-.73,129257003,10903.36,18.13,2.88,1.21
Nifty CPSE,06-02-2025,6020.05,6028.5,5857.05,5875.85,-113.0,-1.89,102752825,2434.73,12.33,2.11,3.7
Nifty50 Value 20,06-02-2025,13292.25,13295.85,13139.9,13171.2,-46.45,-.35,178712645,11875.27,16.92,3.37,2.39
Nifty Midcap Liquid 15,06-02-2025,13640.75,13645.85,13384.15,13418.6,-124.55,-.92,64035370,3407.36,29.68,4.3,.75
Nifty Shariah 25,06-02-2025,8335.6,8338.45,8259.15,8285.2,-13.15,-.16,54737208,6564.24,27.6,5.44,2.03
India VIX,06-02-2025,14.0825,14.64,13.15,14.18,0.09,.66,-,-,-,-,-
Nifty Growth Sectors 15,06-02-2025,11952.75,11957.05,11822.05,11860.3,-43.05,-.36,74901505,7614.85,28.29,7.29,2.03
Nifty50 TR 1x Inverse,06-02-2025,175.1,176.6,175.05,176.25,0.7,.4,-,-,-,-,-
Nifty50 TR 2x Leverage,06-02-2025,18930.3,18945.1,18603.65,18678.25,-146.9,-.78,-,-,-,-,-
Nifty50 PR 1x Inverse,06-02-2025,211.65,213.5,211.6,213.1,0.9,.42,-,-,-,-,-
Nifty50 PR 2x Leverage,06-02-2025,12931.8,12941.9,12708.6,12759.55,-103.15,-.8,-,-,-,-,-
NIFTY100 Quality 30,06-02-2025,5545,5546.75,5489.6,5503.2,-22.6,-.41,105063150,11572.02,29.86,7.41,1.89
Nifty500 Multicap Momentum Quality 50,06-02-2025,40882.55,40913.35,40024,40102.55,-544.9,-1.34,111913182,13833.34,42.3,12.59,1.1
Nifty Top 15 Equal Weight,06-02-2025,9932.85,9939.6,9848.5,9871.35,-38.8,-.39,119109411,15914.55,22.07,3.91,1.2
