Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,13-01-2025,23195.4,23340.95,23047.25,23085.95,-345.55,-1.47,316481107,26890.37,21.25,3.44,1.3
Nifty Next 50,13-01-2025,63399.2,63478.55,61388.9,61481.55,-2775.55,-4.32,429093291,15324.44,22.52,3.42,1.26
Nifty 100,13-01-2025,23808.1,23931.75,23548.75,23586.8,-477.95,-1.99,745574398,42214.82,21.47,3.44,1.29
Nifty 200,13-01-2025,12961.75,13015.95,12777,12799.6,-305.75,-2.33,2024195279,63298.5,23.23,3.61,1.22
Nifty 500,13-01-2025,21557,21630.55,21194.45,21243.45,-555.55,-2.55,2611797029,85830.68,24.26,3.68,1.18
Nifty Midcap 50,13-01-2025,15076.95,15111.3,14618.3,14650.1,-616.35,-4.04,1017147646,10374.73,45.86,5.3,.84
NIFTY Midcap 100,13-01-2025,53909.65,54083.35,52248.5,52390.4,-2195.35,-4.02,1278620881,21083.68,39.3,4.81,.85
NIFTY Smallcap 100,13-01-2025,17407.7,17531.15,16808.7,16922.1,-723.45,-4.1,307858828,13190.97,31.27,3.76,1.09
Nifty50 Dividend Points,13-01-2025,-,-,-,233.03,0.0,-,-,-,-,-,-
Nifty Auto,13-01-2025,22789.7,22842.45,22351,22382.25,-635.5,-2.76,42868997,3690,21.84,4.6,1
Nifty Bank,13-01-2025,48264.25,48606.35,47898.35,48041.25,-692.9,-1.42,168780899,7299.58,12.92,2.12,1.04
Nifty Energy,13-01-2025,33379.6,33602.75,32490.85,32623.1,-1119.9,-3.32,452920012,11940.9,14.9,2.34,2.39
Nifty Financial Services,13-01-2025,22503.95,22659.5,22357.95,22400.45,-329.75,-1.45,82460984,8488.36,15.53,2.71,.95
Nifty FMCG,13-01-2025,56334.5,56925.5,56332.8,56420.15,-697.55,-1.22,36841745,3043.19,46.05,11.17,1.83
Nifty IT,13-01-2025,44390.6,44655.7,43927.4,43999.1,-610.4,-1.37,28748398,6031.62,34.31,9.11,1.88
Nifty Media,13-01-2025,1726.5,1750.55,1653.5,1664.5,-79.15,-4.54,45600440,434.76,-,1.29,.7
Nifty Metal,13-01-2025,8194.65,8198.45,7935.35,7951.35,-311.6,-3.77,131282530,3044.46,19.01,2.26,2.59
