Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,19-12-2025,25911.5,25993.35,25880.45,25966.4,150.85,.58,382927284,36600.58,22.61,3.53,1.29
Nifty Next 50,19-12-2025,67950.35,68432.6,67840.75,68378.65,548.4,.81,197511532,10685.32,19.88,3.56,1.5
Nifty 100,19-12-2025,26414.2,26500.3,26391.4,26488.0,163.35,.62,580438816,47285.9,22.12,3.53,1.33
Nifty 200,19-12-2025,14377.5,14442.55,14367.9,14436.1,104.05,.73,2328249326,68822.31,23.54,3.66,1.23
Nifty 500,19-12-2025,23562.65,23688.35,23548.95,23677.55,186.05,.79,3169592583,88374.73,24.17,3.67,1.17
Nifty Midcap 50,19-12-2025,17116.2,17278.4,17087.2,17265.85,174.0,1.02,342829264,12259.01,33.49,4.56,.8
NIFTY Midcap 100,19-12-2025,59718.6,60383.15,59632.5,60310.15,718.0,1.2,1747810510,21536.41,33.15,4.33,.8
NIFTY Smallcap 100,19-12-2025,17205.25,17407.7,17191.15,17390.35,230.15,1.34,517873455,10140.95,31.26,3.75,.76
Nifty50 Dividend Points,19-12-2025,-,-,-,249.14,0.0,-,-,-,-,-,-
Nifty Auto,19-12-2025,27280.4,27691.8,27280.4,27657.25,335.35,1.23,123286930,6140.78,30.04,4.74,1.14
Nifty Bank,19-12-2025,59047.4,59140.55,58897.5,59069.2,156.35,.27,179050841,8478.14,16.51,2.23,.99
Nifty Energy,19-12-2025,34522.95,34823.15,34516.85,34796.4,332.1,.96,267243188,8280.07,14.79,2.25,2.35
Nifty Financial Services,19-12-2025,27351.9,27410.65,27291.45,27378.6,111.5,.41,128950666,12980.32,17.86,2.85,.95
Nifty FMCG,19-12-2025,54507,54854.85,54507,54781.35,234.9,.43,26739056,1924.33,40.11,9.87,2.03
Nifty IT,19-12-2025,38991.3,39054.35,38590.25,38691.6,58.25,.15,38532939,5772.23,27.4,7.24,2.88
Nifty Media,19-12-2025,1398.85,1406.1,1391.65,1394.4,1.2,.09,26359763,460.45,57.59,1.47,1.34
Nifty Metal,19-12-2025,10557.95,10560.25,10456.75,10521.1,4.95,.05,112079611,3987.85,18.76,2.74,1.93
Nifty MNC,19-12-2025,30014.25,30208.7,29995.65,30185.9,195.95,.65,46940386,5267.21,36.24,8.61,1.65
Nifty Pharma,19-12-2025,22583.55,22863.2,22583.55,22751.25,193.65,.86,24858645,3124.86,33.62,4.92,.68
Nifty PSU Bank,19-12-2025,8342.45,8381.7,8300.4,8357.3,31.85,.38,97468410,1705.87,8.55,1.36,2.24
Nifty Realty,19-12-2025,872.25,887,870,884.9,14.55,1.67,8203358,781.9,40.72,4.27,.34
Nifty India Consumption,19-12-2025,12121.1,12197.6,12118.1,12191.25,87.75,.72,89110456,14843.99,40.14,8.23,1.07
Nifty Commodities,19-12-2025,9192.05,9229.25,9169.05,9221.9,53.05,.58,158244816,7969.12,16.27,2.2,1.9
Nifty Dividend Opportunities 50,19-12-2025,6293.15,6310.55,6267.35,6305.2,32.8,.52,333023178,16891.5,14.85,2.94,3.08
Nifty Infrastructure,19-12-2025,9500.85,9561.1,9491.4,9557.2,94.0,.99,206554058,14844.55,21.53,3.1,1.07
Nifty PSE,19-12-2025,9439.9,9545,9439.9,9535.5,106.8,1.13,135163259,3668.12,10.87,1.92,3.31
Nifty Services Sector,19-12-2025,33672.85,33689.4,33548.3,33662.75,155.85,.47,236371766,26295.09,21.55,3.54,1.31
Nifty50 Shariah,19-12-2025,4815.05,4825.15,4799.95,4812.2,22.9,.48,121576949,10477.68,25.18,4.66,2.11
Nifty500 Shariah,19-12-2025,7107.75,7150.3,7095.05,7142.3,60.7,.86,610929497,29646.85,27.99,4.82,1.45
Nifty Low Volatility 50,19-12-2025,25447.4,25573.55,25434.9,25559.4,156.5,.62,164742756,23190.92,32.77,5.35,1.22
Nifty Alpha 50,19-12-2025,49899.95,50601.05,49865.1,50492.6,761.8,1.53,185555055,22031.66,49.95,5.86,.43
Nifty High Beta 50,19-12-2025,3816.35,3862.25,3805.3,3858.5,54.85,1.44,1626059041,15384.85,22.34,2.68,1.26
Nifty100 Equal Weight,19-12-2025,33337.8,33541.4,33312.6,33520.8,251.95,.76,580438816,47285.9,22.4,3.74,1.38
Nifty100 Liquid 15,19-12-2025,7457.75,7490.3,7450.45,7485.6,61.2,.82,231533155,19148.61,23.05,3.37,.86
Nifty CPSE,19-12-2025,6128.9,6212.9,6128.45,6206.4,82.75,1.35,80557899,1951.27,12.99,2,3.24
Nifty50 Value 20,19-12-2025,13221.5,13249.3,13191.55,13210.65,32.05,.24,189262348,13647.74,17.18,2.92,2.03
Nifty Midcap Liquid 15,19-12-2025,16196.4,16281.25,16114.85,16266.7,106.15,.66,220097546,6093.18,36.84,4.54,.6
Nifty Shariah 25,19-12-2025,8426.55,8448.05,8399.7,8441.15,33.2,.39,41910873,7544.7,29.47,5.34,1.89
India VIX,19-12-2025,9.7075,10.3075,9.435,9.52,-0.19,-1.91,-,-,-,-,-
Nifty Growth Sectors 15,19-12-2025,12421.95,12481.65,12418.1,12452.4,68.0,.55,40611854,7715.37,32.29,7.43,1.78
Nifty50 TR 1x Inverse,19-12-2025,164.8,164.95,164.25,164.45,-0.9,-.54,-,-,-,-,-
Nifty50 TR 2x Leverage,19-12-2025,21672.6,21808.6,21627.3,21764.2,248.45,1.15,-,-,-,-,-
Nifty50 PR 1x Inverse,19-12-2025,201.4,201.6,200.75,200.95,-1.15,-.57,-,-,-,-,-
Nifty50 PR 2x Leverage,19-12-2025,14483.6,14574.45,14453.3,14544.75,166.0,1.15,-,-,-,-,-
NIFTY100 Quality 30,19-12-2025,5797.35,5827.5,5794.7,5823.7,36.75,.64,109235560,13734.53,29.97,6.96,1.96
Nifty India Corporate Group Index - Mahindra Group,19-12-2025,-,-,-,38979.3,262.5,.68,8978850,1090.83,29.75,4.87,1.27
Nifty India Corporate Group Index - Tata Group,19-12-2025,-,-,-,16148.71,85.92,.53,126855761,6600.95,30.71,5.99,2.24
Nifty India Corporate Group Index - Aditya Birla Group,19-12-2025,-,-,-,8972.49,68.01,.76,1271376615,2713.98,86.24,3.09,.47
Nifty Conglomerate 50,19-12-2025,-,-,-,14897.91,110.14,.74,1435068952,15460.23,28.91,3.91,1.03
Nifty India Infrastructure & Logistics,19-12-2025,11100.6,11209.25,11097.95,11200.0,121.95,1.1,1638858862,19811.09,29.76,4.03,.88
Nifty India FPI 150,19-12-2025,1602.65,1610.45,1601.7,1609.55,12.2,.76,895362811,58192.69,24.5,3.88,1.25
Nifty Waves,19-12-2025,2019.2,2034.65,2014.55,2026.65,10.6,.53,33123016,495.79,-,2.56,.61
Nifty500 Healthcare,19-12-2025,18621.45,18826.65,18619.9,18796.85,216.8,1.17,43295076,5235.93,38.26,5.64,.54
Nifty India Corporate Group Index - Tata Group 25% Cap,19-12-2025,14994.9,15074.65,14982.45,15043.0,97.25,.65,117719794,6377.12,32.04,4.89,1.74
Nifty Private Bank,19-12-2025,28410.8,28466.95,28365.7,28411.5,78.55,.28,228189203,7392.6,20.02,2.21,.53
Nifty Smallcap 250,19-12-2025,16231.2,16424.45,16217.35,16407.7,215.55,1.33,787962500,17464.05,28.51,3.48,.74
Nifty Smallcap 50,19-12-2025,8426.7,8529.75,8417.85,8520.85,117.8,1.4,136527524,5681.32,31.55,3.77,.78
Nifty Midcap 150,19-12-2025,21935.4,22172.4,21912.05,22146.15,253.4,1.16,1801191267,23624.78,32.97,4.44,.8
Nifty Midcap Select,19-12-2025,13773.05,13875.05,13727.85,13862.35,117.2,.85,194356125,7495.93,29.3,4.52,.8
NIFTY LargeMidcap 250,19-12-2025,16638.85,16752.35,16626.3,16741.95,147.5,.89,2381630083,70910.68,26.49,3.94,1.06
NIFTY SME EMERGE,19-12-2025,14204,14353.3,14203.2,14333.2,134.6,.95,-,-,25.22,3.84,.25
Nifty Oil & Gas,19-12-2025,11877.3,11971.3,11868.7,11959.25,113.3,.96,61443615,3379.36,11.28,1.66,2.75
Nifty Financial Services 25/50,19-12-2025,29815.1,29937.25,29765.6,29915.45,168.4,.57,128950666,12980.32,17.63,3.02,.94
Nifty Healthcare Index,19-12-2025,14585.25,14742.15,14584.7,14711.35,159.05,1.09,29426846,3464.74,36.9,5.48,.57
Nifty500 Multicap 50:25:25,19-12-2025,16227.2,16340.5,16218.6,16331.6,149.65,.92,3169592583,88374.73,25.63,3.71,1.05
Nifty Microcap 250,19-12-2025,22115.9,22382.3,22093.3,22343.65,278.3,1.26,340287139,4780.59,27.31,2.78,.78
Nifty Total Market,19-12-2025,13217.5,13290.6,13210.1,13284.55,106.6,.81,3509879722,93155.32,24.27,3.63,1.15
Nifty India Digital,19-12-2025,9580.95,9618.15,9523.95,9609.35,96.9,1.02,1354385186,13950.42,67.69,9.17,1.53
Nifty Mobility,19-12-2025,22728.65,22969.2,22726.6,22947.5,244.55,1.08,259952311,16313.36,29.32,4.55,1.1
Nifty India Defence,19-12-2025,7391.5,7532.7,7388,7524.45,150.35,2.04,18701267,1930.11,50.5,10.08,.54
Nifty Financial Services Ex-Bank,19-12-2025,31422.65,31733.95,31373.15,31702.2,329.95,1.05,117792043,10501.94,24.05,4.46,.78
Nifty Housing,19-12-2025,11547.5,11604.2,11531.2,11595.7,75.9,.66,388570808,15686.83,24.75,2.98,.91
Nifty Transportation & Logistics,19-12-2025,25385.65,25651.9,25385.65,25629.25,257.15,1.01,217630567,13825.1,37.23,5.45,.84
Nifty MidSmall Financial Services,19-12-2025,20450.25,20632.15,20389.5,20617.75,191.7,.94,242436035,7466.05,29.33,2.93,.65
Nifty MidSmall Healthcare,19-12-2025,43186.55,43752.3,43150.85,43673.9,584.2,1.36,31776656,3167.69,41.06,5.26,.44
Nifty MidSmall IT & Telecom,19-12-2025,10343.95,10454.95,10292,10446.35,179.4,1.75,1274858468,4503.04,65.27,10.15,1.03
Nifty MidSmall India Consumption,19-12-2025,18875.2,19064.55,18849.4,19042.45,193.0,1.02,1313348156,6354.83,89.09,9.86,.77
Nifty REITs & InvITs,19-12-2025,-,-,-,1346.45,-1.41,-.1,29020324,364.83,27.24,1.67,6.98
Nifty Core Housing,19-12-2025,15393.9,15517.2,15370.75,15501.7,124.25,.81,28036106,4657.61,34.28,3.64,.52
Nifty500 Multicap Infrastructure 50:30:20,19-12-2025,14217.85,14357.7,14209.25,14351.8,181.15,1.28,1655697824,19996.91,26.3,3.58,.96
Nifty Rural,19-12-2025,15897.6,16005.35,15892.4,15993.45,118.7,.75,1533664830,22616.17,25.66,4.12,1.24
Nifty Capital Markets,19-12-2025,4655.05,4672.85,4596.7,4639.55,-6.2,-.13,19623935,3408.81,45.55,11.76,1.03
Nifty India New Age Consumption,19-12-2025,11748.3,11844.5,11741.75,11837.95,111.6,.95,1751801910,23496.42,54.35,7.06,.67
Nifty India Select 5 Corporate Groups (MAATR),19-12-2025,38375.4,38593.6,38345.15,38544.95,259.6,.68,1450447743,13995.55,29.3,3.46,.95
Nifty India Railways PSU,19-12-2025,-,-,-,3278.64,65.15,2.03,113483323,3054.96,25,3.38,1.61
Nifty Consumer Durables,19-12-2025,37000.8,37149.3,36844.15,37017.8,16.45,.04,12843481,1965.96,63.77,12.49,.38
Nifty Non-Cyclical Consumer,19-12-2025,15881.3,15942.25,15857.55,15932.1,88.0,.56,108874227,13607.44,52.48,10.92,1.01
Nifty500 Multicap India Manufacturing 50:30:20,19-12-2025,15618.6,15763.1,15614.1,15752.35,157.35,1.01,273173494,18186.34,28.86,4.02,.81
Nifty EV & New Age Automotive,19-12-2025,3068.45,3134.85,3067.15,3130.15,65.45,2.14,460996227,12256.42,34.75,4.54,.89
Nifty500 LargeMidSmall Equal-Cap Weighted,19-12-2025,17771.5,17920.5,17762.05,17907.95,182.4,1.03,3169592583,88374.73,27.1,3.78,.96
Nifty India Tourism,19-12-2025,8427.45,8521.5,8426.4,8513.85,108.0,1.28,68808663,6003.72,65.11,10.03,.25
Nifty MidSmallcap 400,19-12-2025,19825.6,20046.2,19815.2,20024.6,240.65,1.22,2589153767,41088.83,31.31,4.06,.78
Nifty IPO,19-12-2025,2025.35,2065.65,2020.05,2059.3,45.0,2.23,603122567,13860.7,67.32,8.18,.18
Nifty India Internet,19-12-2025,1406.95,1424.75,1400.85,1420.95,20.3,1.45,89906460,3622.64,188.68,6.81,.35
Nifty Chemicals,19-12-2025,28198.35,28732.55,28138.4,28565.75,408.1,1.45,14048576,1712.12,38.74,4.19,.62
Nifty100 Low Volatility 30,19-12-2025,20953,21036.8,20942.55,21023.0,108.55,.52,132393342,19662.26,29,5.21,1.34
NIFTY Quality Low-Volatility 30,19-12-2025,17511.5,17611.7,17509.8,17597.05,98.35,.56,96764749,14782.46,30.42,6.65,1.68
NIFTY Alpha Quality Low-Volatility 30,19-12-2025,22598.5,22765.6,22596.25,22745.1,158.65,.7,81155582,12716.69,36.43,8.14,1.53
NIFTY Alpha Quality Value Low-Volatility 30,19-12-2025,21277.9,21375.55,21258.45,21359.15,104.65,.49,115597628,15099.08,24.41,5.6,2.19
NIFTY200 Quality 30,19-12-2025,21163.25,21316.9,21140.7,21300.55,180.15,.85,83692721,11959.21,28.44,8.52,2.17
NIFTY Midcap150 Quality 50,19-12-2025,23819.6,24031.75,23736.4,23988.75,201.45,.85,49483437,7454.02,34.96,8.22,1.22
