Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,13-05-2026,23362.45,23582.95,23262.55,23412.6,33.05,.14,415359044,33693.48,20.33,3.21,1.33
Nifty Next 50,13-05-2026,68490.75,69630.6,68275.4,69166.4,579.85,.85,369253572,16026.91,19.33,3.69,1.44
Nifty 100,13-05-2026,24282.3,24538.75,24184.1,24369.05,66.0,.27,784612616,49720.39,20.14,3.29,1.35
Nifty 200,13-05-2026,13431.9,13582.9,13379.55,13488.3,49.7,.37,3129831653,80852.68,21.93,3.5,1.21
Nifty 500,13-05-2026,22292.15,22532,22208.5,22377.35,77.45,.35,4063441725,106132.79,22.7,3.54,1.15
Nifty Midcap 50,13-05-2026,17082.25,17293.85,17002.8,17156.9,101.4,.59,439321032,15837.58,33.09,4.67,.62
NIFTY Midcap 100,13-05-2026,59761.4,60607.65,59560.65,60164.65,460.0,.77,2345219037,31132.29,34.42,4.74,.67
NIFTY Smallcap 100,13-05-2026,17977.95,18129.95,17908.35,17994.05,55.05,.31,489339069,14788.02,30.1,3.52,.66
Nifty50 Dividend Points,13-05-2026,-,-,-,5.53,0.0,-,-,-,-,-,-
Nifty Auto,13-05-2026,26140.5,26296.8,25842.15,25888.95,-253.65,-.97,60757263,4554.52,29.06,4.44,1.23
Nifty Bank,13-05-2026,53600.4,54103.9,53194.25,53456.15,-99.05,-.18,305888706,9802.4,13.49,1.82,1.1
Nifty Energy,13-05-2026,39465.95,40009.55,39337.25,39819.7,277.35,.7,514808386,13828.84,15.5,2.46,1.8
Nifty Financial Services,13-05-2026,25152.55,25375,24970.4,25116.65,-20.5,-.08,154221699,13329.36,16.22,2.7,.9
Nifty FMCG,13-05-2026,50541.15,50917.1,50397,50604.85,150.95,.3,35724136,2743.67,35.49,8.92,1.63
Nifty IT,13-05-2026,28226.8,28335.45,27880.75,27916.65,-318.25,-1.13,35074270,3138.86,18.96,5.17,3.76
Nifty Media,13-05-2026,1397.25,1404.9,1375.85,1395.7,-0.6,-.04,32272136,406.17,27.1,1.47,1.26
Nifty Metal,13-05-2026,12949.6,13344.1,12949.2,13290.8,409.4,3.18,390024379,11326.56,22.87,3.48,1.55
Nifty MNC,13-05-2026,31455.95,31616.05,31325.5,31479.4,46.45,.15,122035249,6627.99,39.01,8.57,1.46
Nifty Pharma,13-05-2026,23785.35,24177.85,23768.9,23896.05,55.15,.23,43650055,5189.34,35.33,5.21,.66
Nifty PSU Bank,13-05-2026,8093.8,8135.9,7974.8,8064.2,-7.15,-.09,128988359,3257.08,7.84,1.31,2.33
Nifty Realty,13-05-2026,764.15,773.8,758.6,764.25,-1.45,-.19,9965686,846.29,34.08,3.66,.38
Nifty India Consumption,13-05-2026,11174.05,11303.65,11129.65,11225.55,28.5,.25,164607355,15988.5,36.06,7.57,1
Nifty Commodities,13-05-2026,10097.4,10276,10089.9,10231.8,122.9,1.22,395222127,15583.21,17,2.43,1.61
Nifty Dividend Opportunities 50,13-05-2026,5875.4,5909.5,5839.9,5883.1,17.35,.3,746089413,23419.6,13.94,2.81,2.91
Nifty Infrastructure,13-05-2026,9119.7,9279.85,9100.3,9238.1,84.65,.92,328550626,14438.83,21.25,3.08,.99
Nifty PSE,13-05-2026,10443.55,10620.55,10388.65,10568.35,123.65,1.18,264439480,7971.83,11.41,2.11,2.68
Nifty Services Sector,13-05-2026,29266.6,29550.25,29108.5,29274.1,-48.85,-.17,275628421,20202.4,18.62,3.12,1.43
Nifty50 Shariah,13-05-2026,4273.95,4307.05,4267.4,4276.75,2.4,.06,78699133,8555.16,23.19,4.11,2.23
Nifty500 Shariah,13-05-2026,6760.45,6822.75,6747.1,6782.5,22.6,.33,807373277,36232.04,27.64,4.68,1.41
Nifty Low Volatility 50,13-05-2026,23977.95,24127.15,23885.8,23996.55,19.25,.08,236105386,26464.21,28.71,4.86,1.26
Nifty Alpha 50,13-05-2026,51174.1,51670,50869.1,51262.15,297.45,.58,374333296,21698.99,26.33,4.31,.8
Nifty High Beta 50,13-05-2026,4060.5,4155.95,4060.25,4122.7,66.55,1.64,2190042966,28450.26,31.41,3.79,.87
Nifty100 Equal Weight,13-05-2026,33002.8,33438.65,32909.85,33250.25,214.8,.65,784612616,49720.39,21.89,3.67,1.33
Nifty100 Liquid 15,13-05-2026,6976.35,7067.25,6943.5,7015.8,29.35,.42,203775386,13475.34,22.79,3.36,.92
Nifty CPSE,13-05-2026,7234.95,7300.1,7182.95,7277.4,42.8,.59,130009025,4215.97,14.86,2.35,2.54
Nifty50 Value 20,13-05-2026,11864.05,11929.75,11793.95,11836.3,-28.95,-.24,203840148,14300.6,15.49,2.72,2.09
Nifty Midcap Liquid 15,13-05-2026,16155.6,16358.95,16100,16210.4,101.55,.63,262318220,8313.07,38.66,5.32,.51
Nifty Shariah 25,13-05-2026,7729.6,7791,7711.05,7751.9,30.2,.39,95560149,11828.67,26.42,4.86,1.83
India VIX,13-05-2026,19.28,20.125,18.3575,19.43,0.15,.75,-,-,-,-,-
Nifty Growth Sectors 15,13-05-2026,10798.95,10841.45,10721.55,10735.75,-72.05,-.67,32662530,7718.31,27.94,6.88,1.85
Nifty50 TR 1x Inverse,13-05-2026,184,184.8,182.3,183.65,-0.2,-.11,-,-,-,-,-
Nifty50 TR 2x Leverage,13-05-2026,17106.35,17429.25,16960.65,17179.85,46.05,.27,-,-,-,-,-
Nifty50 PR 1x Inverse,13-05-2026,225.15,226.1,223.05,224.65,-0.3,-.13,-,-,-,-,-
Nifty50 PR 2x Leverage,13-05-2026,11399.95,11615.1,11302.8,11448.9,30.7,.27,-,-,-,-,-
NIFTY100 Quality 30,13-05-2026,5459.35,5505.55,5440,5471.55,19.75,.36,113567628,11456.45,28.58,7.43,1.95
Nifty200 Momentum 30,13-05-2026,29920.7,30186.6,29686.05,29952.0,88.3,.3,163098963,13832.2,25.26,4.47,.84
Nifty India Manufacturing,13-05-2026,15538.4,15729.7,15496.55,15644.45,111.7,.72,471778126,28918.07,28.08,4.51,1.03
Nifty100 ESG Sector Leaders,13-05-2026,3901.85,3942.9,3885.55,3914.0,5.35,.14,463687008,32840.58,20.73,3.38,1.34
Nifty200 Alpha 30,13-05-2026,25235.65,25431.65,25007.55,25215.75,61.1,.24,245607427,14792.45,23.24,4.16,1
Nifty Midcap150 Momentum 50,13-05-2026,61397.05,62008.05,61043.65,61524.3,238.3,.39,1652083528,12266.3,30.48,4.99,.81
Nifty Smallcap250 Quality 50,13-05-2026,24686.6,24809.95,24494.35,24525.95,-183.4,-.74,54330254,2336.66,23.31,5.2,1.55
Nifty Smallcap250 Momentum Quality 100,13-05-2026,44612.75,44920.6,44401.55,44585.35,204.05,.46,192258101,12148.41,27.29,4.91,.83
Nifty MidSmallcap400 Momentum Quality 100,13-05-2026,49412.8,49866.7,49178.35,49579.7,332.65,.68,318576701,20411.28,28.44,6.33,.87
Nifty500 Momentum 50,13-05-2026,51953.9,52368.3,51573.6,51967.75,162.4,.31,190606012,18035.85,28.3,4.9,.71
Nifty200 Value 30,13-05-2026,15262.9,15494.6,15190.25,15427.55,193.15,1.27,632181494,18321.15,9.92,1.56,2.67
Nifty Top 10 Equal Weight,13-05-2026,8383.85,8470.75,8357.9,8402.5,12.7,.15,119734540,12448.38,18.16,3.21,1.59
Nifty500 Multicap Momentum Quality 50,13-05-2026,41649.05,42045,41457.15,41857.9,395.45,.95,134383249,15792.17,32.94,8.09,1.01
Nifty Top 15 Equal Weight,13-05-2026,9495.35,9562.5,9444.2,9483.3,-14.4,-.15,149050142,16370.5,19.27,3.46,1.44
Nifty Top 20 Equal Weight,13-05-2026,8415,8471.6,8368.55,8405.35,-17.85,-.21,200436292,19421.53,21.37,3.71,1.48
Nifty500 Quality 50,13-05-2026,19086.55,19318,19063.1,19236.9,142.2,.74,226425207,12125.66,30.21,10.21,1.41
Nifty500 Low Volatility 50,13-05-2026,21828.65,21950.15,21693,21818.5,-33.5,-.15,205333011,14695.07,23.06,4.39,1.77
NIFTY100 ESG,13-05-2026,4725.25,4770,4702.55,4736.1,4.45,.09,672295302,41672.88,21.61,3.89,1.47
NIFTY100 Enhanced ESG,13-05-2026,4757.3,4802.2,4734.35,4767.9,3.9,.08,598589940,39231.86,21.63,3.89,1.47
NIFTY500 Value 50,13-05-2026,16310.8,16556.7,16251,16489.8,216.65,1.33,769186021,19429.69,10.14,1.59,2.5
NIFTY100 Alpha 30,13-05-2026,17406.25,17672.55,17334.6,17566.05,182.25,1.05,366045833,17481.41,17.63,3.49,1.64
Nifty500 Multifactor MQVLv 50,13-05-2026,30711.3,30911.6,30537.7,30758.45,123.5,.4,246583105,13332.21,14.04,2.81,1.99
NIFTY Alpha Low-Volatility 30,13-05-2026,25618.4,25776.25,25468.55,25575.05,-57.65,-.22,165838266,19882.89,29.87,4.53,.74
Nifty500 Flexicap Quality 30,13-05-2026,9525.4,9585.4,9482.15,9532.5,9.4,.1,81219329,10465.37,30.13,6.58,1.7
