Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,17-11-2025,25948.2,26024.2,25906.35,26013.45,103.4,.4,264610565,23384.35,22.49,3.54,1.31
Nifty Next 50,17-11-2025,70014.75,70262.3,69947.35,70154.1,367.25,.53,197762166,8847.11,20.43,3.65,1.38
Nifty 100,17-11-2025,26574.9,26652.55,26538.1,26639.4,111.4,.42,462372731,32231.46,22.12,3.55,1.32
Nifty 200,17-11-2025,14503.55,14548.1,14484.1,14541.45,68.85,.48,1969312859,50753.59,23.62,3.68,1.23
Nifty 500,17-11-2025,23889.55,23964.75,23863.55,23954.55,118.2,.5,2631139705,70659.35,24.38,3.71,1.16
Nifty Midcap 50,17-11-2025,17374.25,17454.7,17347,17444.5,144.8,.84,341537378,10090.95,34.17,4.56,.82
NIFTY Midcap 100,17-11-2025,60970.1,61211.05,60865.8,61180.5,441.3,.73,1506940128,18522.13,33.88,4.37,.82
NIFTY Smallcap 100,17-11-2025,18309,18382.55,18304.4,18347.6,95.1,.52,342342146,11413.69,32.92,3.96,.74
Nifty50 Dividend Points,17-11-2025,-,-,-,248.7,0.0,-,-,-,-,-,-
Nifty Auto,17-11-2025,27258.2,27519.05,27116.05,27472.65,232.85,.85,70240368,5789.42,26.4,4.71,1.14
Nifty Bank,17-11-2025,58696.3,59001.55,58605.3,58962.7,445.15,.76,157460315,7287.68,16.47,2.22,.99
Nifty Energy,17-11-2025,36331.9,36526.7,36319.45,36441.85,180.75,.5,252346053,6319.26,15.46,2.36,2.4
Nifty Financial Services,17-11-2025,27550.55,27665.75,27496.6,27646.2,154.35,.56,87409961,9557.18,18.06,2.88,.94
Nifty FMCG,17-11-2025,55769.75,55897.55,55534.4,55677.15,116.35,.21,25472204,2035.11,40.77,10.03,2
Nifty IT,17-11-2025,36285.2,36406.45,36138.2,36375.2,73.95,.2,21426999,3076.3,25.76,6.81,3.07
Nifty Media,17-11-2025,1484.75,1500.05,1481.15,1485.65,5.95,.4,17523437,276.9,58.18,1.53,1.32
Nifty Metal,17-11-2025,10526.25,10531.5,10446.65,10495.85,1.1,.01,81100970,2711.15,19.6,2.73,1.98
Nifty MNC,17-11-2025,30228.25,30369.2,30214.4,30350.5,178.5,.59,25286714,3225.64,36.6,8.71,1.64
Nifty Pharma,17-11-2025,22885.45,22888.8,22750.2,22867.6,46.55,.2,22546124,3181.82,34.08,4.95,.68
Nifty PSU Bank,17-11-2025,8437.75,8549.1,8428.8,8491.65,91.75,1.09,199511621,2818.27,8.69,1.38,2.21
Nifty Realty,17-11-2025,945.8,949.5,941.6,945.35,4.2,.45,8517321,782.06,43.5,4.56,.32
Nifty India Consumption,17-11-2025,12426.05,12482.5,12400.5,12478.25,89.15,.72,92724693,10525.81,41.31,8.42,1.04
Nifty Commodities,17-11-2025,9353.65,9377.95,9334.2,9357.05,19.2,.21,143994224,5620.78,16.75,2.23,1.94
Nifty Dividend Opportunities 50,17-11-2025,6212.9,6240.55,6209.05,6231.6,28.15,.45,278895240,11529.58,14.7,2.91,3.13
Nifty Infrastructure,17-11-2025,9638.7,9660.1,9617.5,9651.1,32.1,.33,157856557,8148.76,21.77,3.13,1.07
Nifty PSE,17-11-2025,10002.55,10078.8,9995.45,10043.8,58.75,.59,141329822,4303.44,11.48,2.02,3.14
Nifty Services Sector,17-11-2025,33587.75,33731.75,33537.85,33717.55,181.3,.54,166956573,15598.81,21.59,3.55,1.31
Nifty50 Shariah,17-11-2025,4719.5,4731.55,4702.5,4728.75,3.3,.07,69234550,6464.86,23.53,4.58,2.24
Nifty500 Shariah,17-11-2025,7171.2,7189,7159.9,7185.95,21.9,.31,506908704,24076.8,27.65,4.88,1.48
Nifty Low Volatility 50,17-11-2025,25628.1,25681.25,25581.25,25668.7,117.15,.46,115769539,16973.05,33,5.37,1.21
Nifty Alpha 50,17-11-2025,52114.55,52417.6,51994.35,52334.7,443.05,.85,177769508,18375.29,52.68,6.07,.47
Nifty High Beta 50,17-11-2025,4018.25,4032.45,4009.9,4025.5,21.95,.55,1298465391,13393.77,23.42,2.79,1.22
Nifty100 Equal Weight,17-11-2025,34080.9,34180.9,34042.25,34157.2,154.05,.45,462372731,32231.46,22.72,3.81,1.35
Nifty100 Liquid 15,17-11-2025,7539.15,7558.55,7517.35,7554.85,31.0,.41,151957864,10227.13,22.65,3.4,.85
Nifty CPSE,17-11-2025,6509.3,6535.05,6495.75,6516.1,18.1,.28,67771079,1845.51,13.6,2.1,3.4
Nifty50 Value 20,17-11-2025,13002.1,13047.35,12989.1,13037.45,44.6,.34,115766510,9574.5,16.61,2.88,2.11
