Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,04-02-2025,23509.9,23762.75,23423.15,23739.25,378.2,1.62,376742506,35974.3,21.56,3.54,1.37
Nifty Next 50,04-02-2025,63302.95,63674.35,62923.05,63598.35,964.15,1.54,372199400,14330.3,23.07,3.54,1.24
Nifty 100,04-02-2025,24066.55,24304.5,23975.35,24279.65,383.5,1.6,748941906,50304.59,21.81,3.54,1.35
Nifty 200,04-02-2025,13056.55,13181.95,13013.4,13170.85,207.0,1.6,1656970755,70123.93,23.37,3.72,1.26
Nifty 500,04-02-2025,21551.4,21743.55,21474.45,21727.45,324.9,1.52,2154156748,88167.59,24.28,3.77,1.21
Nifty Midcap 50,04-02-2025,14929.25,15102.6,14922.8,15070.0,241.5,1.63,659699662,9147.69,41.52,5.45,.82
NIFTY Midcap 100,04-02-2025,53372.5,53894.25,53274.75,53813.8,825.0,1.56,908028849,19819.34,36.35,4.95,.84
NIFTY Smallcap 100,04-02-2025,16752.35,16837.85,16617.25,16798.5,180.9,1.09,265337017,10544.62,29.44,3.73,1.11
Nifty50 Dividend Points,04-02-2025,-,-,-,262.97,0.0,-,-,-,-,-,-
Nifty Auto,04-02-2025,23607.5,23800.9,23366.9,23535.05,208.05,.89,84225037,5766.72,22.8,4.83,.96
Nifty Bank,04-02-2025,49538.8,50206.6,49482.5,50157.95,947.4,1.93,155659931,9984.88,13.29,2.21,.99
Nifty Energy,04-02-2025,32479.85,32923,32393.2,32896.7,719.3,2.24,367309321,11483.66,15.08,2.36,2.6
Nifty Financial Services,04-02-2025,23288.3,23648.8,23239.6,23620.7,488.25,2.11,115502146,13319.51,16,2.85,.91
Nifty FMCG,04-02-2025,57701.85,57793.7,56859.65,57274.7,-144.85,-.25,80858566,3862.37,46.58,11.34,1.82
Nifty IT,04-02-2025,42642.75,42931.1,42407.35,42860.2,545.95,1.29,32171930,4806.38,32.48,8.86,2.4
Nifty Media,04-02-2025,1612.25,1625.2,1606.45,1621.65,11.85,.74,26604672,289.55,-,1.26,.72
Nifty Metal,04-02-2025,8229.15,8358.65,8227.8,8301.45,146.3,1.79,81524799,2249.25,20.28,2.36,2.48
Nifty MNC,04-02-2025,27185.85,27271.35,26997.5,27236.05,254.55,.94,55696069,5563.83,34.46,8.54,1.97
Nifty Pharma,04-02-2025,21486.85,21761.85,21459.65,21733.95,372.35,1.74,21478639,3356.34,33.9,5.31,.65
Nifty PSU Bank,04-02-2025,6176.45,6285.3,6173.85,6264.95,147.35,2.41,112299829,2063.76,6.8,1.22,2.35
Nifty Realty,04-02-2025,952.5,962.55,947.6,954.95,5.25,.55,8474435,1240.35,46.64,5.46,.39
Nifty India Consumption,04-02-2025,11530.35,11530.45,11322.2,11429.65,-20.0,-.17,183345807,14633.48,46.87,9.08,.94
Nifty Commodities,04-02-2025,7919.5,8021.35,7911.5,8016.8,152.8,1.94,183149370,7806.86,17.72,2.09,2.39
Nifty Dividend Opportunities 50,04-02-2025,6063.8,6119.1,6042.4,6112.55,97.6,1.62,445931634,17023.1,16.58,3.19,2.98
Nifty Infrastructure,04-02-2025,8163.65,8319.05,8156.95,8310.75,195.1,2.4,199736572,12036.85,23.4,2.89,1.21
Nifty PSE,04-02-2025,8794.3,8950.4,8777.45,8944.55,237.05,2.72,225016990,6074.27,11.66,1.94,3.66
Nifty Services Sector,04-02-2025,30866.9,31210.1,30754.7,31177.6,523.9,1.71,278529112,22003.8,20.99,3.62,1.32
Nifty50 Shariah,04-02-2025,4912.95,4926.05,4880,4920.9,28.95,.59,49492388,8228.95,26.4,5.64,2.29
Nifty500 Shariah,04-02-2025,7012.2,7040.05,6977.1,7034.35,61.85,.89,435610461,27426.61,31.84,5.36,1.53
Nifty Low Volatility 50,04-02-2025,23995.25,24109.6,23862.15,24095.3,201.4,.84,233611695,27244.07,34.92,5.63,1.06
Nifty Alpha 50,04-02-2025,48467.4,48856.65,48090.8,48747.25,798.3,1.66,361520149,18551.21,35.13,6.38,.78
Nifty High Beta 50,04-02-2025,3326.2,3380.9,3325,3378.45,85.05,2.58,852843377,12671.65,17.48,2.15,1.48
Nifty100 Equal Weight,04-02-2025,30389.05,30601.05,30252.5,30577.2,422.35,1.4,748941906,50304.59,21.94,3.51,1.36
Nifty100 Liquid 15,04-02-2025,6336.15,6424.35,6297.15,6418.45,114.9,1.82,136376068,12214.03,18.27,2.9,1.21
Nifty CPSE,04-02-2025,5837.65,5918.3,5818.55,5912.15,118.8,2.05,143861070,3449.26,12.41,2.13,3.82
Nifty50 Value 20,04-02-2025,13157.75,13247.9,13127.8,13235.5,176.1,1.35,206449006,13179.52,17,3.39,2.4
Nifty Midcap Liquid 15,04-02-2025,13254.1,13463.7,13247.85,13429.8,288.45,2.19,55124366,3481.62,29.77,4.3,.75
Nifty Shariah 25,04-02-2025,8260.15,8322.7,8237.1,8314.65,92.7,1.13,57124266,8701.41,27.64,5.46,2.1
India VIX,04-02-2025,14.3525,15.1325,13.665,14.02,-0.34,-2.33,-,-,-,-,-
Nifty Growth Sectors 15,04-02-2025,11980.7,12011.95,11883.35,11997.75,112.4,.95,130994225,10586.98,28.62,7.37,1.97
Nifty50 TR 1x Inverse,04-02-2025,176.95,177.6,175.05,175.2,-2.85,-1.6,-,-,-,-,-
Nifty50 TR 2x Leverage,04-02-2025,18537.4,18932.35,18403.65,18896.85,589.45,3.22,-,-,-,-,-
Nifty50 PR 1x Inverse,04-02-2025,213.9,214.7,211.6,211.8,-3.45,-1.6,-,-,-,-,-
Nifty50 PR 2x Leverage,04-02-2025,12666.1,12935.95,12574.7,12911.65,402.75,3.22,-,-,-,-,-
