Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,20-03-2025,23036.6,23216.7,22973.95,23190.65,283.05,1.24,313729818,27573.99,20.61,3.45,1.39
Nifty Next 50,20-03-2025,62373.65,62553.1,61717.45,62309.35,355.9,.57,298938933,12595.19,22.24,3.44,1.3
Nifty 100,20-03-2025,23605.3,23758.2,23509.85,23730.7,262.35,1.12,612668751,40169.18,20.88,3.45,1.37
Nifty 200,20-03-2025,12757.2,12827.75,12691.95,12813.55,131.9,1.04,1568501098,60461.01,22.34,3.61,1.28
Nifty 500,20-03-2025,20989.35,21092.2,20873.55,21070.05,205.55,.99,2316042501,88083.72,23.15,3.65,1.24
Nifty Midcap 50,20-03-2025,14483.4,14501.3,14333.15,14479.75,90.0,.63,774620733,9644.36,39.88,5.24,.73
NIFTY Midcap 100,20-03-2025,51151,51242.95,50605.85,51144.4,327.3,.64,955832347,20291.83,34.69,4.7,.81
NIFTY Smallcap 100,20-03-2025,15871.55,15979.05,15690,15858.05,110.45,.7,352153359,15429.64,27.16,3.51,1.24
Nifty50 Dividend Points,20-03-2025,-,-,-,289.38,0.0,-,-,-,-,-,-
Nifty Auto,20-03-2025,21444.3,21672.3,21368.25,21623.05,303.55,1.42,32967364,3714.06,20.78,4.43,1
Nifty Bank,20-03-2025,49947.6,50155.3,49771.65,50062.85,360.25,.72,115743962,5905.18,13.14,2.21,1
Nifty Energy,20-03-2025,33013.15,33042.95,32580.35,33001.05,266.0,.81,292830964,8128.8,15.21,2.36,2.45
Nifty Financial Services,20-03-2025,24263.45,24352.45,24131,24309.0,168.65,.7,70206106,8611.3,16.17,2.94,.91
Nifty FMCG,20-03-2025,52443.45,53035.4,52214.55,52857.9,673.8,1.29,41822874,2834.62,43.08,9.95,2.02
Nifty IT,20-03-2025,36444.55,37109.85,36444.55,36676.65,453.15,1.25,37114607,4936.71,27.8,7.58,2.79
Nifty Media,20-03-2025,1512.1,1542.25,1510.4,1514.45,18.3,1.22,68135014,480.56,-,1.18,.84
Nifty Metal,20-03-2025,9219.5,9274,9092.4,9254.1,105.55,1.15,156402511,4119,21.34,2.63,2.14
Nifty MNC,20-03-2025,26053.15,26193.8,25885.05,26145.45,254.05,.98,29665190,3161.28,32.86,8.19,2.12
Nifty Pharma,20-03-2025,21242.85,21364.95,21112,21340.6,194.95,.92,11571350,1569.6,32.25,5.21,.65
Nifty PSU Bank,20-03-2025,6050.25,6101.3,6011.35,6044.85,25.5,.42,87856325,1325.6,6.4,1.18,2.44
Nifty Realty,20-03-2025,850.8,860.45,844.1,854.4,9.05,1.07,12539353,1386.44,41.41,4.9,.44
Nifty India Consumption,20-03-2025,10663.4,10770.55,10626.75,10757.8,168.35,1.59,143392933,12670.6,40.9,8.42,1.02
Nifty Commodities,20-03-2025,8328.85,8348.1,8251.3,8341.0,59.9,.72,240596354,8623.39,18.35,2.18,2.1
Nifty Dividend Opportunities 50,20-03-2025,5758.7,5793.15,5730.2,5779.35,61.45,1.07,455004843,17760.19,15.34,3,3.14
Nifty Infrastructure,20-03-2025,8225.3,8293.65,8172.6,8282.45,118.5,1.45,157789166,11278.8,22.3,2.87,1.15
Nifty PSE,20-03-2025,9062.25,9066.05,8933.7,9050.2,83.2,.93,250798649,6199.45,11.71,1.96,3.42
Nifty Services Sector,20-03-2025,30412.65,30628.2,30330.1,30580.3,366.1,1.21,246468770,18132.74,19.96,3.55,1.33
Nifty50 Shariah,20-03-2025,4552.25,4597.3,4542.8,4590.95,55.55,1.22,59472817,6379.03,24.61,5.26,2.44
Nifty500 Shariah,20-03-2025,6608.2,6640,6574.3,6629.9,52.2,.79,506435397,30049.13,29.73,5.07,1.63
Nifty Low Volatility 50,20-03-2025,23020.9,23202.55,22961.7,23179.1,266.4,1.16,156983442,20699.93,33.31,5.41,1.1
