Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,14-08-2024,24184.4,24196.5,24099.7,24143.75,4.75,.02,303254705,27834.61,22.47,4.07,1.24
Nifty Next 50,14-08-2024,71840.1,71921.65,71100.1,71642.4,32.6,.05,307122540,15655.92,25.59,4.87,1.15
Nifty 100,14-08-2024,25210,25224.2,25090.35,25160.65,5.5,.02,612905698,43673.84,23.32,4.22,1.19
Nifty 200,14-08-2024,13724.65,13732.6,13642.2,13680.85,-10.65,-.08,1713660274,66052.27,25.17,4.32,1.11
Nifty 500,14-08-2024,22765.65,22778.95,22599.95,22672.65,-33.15,-.15,2357617612,89103.13,25.92,4.39,1.07
Nifty Midcap 50,14-08-2024,16105.05,16115.15,15880.4,15922.95,-132.4,-.82,814073149,9297.71,46.64,5.49,.72
NIFTY Midcap 100,14-08-2024,57090.2,57144.1,56347.1,56547.05,-334.45,-.59,1100754576,22378.42,42.52,4.96,.69
NIFTY Smallcap 100,14-08-2024,18292,18312.65,17972.8,18087.5,-116.15,-.64,358641049,11332.01,28.41,4.2,.89
Nifty50 Dividend Points,14-08-2024,-,-,-,178.75,0.0,-,-,-,-,-,-
Nifty Auto,14-08-2024,25169.8,25235.85,25021.1,25093.5,11.65,.05,59103629,5397.65,23.38,5.49,.89
Nifty Bank,14-08-2024,49887.15,49959.25,49654.65,49727.3,-104.55,-.21,137132065,8029.39,14.43,2.76,.93
Nifty Energy,14-08-2024,42621.25,42716.8,42240.8,42298.95,-271.4,-.64,96687085,4605.54,15.55,2.69,2.13
Nifty Financial Services,14-08-2024,22636.4,22663.4,22518.85,22591.7,-5.1,-.02,77412287,8986.88,16.1,3.3,.95
Nifty FMCG,14-08-2024,61642.3,61730.4,61092.25,61305.3,-190.45,-.31,22927450,2180.42,48.13,11.92,1.73
Nifty IT,14-08-2024,39259.7,39767.15,39177.7,39731.25,616.4,1.58,24107273,4582.69,32.47,8.26,1.96
Nifty Media,14-08-2024,2048.85,2053.3,2012.15,2017.4,-21.6,-1.06,37977903,406.65,-,2.13,.42
Nifty Metal,14-08-2024,8989.25,8992.8,8727.8,8844.3,-112.85,-1.26,225381729,5770.56,30.22,2.72,1.71
Nifty MNC,14-08-2024,30271.05,30283,29924.2,30097.6,-92.95,-.31,30826968,4171.98,45.44,10.35,1.44
Nifty Pharma,14-08-2024,22276.85,22276.85,21945.9,22012.7,-178.9,-.81,23797680,3511.35,36.95,5.88,.61
Nifty PSU Bank,14-08-2024,6815.95,6832.55,6754.9,6774.5,-26.2,-.39,111542200,2168.05,8.27,1.31,2.18
Nifty Realty,14-08-2024,1033.3,1033.35,1016.7,1023.15,-4.95,-.48,7573215,1000.41,55.78,6.08,.36
Nifty India Consumption,14-08-2024,11647.75,11668.7,11584.4,11641.1,23.2,.2,100784565,10810.83,51.12,9.41,.97
Nifty Commodities,14-08-2024,9159.95,9161.45,9024.75,9065.2,-75.85,-.83,263610753,10259.05,19.45,2.65,1.84
Nifty Dividend Opportunities 50,14-08-2024,6573.1,6579.95,6537.65,6556.0,4.6,.07,505870638,20110.34,18.74,3.74,2.44
Nifty Infrastructure,14-08-2024,9060.25,9077.85,9006.45,9025.85,-27.1,-.3,127289413,9312.39,23.95,3.52,1.17
Nifty PSE,14-08-2024,11128.15,11153.3,10939.35,10976.95,-115.2,-1.04,238581038,9427.35,12.87,2.81,2.8
Nifty Services Sector,14-08-2024,30583.35,30672.9,30517.6,30634.65,108.4,.36,192612139,18151.94,21.67,4.19,1.17
Nifty50 Shariah,14-08-2024,-,-,-,5353.03,-7.83,-.15,53531144,8043.58,28.02,6.61,1.78
Nifty500 Shariah,14-08-2024,-,-,-,7725.18,-18.58,-.24,516390082,31298.08,36.06,6.92,1.11
Nifty Low Volatility 50,14-08-2024,-,-,-,24471.4,-62.62,-.26,147184570,20454.13,32.33,5.65,1.03
Nifty Alpha 50,14-08-2024,58170.55,58256.1,57136.95,57470.15,-293.0,-.51,566462235,19100.49,30.18,5.21,.71
Nifty High Beta 50,14-08-2024,-,-,-,3981.69,-51.45,-1.28,1193162745,18670.47,20.39,2.13,1.39
Nifty100 Equal Weight,14-08-2024,33136.35,33162.55,32866.5,32987.95,-51.0,-.15,612905698,43673.84,25.57,4.6,1.15
Nifty100 Liquid 15,14-08-2024,6663.1,6669.7,6624,6642.45,-12.05,-.18,160145196,10522.69,20.48,3.3,.89
Nifty CPSE,14-08-2024,7330.8,7351.7,7186.7,7204.5,-102.4,-1.4,228900608,6422.66,14.75,3.01,2.51
Nifty50 Value 20,14-08-2024,13638.5,13659.95,13591.6,13634.95,36.15,.27,226559428,13571.25,20.28,3.89,2.02
Nifty Midcap Liquid 15,14-08-2024,13613.3,13615.8,13470.7,13512.6,-56.2,-.41,60148539,2673.26,38.51,4.65,.57
Nifty Shariah 25,14-08-2024,-,-,-,8954.12,-35.51,-.4,84836943,8482.74,29.57,6.62,1.66
India VIX,14-08-2024,16.1675,16.22,13.8225,15.44,-0.73,-4.53,-,-,-,-,-
Nifty Growth Sectors 15,14-08-2024,12097.2,12148.2,12054.4,12125.55,68.95,.57,43237908,7359.71,33.7,8.86,1.82
Nifty50 TR 1x Inverse,14-08-2024,168.65,169.2,168.55,168.9,0.0,0,-,-,-,-,-
Nifty50 TR 2x Leverage,14-08-2024,20245.2,20261.9,20104.45,20177.25,4.4,.02,-,-,-,-,-
Nifty50 PR 1x Inverse,14-08-2024,203.05,203.8,203,203.4,0.0,0,-,-,-,-,-
Nifty50 PR 2x Leverage,14-08-2024,13930.25,13941.75,13833.4,13883.5,3.0,.02,-,-,-,-,-
NIFTY100 Quality 30,14-08-2024,5855.2,5860.3,5810.65,5836.15,-3.15,-.05,102081000,14983.55,33.57,9.78,1.66
NIFTY50 Equal Weight,14-08-2024,30963.15,30976.55,30738.55,30772.0,-111.85,-.36,303254705,27834.61,23.78,4.25,1.32
Nifty500 Equal Weight,14-08-2024,-,-,-,14280.43,-71.27,-.5,2357617612,89103.13,31.85,4.48,.9
Nifty 50 Futures Index,14-08-2024,-,-,-,6740.21,3.81,.06,-,-,-,-,-
Nifty 50 Arbitrage,14-08-2024,-,-,-,2361.55,-0.43,-.02,-,-,-,-,-
Nifty 50 Futures TR Index,14-08-2024,-,-,-,25878.64,19.62,.08,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,14-08-2024,-,-,-,31687.83,263.85,.84,7192483,1221.49,31.87,4.31,1.35
Nifty India Corporate Group Index - Aditya Birla Group,14-08-2024,-,-,-,8119.57,-67.12,-.82,411301177,1968.15,-,3.79,.53
Nifty India Corporate Group Index - Tata Group,14-08-2024,-,-,-,19433.6,207.3,1.08,140755285,6064.58,35.83,8.53,1.18
Nifty India Corporate Group Index - Tata Group 25% Cap,14-08-2024,17348.7,17418.3,17239.1,17395.25,105.15,.61,130795541,5785.3,35.44,6.7,.97
Nifty Private Bank,14-08-2024,24962.35,24996,24822.55,24844.95,-99.9,-.4,99907008,6623.78,15.04,2.77,.73
Nifty Smallcap 250,14-08-2024,17257.05,17272,16969.65,17080.15,-97.25,-.57,613649183,20307.77,29.65,4.3,.91
Nifty Smallcap 50,14-08-2024,8557.75,8567.65,8419.75,8459.55,-59.3,-.7,161685875,5501.88,25.61,3.91,.92
Nifty MidSmallcap 400,14-08-2024,19761.25,19778.4,19479,19569.25,-116.3,-.59,1744711914,45429.28,36.89,4.92,.77
Nifty Midcap 150,14-08-2024,21116.8,21135.35,20842.2,20917.75,-127.2,-.6,1131062731,25121.51,42.56,5.34,.7
Nifty IPO,14-08-2024,-,-,-,2171.54,-5.74,-.26,66668105,3131.02,49.53,11.2,.13
Nifty Midcap Select,14-08-2024,12598.3,12600.5,12471.1,12520.1,-43.9,-.35,457345379,4023.16,62.37,6.64,.77
NIFTY LargeMidcap 250,14-08-2024,15927.9,15938.5,15787.15,15837.15,-46.3,-.29,1743968429,68795.36,30.11,4.71,.94
NIFTY SME EMERGE,14-08-2024,-,-,-,14960.51,-25.14,-.17,-,-,100.13,9.81,.07
Nifty Oil & Gas,14-08-2024,12923.5,12967.05,12785.55,12808.55,-97.45,-.76,95489354,4661.9,12.42,2.3,2.66
Nifty Financial Services 25/50,14-08-2024,24883.15,24895.05,24723.35,24818.95,-5.65,-.02,77412287,8986.88,16.49,3.33,.94
Nifty Healthcare Index,14-08-2024,13939.9,13955.25,13737.65,13778.95,-122.8,-.88,25578654,4429.92,41.62,6.37,.54
Nifty500 Multicap 50:25:25,14-08-2024,15899.45,15909.55,15747,15805.75,-44.55,-.28,2357617612,89103.13,27.96,4.47,1
Nifty Microcap 250,14-08-2024,23978.95,24004.5,23512.7,23754.35,-115.5,-.48,400409127,7450.5,30.32,3.66,.48
