Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,03-06-2025,24786.3,24845.1,24502.15,24542.5,-174.1,-.7,349288937,28906.4,22.07,3.59,1.21
Nifty Next 50,03-06-2025,67230,67351.65,66607.75,66671.8,-368.0,-.55,263510253,11266.38,21.72,4.17,1.3
Nifty 100,03-06-2025,25405.15,25461.55,25133.4,25162.05,-171.6,-.68,612799190,40172.79,22.01,3.68,1.22
Nifty 200,03-06-2025,13850.6,13874.95,13707.25,13719.9,-88.15,-.64,3592923859,67707.75,23.27,3.85,1.15
Nifty 500,03-06-2025,22906.2,22946.15,22691.25,22711.3,-123.2,-.54,4543550869,98343.78,24.38,3.93,1.08
Nifty Midcap 50,03-06-2025,16187.25,16187.35,16034.2,16052.55,-61.8,-.38,2300093608,14388.23,38.58,5.5,.77
NIFTY Midcap 100,03-06-2025,58025.75,58027,57461.55,57517.1,-258.45,-.45,2980124669,27534.96,32.35,4.93,.82
NIFTY Smallcap 100,03-06-2025,18169,18234.95,18063.1,18114.15,18.6,.1,519631823,16298.06,31.88,4.38,.73
Nifty50 Dividend Points,03-06-2025,-,-,-,64.64,0.0,-,-,-,-,-,-
Nifty Auto,03-06-2025,23399.8,23475.75,23204.9,23268.7,-58.35,-.25,33204984,3972.64,24.34,4.93,.93
Nifty Bank,03-06-2025,56104.8,56161.4,55455.8,55599.95,-303.45,-.54,212808078,9937.61,14.59,2.33,.68
Nifty Energy,03-06-2025,36036.15,36156.25,35511.8,35549.6,-384.2,-1.07,527763699,9091.31,16.39,2.61,2.2
Nifty Financial Services,03-06-2025,26507.05,26566.4,26207.65,26254.95,-193.45,-.73,93604182,11133.67,17.35,2.97,.55
Nifty FMCG,03-06-2025,55785.7,55983.3,55336.7,55460.8,-271.75,-.49,32296923,2851.86,42.07,10.62,2.57
Nifty IT,03-06-2025,37199.65,37367.35,36740.55,36814.9,-246.95,-.67,24279482,3643.23,27.51,7.57,2.58
Nifty Media,03-06-2025,1726.9,1731.4,1711.05,1726.1,9.35,.54,21279819,403.43,574.46,1.4,.82
Nifty Metal,03-06-2025,9148.3,9204.2,9113.35,9122.3,-6.25,-.07,112093061,3094.87,18.6,2.64,1.95
Nifty MNC,03-06-2025,28312.9,28367.35,28140.1,28178.35,-53.8,-.19,30401160,3703.75,34.12,9.1,1.68
Nifty Pharma,03-06-2025,21514.55,21514.55,21303.85,21354.2,-39.9,-.19,18046954,2494.29,30.53,5.24,.65
Nifty PSU Bank,03-06-2025,7167.35,7187.05,7040.25,7084.05,-41.9,-.59,271581392,4125.44,7.18,1.3,2.18
Nifty Realty,03-06-2025,978.6,991.35,971.5,982.9,11.65,1.2,17815877,2142.33,48.87,5.68,.37
Nifty India Consumption,03-06-2025,11484.5,11515.65,11370.75,11380.65,-64.8,-.57,156576516,11459.78,40.06,8.87,1.17
Nifty Commodities,03-06-2025,8592.55,8613.4,8500.55,8507.05,-58.55,-.68,162752402,7437.39,17.71,2.26,2.02
Nifty Dividend Opportunities 50,03-06-2025,6017,6037.9,5956.2,5962.85,-40.35,-.67,381394012,13809.2,14.76,2.98,3.27
Nifty Infrastructure,03-06-2025,9008.9,9020.45,8901.9,8910.25,-70.9,-.79,138597109,10741.31,23.32,3.21,1.15
Nifty PSE,03-06-2025,9919.3,9950.7,9791.65,9800.95,-103.95,-1.05,180408337,5206.69,12.57,2.19,3.15
Nifty Services Sector,03-06-2025,32695.15,32766.65,32290.65,32340.95,-253.85,-.78,246447398,19380.34,20.79,3.73,1
Nifty50 Shariah,03-06-2025,4725.65,4735.8,4665,4675.2,-34.3,-.73,34393693,4906.24,26,5.58,2.19
Nifty500 Shariah,03-06-2025,7065.75,7075.3,6999.15,7004.2,-37.9,-.54,521345151,23357.79,30.76,5.45,1.4
Nifty Low Volatility 50,03-06-2025,24720.55,24782.2,24512.6,24554.4,-112.7,-.46,136438989,20853.96,33.39,5.99,1.14
Nifty Alpha 50,03-06-2025,51780.2,51921.95,51446.9,51547.95,36.05,.07,589608833,24551.49,40.65,8.18,.55
Nifty High Beta 50,03-06-2025,3760.95,3771.05,3718.95,3725.0,-27.35,-.73,1128107457,14132.78,16.6,2.33,1.39
Nifty100 Equal Weight,03-06-2025,32273.45,32334.05,31950.85,31975.6,-209.5,-.65,612799190,40172.79,23.35,3.86,1.25
Nifty100 Liquid 15,03-06-2025,6893.6,6908.9,6793.6,6802.65,-63.05,-.92,196673905,11418.28,19.7,3.1,1.08
Nifty CPSE,03-06-2025,6479.9,6504.65,6397.85,6405.3,-63.9,-.99,102259481,4450.18,13.57,2.32,3.24
Nifty50 Value 20,03-06-2025,12780.05,12815.2,12623.2,12658.3,-90.45,-.71,121948658,10114.08,16.87,3.23,2.45
Nifty Midcap Liquid 15,03-06-2025,15148.65,15148.65,14921,14954.7,-109.75,-.73,1489870326,8152,38.38,6.53,.54
Nifty Shariah 25,03-06-2025,8158.1,8175.5,8065.15,8076.65,-56.55,-.7,46893641,6009.47,26.15,5.39,2.09
India VIX,03-06-2025,17.1575,17.7275,16.2575,16.56,-0.6,-3.51,-,-,-,-,-
Nifty Growth Sectors 15,03-06-2025,11252.85,11283.1,11131.15,11161.15,-48.05,-.43,29705297,5322.87,33.34,6.97,1.47
Nifty50 TR 1x Inverse,03-06-2025,169.2,171.15,168.8,170.85,1.15,.68,-,-,-,-,-
Nifty50 TR 2x Leverage,03-06-2025,20197.9,20288.2,19737.3,19801.9,-271.65,-1.35,-,-,-,-,-
Nifty50 PR 1x Inverse,03-06-2025,205.25,207.6,204.75,207.25,1.45,.7,-,-,-,-,-
Nifty50 PR 2x Leverage,03-06-2025,13697.55,13758.85,13384.95,13428.8,-194.1,-1.42,-,-,-,-,-
NIFTY100 Quality 30,03-06-2025,5567.8,5582.1,5521.2,5530.7,-24.1,-.43,90430734,11292.53,29.04,7.39,1.84
Nifty200 Value 30,03-06-2025,12906.75,12945.55,12776.85,12792.2,-72.9,-.57,369384353,9182.02,9.5,1.55,3.27
Nifty Top 10 Equal Weight,03-06-2025,9701.5,9726.65,9580.65,9606.95,-77.2,-.8,80215720,12357.62,21.29,4,1.38
Nifty500 Multicap Momentum Quality 50,03-06-2025,42430.45,42527.85,42178.7,42208.25,-58.5,-.14,78634812,13020.08,45.52,13.36,1.03
Nifty Top 15 Equal Weight,03-06-2025,10206.7,10236,10086.5,10115.5,-76.8,-.75,100588465,16143.53,21.23,3.92,1.38
Nifty Top 20 Equal Weight,03-06-2025,9104.9,9134.25,8995.15,9021.4,-61.35,-.68,116156656,18024.61,22.58,4.35,1.39
Nifty500 Quality 50,03-06-2025,19502.15,19574.75,19364.9,19386.1,-61.75,-.32,132835008,10673.31,26.26,7.31,1.62
Nifty500 Low Volatility 50,03-06-2025,21265.9,21318.7,21083.75,21116.65,-120.0,-.57,126126705,11369.25,27.29,4.71,.82
NIFTY100 ESG,03-06-2025,4868.75,4879.25,4817.95,4822.05,-34.1,-.7,577751637,34505.04,22.75,3.8,1.14
NIFTY100 Enhanced ESG,03-06-2025,4906.1,4916.65,4855.05,4859.15,-34.2,-.7,566762582,34186.69,22.79,3.81,1.13
NIFTY500 Value 50,03-06-2025,13913.3,13950.15,13775.95,13789.85,-78.8,-.57,446875532,11377.57,10.57,1.54,3.09
NIFTY100 Alpha 30,03-06-2025,17760.05,17801.3,17597.9,17611.2,-62.8,-.36,200630431,16825.55,26.91,5.59,.88
NIFTY50 Equal Weight,03-06-2025,30959.7,31037.65,30604.65,30648.4,-230.6,-.75,349288937,28906.4,23.93,3.55,1.37
Nifty500 Equal Weight,03-06-2025,14202.6,14226.1,14108.4,14125.3,-30.0,-.21,4543550869,98343.78,30.82,4.16,.84
Nifty 50 Futures Index,03-06-2025,-,-,-,6498.23,-39.77,-.61,-,-,-,-,-
Nifty 50 Arbitrage,03-06-2025,-,-,-,2504.9,-0.86,-.03,-,-,-,-,-
Nifty 50 Futures TR Index,03-06-2025,-,-,-,26384.46,-156.78,-.59,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,03-06-2025,-,-,-,33512.83,145.88,.44,9881263,1454.53,28.14,4.66,1.32
Nifty India Corporate Group Index - Aditya Birla Group,03-06-2025,-,-,-,7544.13,-55.31,-.73,694323838,1688.73,120.81,3.61,.46
Nifty India Corporate Group Index - Tata Group,03-06-2025,-,-,-,16564.74,-178.71,-1.07,68465351,4240.5,30.58,7.24,1.64
Nifty India Corporate Group Index - Tata Group 25% Cap,03-06-2025,15487.7,15579.85,15298.05,15309.45,-158.7,-1.03,57422726,3797.97,32.05,5.87,1.22
Nifty Private Bank,03-06-2025,27725.35,27725.55,27292.3,27346.35,-323.75,-1.17,1538483987,10533.63,17.42,2.38,.34
Nifty Smallcap 250,03-06-2025,17015.35,17063.45,16939.9,16971.25,17.5,.1,925417986,28085.57,32.38,3.99,.67
Nifty Smallcap 50,03-06-2025,8719.9,8753.15,8659.95,8692.3,9.1,.1,279983978,8518.14,33.5,4.3,.71
Nifty Midcap 150,03-06-2025,21327.7,21336.5,21142.95,21164.75,-76.05,-.36,3005333693,30085.43,33.85,5.22,.78
Nifty Midcap Select,03-06-2025,12834.7,12834.8,12676.05,12688.6,-82.4,-.65,2152872092,9988.52,52,8.53,.69
NIFTY LargeMidcap 250,03-06-2025,16092.1,16109.9,15942.05,15954.05,-82.3,-.51,3618132883,70258.22,26.84,4.34,.99
NIFTY SME EMERGE,03-06-2025,-,-,-,14351.89,104.61,.73,-,-,33.61,6.1,.06
Nifty Oil & Gas,03-06-2025,11402.95,11435.35,11262.05,11277.05,-87.9,-.77,63817419,2959.87,13.57,1.69,2.73
Nifty Financial Services 25/50,03-06-2025,28466.85,28548.3,28147.9,28197.4,-223.9,-.79,93604182,11133.67,17.35,2.92,.71
Nifty Healthcare Index,03-06-2025,13990.75,13990.75,13846.15,13863.2,-44.15,-.32,21424362,3035.83,35.86,5.94,.53
Nifty500 Multicap 50:25:25,03-06-2025,15981.2,16005.2,15849.45,15865.1,-62.6,-.39,4543550869,98343.78,26.61,4.07,.97
Nifty Microcap 250,03-06-2025,23605.15,23673.7,23415.2,23442.1,-66.15,-.28,350087649,8282.03,23.33,3.29,.64
Nifty Total Market,03-06-2025,12894.15,12917,12774.6,12785.25,-68.05,-.53,4893638518,106625.81,24.34,3.9,1.07
Nifty India Digital,03-06-2025,8797.55,8813.4,8691.35,8695.45,-52.15,-.6,852466443,10236.27,94,13.61,1.27
Nifty Mobility,03-06-2025,20427.25,20465.15,20221.25,20242.05,-106.9,-.53,185077423,10187.16,27.4,5.16,.9
Nifty India Defence,03-06-2025,8717.2,8861.1,8710.45,8793.1,96.95,1.11,48278999,8484.06,62.5,15.47,.42
Nifty Financial Services Ex-Bank,03-06-2025,29381.35,29470.9,29076.2,29162.15,-140.1,-.48,119771070,11738.88,24,3.79,.91
Nifty Housing,03-06-2025,11244.25,11261.15,11133.55,11150.4,-72.55,-.65,1804410364,21394.44,25.44,3.26,.88
Nifty Transportation & Logistics,03-06-2025,22627.9,22676.45,22410.95,22432.9,-99.5,-.44,148967726,8370.38,29.73,5.88,.72
Nifty MidSmall Financial Services,03-06-2025,18179.2,18207.35,17955.25,18021.1,-66.9,-.37,1638835157,14203.73,23.92,3.08,.75
Nifty MidSmall Healthcare,03-06-2025,41600.55,41717.7,41242.25,41291.45,-79.3,-.19,20306813,2123.74,42.39,6.14,.37
Nifty MidSmall IT & Telecom,03-06-2025,9937.8,9979.25,9833.85,9847.85,-61.15,-.62,701173925,2097.6,66.57,18.52,.88
Nifty MidSmall India Consumption,03-06-2025,19134.2,19149.55,19008.9,19034.8,5.6,.03,721504256,4289.01,107.33,15.04,.52
Nifty REITs & InvITs,03-06-2025,-,-,-,1177.73,0.88,.07,4288446,60.82,22.65,1.94,7.73
