Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 50,27-04-2026,23945.45,24130.7,23936.2,24092.7,194.75,.81,430297937,36685.28,20.96,3.29,1.31
Nifty Next 50,27-04-2026,70201,70903,70183.9,70798.65,914.7,1.31,317137876,16210.99,20.02,3.77,1.39
Nifty 100,27-04-2026,24888.3,25089.15,24880.55,25052.25,224.95,.91,747435813,52896.28,20.78,3.37,1.33
Nifty 200,27-04-2026,13697.8,13815.75,13694.2,13795.5,138.65,1.02,1834993368,78645.24,22.71,3.57,1.2
Nifty 500,27-04-2026,22645.85,22853.85,22640.85,22821.4,251.35,1.11,2850049529,105767.09,23.44,3.59,1.14
Nifty Midcap 50,27-04-2026,16812.8,17032.25,16796.55,16996.2,254.45,1.52,515183696,14660.08,36.08,4.63,.63
NIFTY Midcap 100,27-04-2026,59686.6,60372.75,59643.7,60248.35,873.55,1.47,1087557555,25748.96,37.02,4.75,.69
NIFTY Smallcap 100,27-04-2026,17670.1,17918.75,17665.3,17900.65,333.45,1.9,473781768,14065.82,30.32,3.49,.67
Nifty50 Dividend Points,27-04-2026,-,-,-,5.53,0.0,-,-,-,-,-,-
Nifty Auto,27-04-2026,25779.9,26126.25,25776,26053.15,400.3,1.56,48674070,3425.81,30.8,4.46,1.22
Nifty Bank,27-04-2026,56162.6,56474.95,55911.1,56264.3,174.55,.31,235494222,9140.62,14.81,1.92,1.05
Nifty Energy,27-04-2026,40058.85,40564.25,40045.8,40496.7,592.95,1.49,735116910,15677.65,16.79,2.61,1.67
Nifty Financial Services,27-04-2026,26160.65,26216.55,26042.8,26164.65,22.9,.09,146465349,12677.62,16.94,2.79,.88
Nifty FMCG,27-04-2026,50990.9,51336.95,50878.3,51046.5,280.25,.55,61303373,3939.96,36.38,8.99,1.61
Nifty IT,27-04-2026,28582.75,29238.85,28578.55,29159.15,628.55,2.2,80066122,7195.73,20.05,5.41,3.85
Nifty Media,27-04-2026,1444.1,1478.6,1443.05,1471.75,33.05,2.3,31630126,517.75,30.91,1.55,1.19
Nifty Metal,27-04-2026,12851.1,13033.25,12837.1,12980.85,234.2,1.84,182865626,7012.67,22.01,3.38,1.53
Nifty MNC,27-04-2026,31857.75,32116.45,31824.45,31985.5,308.05,.97,72083866,6853.82,39.64,8.71,1.5
