date,sector,close
2026-03-02,NIFTY NON-CYCLICAL CONSUMER,14648.85
2026-03-02,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20,15697.75
2026-03-02,NIFTY EV & NEW AGE AUTOMOTIVE,3018.9
2026-03-02,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,17217.05
2026-03-02,NIFTY INDIA TOURISM,7534.85
2026-03-02,NIFTY MIDSMALLCAP 400,19281.25
2026-03-02,NIFTY IPO,1913.7
2026-03-02,NIFTY INDIA INTERNET,1157.2
2026-03-02,NIFTY CHEMICALS,27386.35
2026-03-02,NIFTY CONGLOMERATE 50,14360.9
2026-03-02,NIFTY INDIA INFRASTRUCTURE & LOGISTICS,11221.2
2026-03-02,NIFTY INDIA FPI 150,1543.85
2026-03-02,NIFTY WAVES,1861.1
2026-03-02,NIFTY SMALLCAP 500,17464.86
2026-03-02,NIFTY CEMENT,15769.54
2026-03-02,NIFTY500 HEALTHCARE,18785.75
2026-03-02,NIFTY MIDSMALLCAP400 50:50,18555.78
2026-03-02,NIFTY200 VALUE 30,15885.6
2026-03-02,NIFTY TOTAL MARKET MOMENTUM QUALITY 50,41733.35
2026-03-02,NIFTY500 FLEXICAP QUALITY 30,9693.4
2026-03-02,NIFTY100 LOW VOLATILITY 30,20280.2
2026-03-02,NIFTY QUALITY LOW-VOLATILITY 30,16666.25
2026-03-02,NIFTY ALPHA QUALITY LOW-VOLATILITY 30,22478.15
2026-03-02,NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30,20454.55
2026-03-02,NIFTY200 QUALITY 30,19943.2
2026-03-02,NIFTY MIDCAP150 QUALITY 50,23057.65
2026-03-02,NIFTY200 MOMENTUM 30,30845.6
2026-03-02,NIFTY INDIA MANUFACTURING,15606.2
2026-03-02,NIFTY100 ESG SECTOR LEADERS,4100.5
2026-03-02,NIFTY200 ALPHA 30,25116.3
2026-03-02,NIFTY MIDCAP150 MOMENTUM 50,60782.15
2026-03-02,NIFTY SMALLCAP250 QUALITY 50,23603.15
2026-03-02,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,41060.6
2026-03-02,NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100,46313.6
2026-03-02,NIFTY500 MOMENTUM 50,51496.0
2026-03-02,NIFTY TOP 10 EQUAL WEIGHT,9141.45
2026-03-02,NIFTY500 MULTICAP MOMENTUM QUALITY 50,40017.7
2026-03-02,NIFTY TOP 15 EQUAL WEIGHT,10361.4
2026-03-02,NIFTY TOP 20 EQUAL WEIGHT,9137.7
2026-03-02,NIFTY500 QUALITY 50,17976.75
2026-03-02,NIFTY500 LOW VOLATILITY 50,22552.05
2026-03-02,NIFTY100 ESG,4965.35
2026-03-02,NIFTY100 ENHANCED ESG,5000.6
2026-03-02,NIFTY500 VALUE 50,16619.05
2026-03-02,NIFTY100 ALPHA 30,17891.3
2026-03-02,NIFTY500 MULTIFACTOR MQVLV 50,31785.7
2026-03-02,NIFTY ALPHA LOW-VOLATILITY 30,26893.6
2026-03-02,NIFTY50 EQUAL WEIGHT,32689.2
2026-03-02,NIFTY500 EQUAL WEIGHT,13506.0
2026-03-02,NIFTY 50 FUTURES INDEX,6257.73
2026-03-02,NIFTY 50 ARBITRAGE,2644.96
2026-03-02,NIFTY 50 FUTURES TR INDEX,26561.29
2026-03-02,NIFTY 8-13 YR G-SEC,2992.28
2026-03-02,NIFTY 4-8 YR G-SEC INDEX,3263.56
2026-03-02,NIFTY 11-15 YR G-SEC INDEX,3268.91
2026-03-02,NIFTY 15 YR AND ABOVE G-SEC INDEX,3501.91
2026-03-02,NIFTY COMPOSITE G-SEC INDEX,3074.11
2026-03-02,NIFTY 10 YR BENCHMARK G-SEC,2629.04
2026-03-02,NIFTY 10 YR BENCHMARK G-SEC (CLEAN PRICE),887.35
2026-03-02,NIFTY BHARAT BOND INDEX - APRIL 2030,1575.31
2026-03-02,NIFTY BHARAT BOND INDEX - APRIL 2031,1431.18
2026-03-02,NIFTY BHARAT BOND INDEX - APRIL 2032,1301.43
2026-03-02,NIFTY BHARAT BOND INDEX - APRIL 2033,1263.49
2026-03-02,NIFTY 1D RATE INDEX,2531.97
2026-03-02,NIFTY50 USD,9418.54
2025-04-02,NIFTY NEXT 50,63087.1
2025-04-02,NIFTY 100,23901.85
2025-04-02,NIFTY 200,12927.85
2025-04-02,NIFTY MIDCAP 50,14665.95
2025-04-02,NIFTY MIDCAP 100,52053.2
2025-04-02,NIFTY SMALLCAP 100,16162.45
2025-04-02,NIFTY50 DIVIDEND POINTS,0.0
2025-04-02,NIFTY AUTO,21408.85
2025-04-02,NIFTY BANK,51348.05
2025-04-02,NIFTY ENERGY,33463.7
2025-04-02,NIFTY FINANCIAL SERVICES,24750.05
2025-04-02,NIFTY FMCG,53702.6
2025-04-02,NIFTY IT,36283.5
2025-04-02,NIFTY MEDIA,1517.55
2025-04-02,NIFTY METAL,9080.05
2025-04-02,NIFTY MNC,26101.3
2025-04-02,NIFTY PHARMA,20952.85
2025-04-02,NIFTY PSU BANK,6300.85
2025-04-02,NIFTY REALTY,854.65
2025-04-02,NIFTY INDIA CONSUMPTION,10827.55
2025-04-02,NIFTY COMMODITIES,8445.45
2025-04-02,NIFTY DIVIDEND OPPORTUNITIES 50,5821.5
2025-04-02,NIFTY INFRASTRUCTURE,8434.5
2025-04-02,NIFTY PSE,9315.25
2025-04-02,NIFTY SERVICES SECTOR,30883.9
2025-04-02,NIFTY50 SHARIAH,4628.5
2025-04-02,NIFTY500 SHARIAH,6688.45
2025-04-02,NIFTY LOW VOLATILITY 50,23517.45
2025-04-02,NIFTY ALPHA 50,46082.55
2025-04-02,NIFTY HIGH BETA 50,3362.1
2025-04-02,NIFTY100 EQUAL WEIGHT,30294.25
2025-04-02,NIFTY100 LIQUID 15,6529.75
2025-04-02,NIFTY CPSE,6062.95
2025-04-02,NIFTY50 VALUE 20,12429.9
2025-04-02,NIFTY MIDCAP LIQUID 15,13179.3
2025-04-02,NIFTY SHARIAH 25,7825.85
2025-04-02,NIFTY GROWTH SECTORS 15,10644.85
2025-04-02,NIFTY50 TR 1X INVERSE,179.45
2025-04-02,NIFTY50 TR 2X LEVERAGE,18082.0
2025-04-02,NIFTY50 PR 1X INVERSE,217.15
2025-04-02,NIFTY50 PR 2X LEVERAGE,12326.8
2025-04-02,NIFTY100 QUALITY 30,5194.6
2025-04-02,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,42162.45
2025-04-02,NIFTY500 MOMENTUM 50,47877.9
2025-04-02,NIFTY200 VALUE 30,12431.25
2025-04-02,NIFTY TOP 10 EQUAL WEIGHT,9233.7
2025-04-02,NIFTY500 MULTICAP MOMENTUM QUALITY 50,38010.2
2025-04-02,NIFTY TOP 15 EQUAL WEIGHT,9650.35
2025-04-02,NIFTY TOP 20 EQUAL WEIGHT,8621.7
2025-04-02,NIFTY500 QUALITY 50,17384.1
2025-04-02,NIFTY500 LOW VOLATILITY 50,20064.75
2025-04-02,NIFTY100 ESG,4556.2
2025-04-02,NIFTY100 ENHANCED ESG,4590.6
2025-04-02,NIFTY500 VALUE 50,13372.8
2025-04-02,NIFTY100 ALPHA 30,16554.4
2025-04-02,NIFTY50 EQUAL WEIGHT,29215.55
2025-04-02,NIFTY500 EQUAL WEIGHT,12748.0
2025-04-02,NIFTY 50 FUTURES INDEX,6229.35
2025-04-02,NIFTY 50 ARBITRAGE,2478.28
2025-04-02,NIFTY 50 FUTURES TR INDEX,25015.46
2025-04-02,NIFTY INDIA CORPORATE GROUP INDEX - MAHINDRA GROUP,29740.03
2025-04-02,NIFTY INDIA CORPORATE GROUP INDEX - ADITYA BIRLA GROUP,7677.41
2025-04-02,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP,16486.32
2025-04-02,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,15082.75
2025-04-02,NIFTY PRIVATE BANK,25610.6
2025-04-02,NIFTY SMALLCAP 50,7751.35
2025-04-02,NIFTY MIDCAP 150,19200.75
2025-04-02,NIFTY MIDCAP SELECT,11606.45
2025-04-02,NIFTY LARGEMIDCAP 250,14804.4
2025-04-02,NIFTY SME EMERGE,13103.43
2025-04-02,NIFTY OIL & GAS,10584.15
2025-04-02,NIFTY FINANCIAL SERVICES 25/50,26467.4
2025-04-02,NIFTY HEALTHCARE INDEX,13581.15
2025-04-02,NIFTY500 MULTICAP 50:25:25,14667.4
2025-04-02,NIFTY MICROCAP 250,20988.6
2025-04-02,NIFTY TOTAL MARKET,11951.25
2025-04-02,NIFTY INDIA DIGITAL,8290.5
2025-04-02,NIFTY MOBILITY,18481.95
2025-04-02,NIFTY INDIA DEFENCE,6332.05
2025-04-02,NIFTY FINANCIAL SERVICES EX-BANK,26281.35
2025-04-02,NIFTY HOUSING,10817.4
2025-04-02,NIFTY TRANSPORTATION & LOGISTICS,20394.55
2025-04-02,NIFTY MIDSMALL FINANCIAL SERVICES,15086.7
2025-04-02,NIFTY MIDSMALL HEALTHCARE,40267.35
2025-04-02,NIFTY MIDSMALL IT & TELECOM,9235.0
2025-04-02,NIFTY MIDSMALL INDIA CONSUMPTION,18389.95
2025-04-02,NIFTY REITS & INVITS,1114.38
2025-04-02,NIFTY CORE HOUSING,14890.7
2025-04-02,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20,12982.55
2025-04-02,NIFTY RURAL,13898.7
2025-04-02,NIFTY CAPITAL MARKETS,3448.6
2025-04-02,NIFTY INDIA NEW AGE CONSUMPTION,10611.45
2025-04-02,NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR),33338.3
2025-04-02,NIFTY INDIA RAILWAYS PSU,3469.0
2025-04-02,NIFTY CONSUMER DURABLES,35633.7
2025-04-02,NIFTY NON-CYCLICAL CONSUMER,15116.85
2025-04-02,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20,13789.9
2025-04-02,NIFTY EV & NEW AGE AUTOMOTIVE,2679.25
2025-04-02,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,16062.0
2025-04-02,NIFTY INDIA TOURISM,8782.7
2025-04-02,NIFTY MIDSMALLCAP 400,17757.25
2025-04-02,NIFTY IPO,1825.45
2025-04-02,NIFTY INDIA INTERNET & E-COMMERCE,1159.3
2025-04-02,NIFTY CHEMICALS,28170.3
2025-04-02,NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100,44220.8
2025-04-02,NIFTY ALPHA LOW-VOLATILITY 30,25108.75
2025-04-02,NIFTY500 MULTIFACTOR MQVLV 50,28531.65
2025-04-02,NIFTY100 LOW VOLATILITY 30,18695.05
2025-04-02,NIFTY QUALITY LOW-VOLATILITY 30,16147.8
2025-04-02,NIFTY ALPHA QUALITY LOW-VOLATILITY 30,20692.35
2025-04-02,NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30,19006.2
2025-04-02,NIFTY200 QUALITY 30,19079.5
2025-04-02,NIFTY MIDCAP150 QUALITY 50,22001.7
2025-04-02,NIFTY200 MOMENTUM 30,28129.7
2025-04-02,NIFTY INDIA MANUFACTURING,13072.3
2025-04-02,NIFTY100 ESG SECTOR LEADERS,3881.35
2025-04-02,NIFTY200 ALPHA 30,22437.9
2025-04-02,NIFTY MIDCAP150 MOMENTUM 50,55730.65
2025-04-02,NIFTY SMALLCAP250 QUALITY 50,24222.05
2025-04-02,NIFTY 8-13 YR G-SEC,2864.96
2025-04-02,NIFTY 4-8 YR G-SEC INDEX,3082.52
2025-04-02,NIFTY 11-15 YR G-SEC INDEX,3186.83
2025-04-02,NIFTY 15 YR AND ABOVE G-SEC INDEX,3510.71
2025-04-02,NIFTY COMPOSITE G-SEC INDEX,2968.3
2025-04-02,NIFTY 10 YR BENCHMARK G-SEC,2534.27
2025-04-02,NIFTY 10 YR BENCHMARK G-SEC (CLEAN PRICE),907.23
2025-04-02,NIFTY BHARAT BOND INDEX - APRIL 2030,1493.05
2025-04-02,NIFTY BHARAT BOND INDEX - APRIL 2025,1313.6
2025-04-02,NIFTY BHARAT BOND INDEX - APRIL 2031,1363.93
2025-04-02,NIFTY BHARAT BOND INDEX - APRIL 2032,1246.15
2025-04-02,NIFTY BHARAT BOND INDEX - APRIL 2033,1213.66
2025-04-02,NIFTY 1D RATE INDEX,2411.36
2025-04-02,NIFTY50 USD,9454.5
2026-04-02,NIFTY NEXT 50,61957.6
2026-04-02,NIFTY 100,23304.2
2026-04-02,NIFTY 200,12728.0
2026-04-02,NIFTY MIDCAP 50,15270.5
2026-04-02,NIFTY MIDCAP 100,53677.05
2026-04-02,NIFTY SMALLCAP 100,15650.5
2026-04-02,NIFTY50 DIVIDEND POINTS,0.0
2026-04-02,NIFTY AUTO,24089.65
2026-04-02,NIFTY BANK,51548.75
2026-04-02,NIFTY ENERGY,35299.4
2026-04-02,NIFTY FINANCIAL SERVICES,24041.55
2026-04-02,NIFTY FMCG,46232.15
2026-04-02,NIFTY IT,30441.45
2026-04-02,NIFTY MEDIA,1303.35
2026-04-02,NIFTY METAL,11456.6
2026-04-02,NIFTY MNC,28367.4
2026-04-02,NIFTY PHARMA,21808.4
2026-04-02,NIFTY PSU BANK,8134.4
2026-04-02,NIFTY REALTY,672.1
2026-04-02,NIFTY INDIA CONSUMPTION,10527.25
2026-04-02,NIFTY COMMODITIES,9216.8
2026-04-02,NIFTY DIVIDEND OPPORTUNITIES 50,5768.55
2026-04-02,NIFTY INFRASTRUCTURE,8630.1
2026-04-02,NIFTY PSE,9666.9
2026-04-02,NIFTY SERVICES SECTOR,28979.45
2026-04-02,NIFTY50 SHARIAH,4192.55
2026-04-02,NIFTY500 SHARIAH,6338.65
2026-04-02,NIFTY LOW VOLATILITY 50,22779.25
2026-04-02,NIFTY ALPHA 50,45540.7
2026-04-02,NIFTY HIGH BETA 50,3458.95
2026-04-02,NIFTY100 EQUAL WEIGHT,30437.75
2026-04-02,NIFTY100 LIQUID 15,6756.2
2026-04-02,NIFTY CPSE,6939.45
2026-04-02,NIFTY50 VALUE 20,11814.5
2026-04-02,NIFTY MIDCAP LIQUID 15,14169.1
2026-04-02,NIFTY SHARIAH 25,7377.05
2026-04-02,NIFTY GROWTH SECTORS 15,10593.2
2026-04-02,NIFTY50 TR 1X INVERSE,188.9
2026-04-02,NIFTY50 TR 2X LEVERAGE,16306.9
2026-04-02,NIFTY50 PR 1X INVERSE,231.1
2026-04-02,NIFTY50 PR 2X LEVERAGE,10872.25
2026-04-02,NIFTY100 QUALITY 30,5154.65
2026-04-02,NIFTY 50 FUTURES INDEX,5674.3
2026-04-02,NIFTY 50 ARBITRAGE,2660.99
2026-04-02,NIFTY 50 FUTURES TR INDEX,24225.97
2026-04-02,NIFTY INDIA CORPORATE GROUP INDEX - MAHINDRA GROUP,32983.41
2026-04-02,NIFTY INDIA CORPORATE GROUP INDEX - ADITYA BIRLA GROUP,8196.7
2026-04-02,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP,13829.91
2026-04-02,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,13604.35
2026-04-02,NIFTY PRIVATE BANK,24665.75
2026-04-02,NIFTY SMALLCAP 50,7625.85
2026-04-02,NIFTY MIDCAP 150,19805.5
2026-04-02,NIFTY MIDCAP SELECT,12394.55
2026-04-02,NIFTY LARGEMIDCAP 250,14851.55
2026-04-02,NIFTY SME EMERGE,11950.2
2026-04-02,NIFTY OIL & GAS,10842.35
2026-04-02,NIFTY FINANCIAL SERVICES 25/50,26211.5
2026-04-02,NIFTY HEALTHCARE INDEX,13934.35
2026-04-02,NIFTY500 MULTICAP 50:25:25,14498.95
2026-04-02,NIFTY MICROCAP 250,19898.15
2026-04-02,NIFTY TOTAL MARKET,11750.95
2026-04-02,NIFTY INDIA DIGITAL,7547.15
2026-04-02,NIFTY MOBILITY,19691.25
2026-04-02,NIFTY INDIA DEFENCE,7600.65
2026-04-02,NIFTY FINANCIAL SERVICES EX-BANK,27613.35
2026-04-02,NIFTY HOUSING,10657.95
2026-04-02,NIFTY TRANSPORTATION & LOGISTICS,21894.2
2026-04-02,NIFTY MIDSMALL FINANCIAL SERVICES,18549.9
2026-04-02,NIFTY MIDSMALL HEALTHCARE,41738.0
2026-04-02,NIFTY MIDSMALL IT & TELECOM,8176.35
2026-04-02,NIFTY MIDSMALL INDIA CONSUMPTION,16117.05
2026-04-02,NIFTY REITS & INVITS,1318.67
2026-04-02,NIFTY CORE HOUSING,13093.45
2026-04-02,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20,12876.8
2026-04-02,NIFTY RURAL,14078.65
2026-04-02,NIFTY CAPITAL MARKETS,4434.45
2026-04-02,NIFTY INDIA NEW AGE CONSUMPTION,9959.85
2026-04-02,NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR),34150.65
2026-04-02,NIFTY INDIA RAILWAYS PSU,2853.2
2026-04-02,NIFTY CONSUMER DURABLES,33345.0
2026-04-02,NIFTY NON-CYCLICAL CONSUMER,13661.0
2026-04-02,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20,14506.55
2026-04-02,NIFTY EV & NEW AGE AUTOMOTIVE,2701.5
2026-04-02,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,15946.15
2026-04-02,NIFTY INDIA TOURISM,6810.05
2026-04-02,NIFTY MIDSMALLCAP 400,17927.05
2026-04-02,NIFTY IPO,1813.85
2026-04-02,NIFTY INDIA INTERNET,1111.55
2026-04-02,NIFTY CHEMICALS,25578.5
2026-04-02,NIFTY CONGLOMERATE 50,13118.1
2026-04-02,NIFTY INDIA INFRASTRUCTURE & LOGISTICS,10435.45
2026-04-02,NIFTY INDIA FPI 150,1426.35
2026-04-02,NIFTY WAVES,1698.5
2026-04-02,NIFTY SMALLCAP 500,16552.07
2026-04-02,NIFTY CEMENT,13977.28
2026-04-02,NIFTY REITS & REALTY,1658.9
2026-04-02,NIFTY500 HEALTHCARE,17641.4
2026-04-02,NIFTY MIDSMALLCAP400 50:50,17321.84
2026-04-02,NIFTY TOTAL MARKET MOMENTUM QUALITY 50,38887.35
2026-04-02,NIFTY100 LOW VOLATILITY 30,18496.15
2026-04-02,NIFTY QUALITY LOW-VOLATILITY 30,15277.25
2026-04-02,NIFTY ALPHA QUALITY LOW-VOLATILITY 30,20521.95
2026-04-02,NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30,18807.35
2026-04-02,NIFTY200 QUALITY 30,18722.35
2026-04-02,NIFTY MIDCAP150 QUALITY 50,21210.85
2026-04-02,NIFTY200 MOMENTUM 30,27620.65
2026-04-02,NIFTY INDIA MANUFACTURING,14182.9
2026-04-02,NIFTY100 ESG SECTOR LEADERS,3773.25
2026-04-02,NIFTY200 ALPHA 30,22578.6
2026-04-02,NIFTY MIDCAP150 MOMENTUM 50,55507.0
2026-04-02,NIFTY SMALLCAP250 QUALITY 50,22505.1
2026-04-02,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,38999.15
2026-04-02,NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100,43954.55
2026-04-02,NIFTY500 MOMENTUM 50,46966.4
2026-04-02,NIFTY200 VALUE 30,14284.25
2026-04-02,NIFTY TOP 10 EQUAL WEIGHT,8373.5
2026-04-02,NIFTY500 MULTICAP MOMENTUM QUALITY 50,37568.3
2026-04-02,NIFTY TOP 15 EQUAL WEIGHT,9334.95
2026-04-02,NIFTY TOP 20 EQUAL WEIGHT,8309.55
2026-04-02,NIFTY500 QUALITY 50,17439.1
2026-04-02,NIFTY500 LOW VOLATILITY 50,20705.5
2026-04-02,NIFTY100 ESG,4542.6
2026-04-02,NIFTY100 ENHANCED ESG,4575.25
2026-04-02,NIFTY500 VALUE 50,15176.55
2026-04-02,NIFTY100 ALPHA 30,16163.6
2026-04-02,NIFTY500 MULTIFACTOR MQVLV 50,28859.75
2026-04-02,NIFTY ALPHA LOW-VOLATILITY 30,24073.65
2026-04-02,NIFTY500 FLEXICAP QUALITY 30,9179.2
2026-04-02,NIFTY50 EQUAL WEIGHT,30005.45
2026-04-02,NIFTY500 EQUAL WEIGHT,12602.35
2026-04-02,NIFTY 8-13 YR G-SEC,2923.98
2026-04-02,NIFTY 4-8 YR G-SEC INDEX,3199.07
2026-04-02,NIFTY 11-15 YR G-SEC INDEX,3169.05
2026-04-02,NIFTY 15 YR AND ABOVE G-SEC INDEX,3336.88
2026-04-02,NIFTY COMPOSITE G-SEC INDEX,2993.71
2026-04-02,NIFTY 10 YR BENCHMARK G-SEC,2565.23
2026-04-02,NIFTY 10 YR BENCHMARK G-SEC (CLEAN PRICE),860.38
2026-04-02,NIFTY BHARAT BOND INDEX - APRIL 2030,1558.92
2026-04-02,NIFTY BHARAT BOND INDEX - APRIL 2031,1415.18
2026-04-02,NIFTY BHARAT BOND INDEX - APRIL 2032,1284.72
2026-04-02,NIFTY BHARAT BOND INDEX - APRIL 2033,1245.99
2026-04-02,NIFTY 1D RATE INDEX,2543.1
2026-04-02,NIFTY50 USD,8452.68
2025-05-02,NIFTY NEXT 50,64429.75
2025-05-02,NIFTY 100,24849.2
2025-05-02,NIFTY 200,13423.5
2025-05-02,NIFTY MIDCAP 50,15176.35
2025-05-02,NIFTY MIDCAP 100,53705.1
2025-05-02,NIFTY SMALLCAP 100,16441.8
2025-05-02,NIFTY50 DIVIDEND POINTS,4.22
2025-05-02,NIFTY AUTO,22286.5
2025-05-02,NIFTY BANK,55115.35
2025-05-02,NIFTY ENERGY,34138.75
2025-05-02,NIFTY FINANCIAL SERVICES,26151.75
2025-05-02,NIFTY FMCG,56252.25
2025-05-02,NIFTY IT,35891.85
2025-05-02,NIFTY MEDIA,1521.35
2025-05-02,NIFTY METAL,8518.4
2025-05-02,NIFTY MNC,26904.9
2025-05-02,NIFTY PHARMA,21627.45
2025-05-02,NIFTY PSU BANK,6554.45
2025-05-02,NIFTY REALTY,881.55
2025-05-02,NIFTY INDIA CONSUMPTION,11281.8
2025-05-02,NIFTY COMMODITIES,8486.7
2025-05-02,NIFTY DIVIDEND OPPORTUNITIES 50,5878.2
2025-05-02,NIFTY INFRASTRUCTURE,8794.5
2025-05-02,NIFTY PSE,9529.05
2025-05-02,NIFTY SERVICES SECTOR,32205.95
2025-05-02,NIFTY50 SHARIAH,4698.95
2025-05-02,NIFTY500 SHARIAH,6787.0
2025-05-02,NIFTY LOW VOLATILITY 50,24451.0
2025-05-02,NIFTY ALPHA 50,47218.55
2025-05-02,NIFTY HIGH BETA 50,3429.15
2025-05-02,NIFTY100 EQUAL WEIGHT,31038.75
2025-05-02,NIFTY100 LIQUID 15,6772.55
2025-05-02,NIFTY CPSE,6195.9
2025-05-02,NIFTY50 VALUE 20,12644.05
2025-05-02,NIFTY MIDCAP LIQUID 15,13830.95
2025-05-02,NIFTY SHARIAH 25,8042.2
2025-05-02,NIFTY GROWTH SECTORS 15,11132.7
2025-05-02,NIFTY50 TR 1X INVERSE,172.25
2025-05-02,NIFTY50 TR 2X LEVERAGE,19538.0
2025-05-02,NIFTY50 PR 1X INVERSE,208.45
2025-05-02,NIFTY50 PR 2X LEVERAGE,13314.8
2025-05-02,NIFTY100 QUALITY 30,5353.55
2025-05-02,NIFTY200 VALUE 30,12494.2
2025-05-02,NIFTY TOP 10 EQUAL WEIGHT,9617.4
2025-05-02,NIFTY500 MULTICAP MOMENTUM QUALITY 50,39162.2
2025-05-02,NIFTY TOP 15 EQUAL WEIGHT,10084.4
2025-05-02,NIFTY TOP 20 EQUAL WEIGHT,8997.5
2025-05-02,NIFTY500 QUALITY 50,17758.4
2025-05-02,NIFTY500 LOW VOLATILITY 50,20786.15
2025-05-02,NIFTY100 ESG,4712.95
2025-05-02,NIFTY100 ENHANCED ESG,4747.95
2025-05-02,NIFTY500 VALUE 50,13469.35
2025-05-02,NIFTY100 ALPHA 30,17063.2
2025-05-02,NIFTY50 EQUAL WEIGHT,30128.15
2025-05-02,NIFTY500 EQUAL WEIGHT,12963.4
2025-05-02,NIFTY 50 FUTURES INDEX,6451.65
2025-05-02,NIFTY 50 ARBITRAGE,2494.77
2025-05-02,NIFTY 50 FUTURES TR INDEX,26048.52
2025-05-02,NIFTY INDIA CORPORATE GROUP INDEX - MAHINDRA GROUP,32254.58
2025-05-02,NIFTY INDIA CORPORATE GROUP INDEX - ADITYA BIRLA GROUP,7717.22
2025-05-02,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP,16132.18
2025-05-02,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP,14772.05
2025-05-02,NIFTY PRIVATE BANK,27396.4
2025-05-02,NIFTY SMALLCAP 50,7934.25
2025-05-02,NIFTY MIDCAP 150,19738.1
2025-05-02,NIFTY MIDCAP SELECT,11977.0
2025-05-02,NIFTY LARGEMIDCAP 250,15304.4
2025-05-02,NIFTY SME EMERGE,13551.51
2025-05-02,NIFTY OIL & GAS,11261.05
2025-05-02,NIFTY FINANCIAL SERVICES 25/50,27821.35
2025-05-02,NIFTY HEALTHCARE INDEX,13968.25
2025-05-02,NIFTY500 MULTICAP 50:25:25,15101.8
2025-05-02,NIFTY MICROCAP 250,20932.35
2025-05-02,NIFTY TOTAL MARKET,12350.8
2025-05-02,NIFTY INDIA DIGITAL,8391.3
2025-05-02,NIFTY MOBILITY,19414.6
2025-05-02,NIFTY INDIA DEFENCE,7038.45
2025-05-02,NIFTY FINANCIAL SERVICES EX-BANK,27244.85
2025-05-02,NIFTY HOUSING,10969.5
2025-05-02,NIFTY TRANSPORTATION & LOGISTICS,21406.75
2025-05-02,NIFTY MIDSMALL FINANCIAL SERVICES,16094.25
2025-05-02,NIFTY MIDSMALL HEALTHCARE,40472.8
2025-05-02,NIFTY MIDSMALL IT & TELECOM,9266.5
2025-05-02,NIFTY MIDSMALL INDIA CONSUMPTION,18775.75
2025-05-02,NIFTY REITS & INVITS,1132.97
2025-05-02,NIFTY CORE HOUSING,15317.65
2025-05-02,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20,13375.0
2025-05-02,NIFTY RURAL,14391.35
2025-05-02,NIFTY CAPITAL MARKETS,3713.25
2025-05-02,NIFTY INDIA NEW AGE CONSUMPTION,10864.7
2025-05-02,NIFTY INDIA SELECT 5 CORPORATE GROUPS (MAATR),34582.8
2025-05-02,NIFTY INDIA RAILWAYS PSU,3443.19
2025-05-02,NIFTY CONSUMER DURABLES,36583.3
2025-05-02,NIFTY NON-CYCLICAL CONSUMER,15704.25
2025-05-02,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20,14219.85
2025-05-02,NIFTY EV & NEW AGE AUTOMOTIVE,2716.95
2025-05-02,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,16484.55
2025-05-02,NIFTY INDIA TOURISM,8980.85
2025-05-02,NIFTY MIDSMALLCAP 400,18151.5
2025-05-02,NIFTY IPO,1835.7
2025-05-02,NIFTY INDIA INTERNET & E-COMMERCE,1201.35
2025-05-02,NIFTY CHEMICALS,29287.58
2025-05-02,NIFTY WAVES,1978.51
2025-05-02,NIFTY500 MULTIFACTOR MQVLV 50,29610.0
2025-05-02,NIFTY500 FLEXICAP QUALITY 30,10316.4
2025-05-02,NIFTY ALPHA LOW-VOLATILITY 30,26137.5
2025-05-02,NIFTY100 LOW VOLATILITY 30,19383.45
2025-05-02,NIFTY QUALITY LOW-VOLATILITY 30,16754.95
2025-05-02,NIFTY ALPHA QUALITY LOW-VOLATILITY 30,21452.35
2025-05-02,NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30,19595.7
2025-05-02,NIFTY200 QUALITY 30,19659.7
2025-05-02,NIFTY MIDCAP150 QUALITY 50,22793.3
2025-05-02,NIFTY200 MOMENTUM 30,29190.8
