date,close
2026-02-05,12.17
2026-02-06,11.94
2026-02-09,12.19
2026-02-10,11.67
2026-02-11,11.55
2026-02-12,11.73
2026-02-13,13.29
2026-02-16,13.33
2026-02-17,12.67
2026-02-18,12.22
2026-02-19,13.46
2026-02-20,14.36
2026-02-23,14.17
2026-02-24,14.15
2026-02-25,13.49
2026-02-26,13.06
2026-02-27,13.7
2026-03-02,17.13
2026-03-04,21.14
2026-03-05,17.86
2026-03-06,19.88
2026-03-09,23.36
2026-03-10,18.91
2026-03-11,21.06
2026-03-12,21.52
2026-03-13,22.65
2026-03-16,21.6
2026-03-17,19.79
2026-03-18,18.72
2026-03-19,22.8
2026-03-20,22.81
2026-03-23,26.73
2026-03-24,24.74
2026-03-25,24.64
2026-03-27,26.8
2026-03-30,27.89
2026-04-01,25.01
2026-04-02,25.52
2026-04-06,25.47
2026-04-07,24.7
2026-04-08,19.7
2026-04-09,20.43
2026-04-10,18.85
2026-04-13,20.5
2026-04-15,18.67
2026-04-16,18.09
2026-04-17,17.21
2026-04-20,18.79
2026-04-21,17.53
2026-04-22,18.3
2026-04-23,18.59
2026-04-24,19.71
2026-04-27,18.38
2026-04-28,18.05
2026-04-29,17.44
2026-04-30,18.46
2026-05-04,18.3
2026-05-05,17.91
2026-05-06,16.68
2026-05-07,16.62
2026-05-08,16.84
2026-05-11,18.55
2026-05-12,19.28
2026-05-13,19.43
2026-05-14,18.61
2026-05-15,18.79
2026-05-18,19.63
2026-05-19,18.68
2026-05-20,18.44
2026-05-21,17.82
2026-05-22,17.91
2026-05-25,16.7
2026-05-26,16.13
2026-05-27,14.98
2026-05-29,16.19
2026-06-01,16.54
2026-06-02,15.36
2026-06-03,16.28
2026-06-04,15.89
2026-06-05,15.79
2026-06-08,17.03
2026-06-09,15.58
2026-06-10,15.63
2026-06-11,15.61
2026-06-12,14.72
2026-06-15,14.35
2026-06-16,13.36
2026-06-17,13.19
2026-06-18,12.67
2026-06-19,12.97
2026-06-22,12.84
2026-06-23,13.94
2026-06-24,13.39
2026-06-25,13.05
2026-06-29,13.61
2026-06-30,13.6
2026-07-01,13.24
2026-07-02,12.29
2026-07-03,11.8
2026-07-06,11.82
2026-07-07,11.65
2026-07-08,14.68
2026-07-09,13.36
2026-07-10,12.25
2026-07-13,13.28
2026-07-14,13.75
2026-07-15,13.27
2026-07-16,12.88
2026-07-17,13.15
2026-07-20,12.98
2026-07-21,12.6
2026-07-22,13.29
2026-07-23,13.48
2026-07-24,14.03
2026-07-27,12.66
2026-07-28,12.56
2026-07-29,12.01
2026-07-30,12.16
2026-07-31,11.76
2026-08-03,11.93
2026-08-04,12.19
2026-08-05,12.06
2026-08-06,12.16
2026-08-07,12.16
2026-08-10,12.25
2026-08-11,11.86
2026-08-12,11.69
2026-08-13,11.42
2026-08-14,11.31
2026-08-17,11.33
2026-08-18,11.39
2026-08-19,11.32
2026-08-20,10.76
2026-08-21,11.2
2026-08-24,11.53
2026-08-25,11.08
2026-08-26,10.57
2026-08-27,11.07
2026-08-28,10.68
2026-08-31,11.19
2026-09-01,11.49
2026-09-02,11.59
2026-09-03,11.34
2026-09-04,10.68
2026-09-07,11.16
2026-09-08,11.23
2026-09-09,11.92
2026-09-10,11.8
2026-09-11,12.29
