symbol,cap_tier,cap_source,adv_cr,dlv_adv_cr,dlv_cover
ABMINTLTD,BROAD,not_in_nse_index,0.0,0.0,0.0
ABMKNO,BROAD,not_in_nse_index,0.0,0.02,1.0
ABSL10BANK,BROAD,not_in_nse_index,0.4,0.34,1.0
ABSLBANETF,BROAD,not_in_nse_index,0.6,0.51,1.0
ABSLLIQUID,BROAD,not_in_nse_index,0.5,0.36,1.0
ABSLMSCIN,BROAD,not_in_nse_index,0.0,0.01,1.0
ABSLNN50ET,BROAD,not_in_nse_index,0.1,0.08,1.0
ABSLPSE,BROAD,not_in_nse_index,0.2,0.12,1.0
ACCELYA,BROAD,not_in_nse_index,0.7,0.44,1.0
ACCURACY,BROAD,not_in_nse_index,0.0,0.0,0.0
ACEINTEG,BROAD,not_in_nse_index,0.0,0.01,1.0
ACGL,BROAD,not_in_nse_index,0.1,0.07,0.64
ACI,BROAD,not_in_nse_index,18.0,9.8,1.0
ACL,BROAD,not_in_nse_index,0.1,0.05,1.0
ACLGATI,BROAD,not_in_nse_index,0.0,0.0,0.0
ACRYSIL,BROAD,not_in_nse_index,0.0,0.0,0.0
ACSTECH,BROAD,not_in_nse_index,1.9,0.54,0.51
ADANI-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ADANIGAS,BROAD,not_in_nse_index,0.0,0.0,0.0
ADANITRANS,BROAD,not_in_nse_index,0.0,0.0,0.0
ADDIND,BROAD,not_in_nse_index,0.0,0.0,0.62
ADFFOODS,BROAD,not_in_nse_index,4.3,1.75,1.0
ADHUNIKIND,BROAD,not_in_nse_index,0.0,0.0,0.0
ADL,BROAD,not_in_nse_index,0.0,0.01,0.98
ADOR,BROAD,not_in_nse_index,7.8,3.74,1.0
ADORWELD,BROAD,not_in_nse_index,0.0,0.0,0.0
ADRO-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ADROITINFO,BROAD,not_in_nse_index,0.1,0.04,1.0
ADSL,BROAD,not_in_nse_index,1.7,0.7,1.0
ADVAIT,BROAD,not_in_nse_index,11.6,4.82,1.0
ADVANCE,BROAD,not_in_nse_index,5.1,2.16,1.0
ADVANIHOTR,BROAD,not_in_nse_index,0.1,0.1,1.0
ADVENTHTL,BROAD,not_in_nse_index,2.4,1.02,1.0
ADVENZYMES,BROAD,not_in_nse_index,8.6,4.55,1.0
ADVIKCA,BROAD,not_in_nse_index,0.0,0.02,0.64
AEGISCHEM,BROAD,not_in_nse_index,0.0,0.0,0.0
AEPL,BROAD,not_in_nse_index,0.2,0.1,1.0
AEQUS,BROAD,not_in_nse_index,66.7,29.56,1.0
AEROENTER,BROAD,not_in_nse_index,11.6,5.16,1.0
AEROFLEX,BROAD,not_in_nse_index,76.6,26.89,1.0
AERONEU,BROAD,not_in_nse_index,0.4,0.16,1.0
AEROPLANE,BROAD,not_in_nse_index,12.7,7.25,1.0
AETHER,BROAD,not_in_nse_index,52.2,20.14,1.0
AFFORDABLE,BROAD,not_in_nse_index,0.3,0.1,0.42
AFIL,BROAD,not_in_nse_index,0.6,0.39,1.0
AFL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
AFSL,BROAD,not_in_nse_index,0.3,0.18,1.0
AGARIND,BROAD,not_in_nse_index,6.7,1.02,1.0
AGARWALEYE,BROAD,not_in_nse_index,70.8,54.83,1.0
AGASTYAEN,BROAD,not_in_nse_index,0.0,0.0,0.0
AGCNET,BROAD,not_in_nse_index,0.0,0.0,0.0
AGI,BROAD,not_in_nse_index,15.2,6.56,1.0
AGIIL,BROAD,not_in_nse_index,42.3,11.05,1.0
AGL,BROAD,not_in_nse_index,6.6,2.52,1.0
AGRITECH,BROAD,not_in_nse_index,0.0,0.01,0.73
AGROPHOS,BROAD,not_in_nse_index,0.1,0.05,1.0
AGSTRA,BROAD,not_in_nse_index,0.0,0.0,0.0
AHCL,BROAD,not_in_nse_index,59.6,10.18,1.0
AHL,BROAD,not_in_nse_index,0.0,0.0,0.0
AHLADA,BROAD,not_in_nse_index,0.1,0.05,1.0
AHLEAST,BROAD,not_in_nse_index,0.0,0.02,1.0
AHLUCONT,BROAD,not_in_nse_index,5.5,2.56,1.0
AHLWEST,BROAD,not_in_nse_index,0.0,0.0,0.0
AIRAN,BROAD,not_in_nse_index,0.2,0.1,1.0
AIROLAM,BROAD,not_in_nse_index,0.0,0.03,1.0
AIRTEL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
AJAXENGG,BROAD,not_in_nse_index,6.5,2.67,1.0
AJMERA,BROAD,not_in_nse_index,4.0,1.78,1.0
AJOONI,BROAD,not_in_nse_index,0.1,0.09,1.0
AJOONI-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
AJOONI-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
AJRINFRA,BROAD,not_in_nse_index,0.0,0.0,0.0
AKASH,BROAD,not_in_nse_index,0.0,0.01,1.0
AKCAPIT,BROAD,not_in_nse_index,0.3,0.26,1.0
AKG,BROAD,not_in_nse_index,0.0,0.03,1.0
AKG-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
AKI,BROAD,not_in_nse_index,0.2,0.11,0.73
AKSH-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
AKSHAR,BROAD,not_in_nse_index,0.0,0.03,1.0
AKSHARCHEM,BROAD,not_in_nse_index,0.6,0.0,0.0
AKSHOPTFBR,BROAD,not_in_nse_index,0.3,0.0,0.0
AKUMS,BROAD,not_in_nse_index,27.5,13.18,1.0
AKZOINDIA,BROAD,not_in_nse_index,0.0,0.0,0.0
ALANKIT,BROAD,not_in_nse_index,0.1,0.07,1.0
ALBERTDAVD,BROAD,not_in_nse_index,1.1,0.54,1.0
ALCHEM,BROAD,not_in_nse_index,0.0,0.0,0.0
ALEMBICLTD,BROAD,not_in_nse_index,16.7,4.21,1.0
ALFREDHE,BROAD,not_in_nse_index,0.0,0.01,0.6
ALGOQUANT,BROAD,not_in_nse_index,9.2,2.4,1.0
ALICON,BROAD,not_in_nse_index,3.4,1.83,1.0
ALIVUS,BROAD,not_in_nse_index,23.9,10.33,1.0
ALKALI,BROAD,not_in_nse_index,0.4,0.13,0.29
ALKYLAMINE,BROAD,not_in_nse_index,22.3,6.66,1.0
ALLCARGO,BROAD,not_in_nse_index,30.2,6.93,1.0
ALLDIGI,BROAD,not_in_nse_index,1.0,0.64,1.0
ALLSEC,BROAD,not_in_nse_index,0.0,0.0,0.0
ALLTIME,BROAD,not_in_nse_index,2.1,1.11,1.0
ALMONDZ,BROAD,not_in_nse_index,0.6,0.38,1.0
ALOKINDS,BROAD,not_in_nse_index,16.8,7.45,1.0
ALPA,BROAD,not_in_nse_index,0.1,0.07,1.0
ALPHA,BROAD,not_in_nse_index,5.2,3.33,1.0
ALPHAETF,BROAD,not_in_nse_index,1.4,1.07,1.0
ALPHAGEO,BROAD,not_in_nse_index,1.5,0.52,0.42
ALPINETEX,BROAD,not_in_nse_index,1.8,0.68,0.84
ALPL30IETF,BROAD,not_in_nse_index,1.5,1.15,1.0
ALPSINDUS,BROAD,not_in_nse_index,0.0,0.0,0.0
ALUFLUOR,BROAD,not_in_nse_index,0.3,0.2,0.64
AMAGI,BROAD,not_in_nse_index,55.9,16.39,1.0
AMAL,BROAD,not_in_nse_index,0.5,0.32,0.64
AMANTA,BROAD,not_in_nse_index,1.1,0.0,0.0
AMARAJABAT,BROAD,not_in_nse_index,0.0,0.0,0.0
AMARJOTHI,BROAD,not_in_nse_index,0.0,0.02,0.64
AMBALALSA,BROAD,not_in_nse_index,0.9,0.44,0.44
AMBICAAGAR,BROAD,not_in_nse_index,0.1,0.04,1.0
AMBIKCO,BROAD,not_in_nse_index,3.0,1.6,1.0
AMDIND,BROAD,not_in_nse_index,0.6,0.21,0.87
AMIORG,BROAD,not_in_nse_index,0.0,0.0,0.0
AMIRCHAND,BROAD,not_in_nse_index,0.0,0.0,0.0
AMJLAND,BROAD,not_in_nse_index,0.0,0.03,1.0
AMNPLST,BROAD,not_in_nse_index,0.2,0.07,1.0
AMRUTANJAN,BROAD,not_in_nse_index,5.3,2.64,1.0
ANDHRACEMT,BROAD,not_in_nse_index,0.0,0.0,0.0
ANDHRAPAP,BROAD,not_in_nse_index,12.9,2.08,1.0
ANDHRSUGAR,BROAD,not_in_nse_index,9.4,2.7,1.0
ANDREWYU,BROAD,not_in_nse_index,0.2,0.14,0.64
ANGELBRKG,BROAD,not_in_nse_index,0.0,0.0,0.0
ANIKINDS,BROAD,not_in_nse_index,0.0,0.03,0.98
ANKITMETAL,BROAD,not_in_nse_index,0.0,0.0,0.0
ANMOL,BROAD,not_in_nse_index,0.3,0.13,0.84
ANNAPURNA,BROAD,not_in_nse_index,0.5,0.35,0.71
ANNU,BROAD,not_in_nse_index,3.1,0.46,0.16
ANSALAPI,BROAD,not_in_nse_index,0.0,0.0,0.0
ANSALBU,BROAD,not_in_nse_index,0.1,0.03,0.62
ANSALHSG,BROAD,not_in_nse_index,0.0,0.0,0.0
ANTELOPUS,BROAD,not_in_nse_index,215.2,20.3,1.0
ANTGRAPHIC,BROAD,not_in_nse_index,0.0,0.01,1.0
ANUHPHR,BROAD,not_in_nse_index,1.5,0.72,1.0
ANUP,BROAD,not_in_nse_index,7.6,2.65,1.0
AONEGOLD,BROAD,not_in_nse_index,0.7,0.36,1.0
AONELIQUID,BROAD,not_in_nse_index,2.2,1.64,1.0
AONENIFTY,BROAD,not_in_nse_index,0.2,0.14,1.0
AONESILVER,BROAD,not_in_nse_index,0.5,0.29,1.0
AONETMMQ50,BROAD,not_in_nse_index,0.1,0.09,1.0
AONETOTAL,BROAD,not_in_nse_index,0.2,0.13,1.0
APCL,BROAD,not_in_nse_index,0.1,0.05,1.0
APCL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
APCOTEXIND,BROAD,not_in_nse_index,24.1,7.9,1.0
APEX,BROAD,not_in_nse_index,15.2,3.08,1.0
APLLTD,BROAD,not_in_nse_index,12.6,6.13,1.0
APOLLO,BROAD,not_in_nse_index,237.8,70.26,1.0
APOLLOPIPE,BROAD,not_in_nse_index,22.4,9.29,1.0
APOLSINHOT,BROAD,not_in_nse_index,0.1,0.08,1.0
APOORVA,BROAD,not_in_nse_index,0.0,0.0,0.4
APTECHT,BROAD,not_in_nse_index,0.6,0.07,0.11
AQYLON,BROAD,not_in_nse_index,8.8,4.73,1.0
ARCHIDPLY,BROAD,not_in_nse_index,0.5,0.26,1.0
ARCHIES,BROAD,not_in_nse_index,0.0,0.02,1.0
ARCIL,BROAD,not_in_nse_index,21.5,9.83,0.16
ARCL,BROAD,not_in_nse_index,0.0,0.03,0.64
ARCOTECH,BROAD,not_in_nse_index,0.0,0.0,0.0
ARDEE,BROAD,not_in_nse_index,45.7,16.75,0.71
ARENTERP,BROAD,not_in_nse_index,0.0,0.01,1.0
ARFIN,BROAD,not_in_nse_index,11.9,2.26,1.0
ARIES,BROAD,not_in_nse_index,4.0,1.26,0.71
ARIHANT,BROAD,not_in_nse_index,0.5,0.25,1.0
ARIHANTCAP,BROAD,not_in_nse_index,5.6,1.53,1.0
ARIHANTSUP,BROAD,not_in_nse_index,0.4,0.31,1.0
ARIS,BROAD,not_in_nse_index,25.1,9.83,1.0
ARISINFRA,BROAD,not_in_nse_index,0.0,0.0,0.0
ARKADE,BROAD,not_in_nse_index,4.3,1.69,1.0
ARMANFIN,BROAD,not_in_nse_index,8.3,4.14,1.0
AROGRANITE,BROAD,not_in_nse_index,0.0,0.02,1.0
ARROWGREEN,BROAD,not_in_nse_index,3.5,0.94,0.2
ARSHIYA,BROAD,not_in_nse_index,0.0,0.0,0.0
ARSSBL,BROAD,not_in_nse_index,7.8,3.96,1.0
ARSSINFRA,BROAD,not_in_nse_index,0.0,0.0,0.0
ARTEMISMED,BROAD,not_in_nse_index,29.6,7.59,1.0
ARTNIRMAN,BROAD,not_in_nse_index,0.0,0.01,0.96
ARVEE,BROAD,not_in_nse_index,0.4,0.12,1.0
ARVIND,BROAD,not_in_nse_index,40.3,18.89,1.0
ARVINDFASN,BROAD,not_in_nse_index,9.3,5.3,1.0
ARVSMART,BROAD,not_in_nse_index,26.2,3.85,1.0
ARYAMAN,BROAD,not_in_nse_index,0.0,0.01,0.64
ASAHISONG,BROAD,not_in_nse_index,1.8,0.48,0.11
ASAL,BROAD,not_in_nse_index,1.0,0.49,1.0
ASALCBR,BROAD,not_in_nse_index,2.4,1.4,1.0
ASHAPURMIN,BROAD,not_in_nse_index,30.2,13.96,1.0
ASHIANA,BROAD,not_in_nse_index,2.5,1.01,1.0
ASHIKA,BROAD,not_in_nse_index,0.2,0.09,0.02
ASHIKAG,BROAD,not_in_nse_index,9.3,3.46,0.24
ASHIMASYN,BROAD,not_in_nse_index,0.2,0.13,1.0
ASHOKA,BROAD,not_in_nse_index,37.1,4.87,1.0
ASHOKAMET,BROAD,not_in_nse_index,0.1,0.07,1.0
ASIAN-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ASIAN-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
ASIANENE,BROAD,not_in_nse_index,29.1,10.42,1.0
ASIANHOTNR,BROAD,not_in_nse_index,2.6,0.88,1.0
ASIANTILES,BROAD,not_in_nse_index,63.1,11.79,1.0
ASIANTNE,BROAD,not_in_nse_index,0.0,0.01,0.64
ASKAUTOLTD,BROAD,not_in_nse_index,61.4,12.55,1.0
ASMS,BROAD,not_in_nse_index,0.1,0.01,0.11
ASPINWALL,BROAD,not_in_nse_index,0.1,0.04,1.0
ASSAMENT,BROAD,not_in_nse_index,0.0,0.0,0.4
ASTAR,BROAD,not_in_nse_index,0.1,0.02,0.89
ASTEC,BROAD,not_in_nse_index,19.9,2.32,1.0
ASTEC-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ASTRAMICRO,BROAD,not_in_nse_index,80.4,31.13,1.0
ASTRAZEN,BROAD,not_in_nse_index,9.6,6.57,1.0
ASTRON,BROAD,not_in_nse_index,0.0,0.0,0.0
ATAL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ATALREAL,BROAD,not_in_nse_index,33.5,7.93,1.0
ATAM,BROAD,not_in_nse_index,0.1,0.07,1.0
ATFL,BROAD,not_in_nse_index,0.0,0.0,0.0
ATL,BROAD,not_in_nse_index,0.6,0.36,1.0
ATL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
ATLANTA,BROAD,not_in_nse_index,0.0,0.0,0.0
ATLANTAA,BROAD,not_in_nse_index,0.3,0.2,1.0
ATLANTAELE,BROAD,not_in_nse_index,23.4,11.32,1.0
ATLASCYCLE,BROAD,not_in_nse_index,0.5,0.16,1.0
ATNINTER,BROAD,not_in_nse_index,0.0,0.0,0.0
ATULAUTO,BROAD,not_in_nse_index,13.2,4.73,1.0
AUGMONT,BROAD,not_in_nse_index,90.4,26.83,0.42
AURIGROW,BROAD,not_in_nse_index,0.0,0.0,0.0
AURIONPRO,BROAD,not_in_nse_index,14.7,7.63,1.0
AURUM,BROAD,not_in_nse_index,3.8,1.71,1.0
AURUM-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
AURUS,BROAD,not_in_nse_index,0.0,0.01,1.0
AUSOMENT,BROAD,not_in_nse_index,0.1,0.06,0.73
AUSTENG,BROAD,not_in_nse_index,0.2,0.08,0.64
AUTOAXLES,BROAD,not_in_nse_index,1.8,1.03,1.0
AUTOBEES,BROAD,not_in_nse_index,6.9,3.86,1.0
AUTOIETF,BROAD,not_in_nse_index,2.3,1.49,1.0
AUTOIND,BROAD,not_in_nse_index,1.9,0.68,0.53
AUTOLITIND,BROAD,not_in_nse_index,0.0,0.0,0.0
AVADHSUGAR,BROAD,not_in_nse_index,26.3,5.76,0.98
AVAILFC,BROAD,not_in_nse_index,0.0,0.0,0.0
AVALON,BROAD,not_in_nse_index,134.2,44.61,1.0
AVANCE,BROAD,not_in_nse_index,0.3,0.15,0.64
AVANTEL,BROAD,not_in_nse_index,19.7,5.89,1.0
AVANTEL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
AVANTIFEED,BROAD,not_in_nse_index,31.0,12.85,1.0
AVG,BROAD,not_in_nse_index,0.2,0.0,0.0
AVG-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
AVL,BROAD,not_in_nse_index,11.9,6.59,1.0
AVON-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
AVONMORE,BROAD,not_in_nse_index,0.4,0.28,1.0
AVROIND,BROAD,not_in_nse_index,0.4,0.23,1.0
AVTNPL,BROAD,not_in_nse_index,4.2,1.6,1.0
AWFIS,BROAD,not_in_nse_index,25.5,5.26,1.0
AWHCL,BROAD,not_in_nse_index,10.6,2.17,1.0
AXISBNKETF,BROAD,not_in_nse_index,0.0,0.0,0.0
AXISBPSETF,BROAD,not_in_nse_index,0.0,0.0,0.0
AXISCADES,BROAD,not_in_nse_index,30.2,15.14,1.0
AXISCETF,BROAD,not_in_nse_index,0.0,0.0,0.0
AXISGOLD,BROAD,not_in_nse_index,0.0,0.0,0.0
AXISHCETF,BROAD,not_in_nse_index,0.0,0.0,0.0
AXISILVER,BROAD,not_in_nse_index,0.0,0.0,0.0
AXISNIFTY,BROAD,not_in_nse_index,0.0,0.0,0.0
AXISTECETF,BROAD,not_in_nse_index,0.0,0.0,0.0
AXISVALUE,BROAD,not_in_nse_index,0.0,0.0,0.0
AXITA,BROAD,not_in_nse_index,0.7,0.29,1.0
AXSENSEX,BROAD,not_in_nse_index,0.0,0.0,0.0
AXTEL,BROAD,not_in_nse_index,0.2,0.13,0.64
AYE,BROAD,not_in_nse_index,22.9,8.65,1.0
AYMSYNTEX,BROAD,not_in_nse_index,3.6,1.56,1.0
AZAD,BROAD,not_in_nse_index,139.0,50.62,1.0
AZADIND,BROAD,not_in_nse_index,0.2,0.05,0.64
BAFNAPH,BROAD,not_in_nse_index,0.6,0.0,0.0
BAGFILMS,BROAD,not_in_nse_index,0.0,0.03,1.0
BAIDFIN,BROAD,not_in_nse_index,0.1,0.08,1.0
BAIDFIN-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
BAJAJCON,BROAD,not_in_nse_index,37.6,19.17,1.0
BAJAJELEC,BROAD,not_in_nse_index,18.4,3.89,1.0
BAJAJHCARE,BROAD,not_in_nse_index,4.6,2.05,1.0
BAJAJHIND,BROAD,not_in_nse_index,85.9,15.34,1.0
BAJAJINDEF,BROAD,not_in_nse_index,0.6,0.33,1.0
BAJAJST,BROAD,not_in_nse_index,0.5,0.32,1.0
BAJEL,BROAD,not_in_nse_index,4.7,1.82,1.0
BALAJEE,BROAD,not_in_nse_index,0.1,0.05,1.0
BALAJITELE,BROAD,not_in_nse_index,2.9,1.19,1.0
BALAMINES,BROAD,not_in_nse_index,54.1,17.82,1.0
BALAXI,BROAD,not_in_nse_index,0.1,0.08,0.98
BALKRI-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
BALKRISHNA,BROAD,not_in_nse_index,0.0,0.01,1.0
BALLARPUR,BROAD,not_in_nse_index,0.0,0.0,0.0
BALMLAWRIE,BROAD,not_in_nse_index,2.5,1.27,1.0
BALPHARMA,BROAD,not_in_nse_index,0.8,0.36,1.0
BALUFORGE,BROAD,not_in_nse_index,100.1,25.49,1.0
BANARBEADS,BROAD,not_in_nse_index,0.1,0.03,1.0
BANARISUG,BROAD,not_in_nse_index,1.5,0.34,1.0
BANCOINDIA,BROAD,not_in_nse_index,7.7,3.69,1.0
BANG,BROAD,not_in_nse_index,0.3,0.16,1.0
BANK10ADD,BROAD,not_in_nse_index,1.1,1.08,1.0
BANK10BETF,BROAD,not_in_nse_index,0.6,0.54,1.0
BANKA,BROAD,not_in_nse_index,0.0,0.02,0.76
BANKADD,BROAD,not_in_nse_index,0.2,0.2,1.0
BANKBEES,BROAD,not_in_nse_index,32.8,19.33,1.0
BANKBETA,BROAD,not_in_nse_index,2.0,1.73,1.0
BANKBETF,BROAD,not_in_nse_index,0.7,0.64,1.0
BANKETF,BROAD,not_in_nse_index,1.6,1.26,1.0
BANKETFADD,BROAD,not_in_nse_index,0.0,0.0,0.0
BANKIETF,BROAD,not_in_nse_index,3.2,2.3,1.0
BANKNIFTY1,BROAD,not_in_nse_index,8.3,7.61,1.0
BANKPSU,BROAD,not_in_nse_index,0.1,0.08,1.0
BANSALWIRE,BROAD,not_in_nse_index,3.6,1.94,1.0
BANSWRAS,BROAD,not_in_nse_index,0.4,0.27,1.0
BARBEQUE,BROAD,not_in_nse_index,0.0,0.0,0.0
BARTRONICS,BROAD,not_in_nse_index,0.0,0.0,0.0
BASF,BROAD,not_in_nse_index,19.3,6.99,1.0
BASML,BROAD,not_in_nse_index,0.1,0.0,0.0
BASML-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
BASML-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
BATLIBOI,BROAD,not_in_nse_index,0.8,0.36,1.0
BBETF0432,BROAD,not_in_nse_index,1.0,1.01,1.0
BBL,BROAD,not_in_nse_index,6.6,3.68,1.0
BBNPNBETF,BROAD,not_in_nse_index,0.0,0.01,1.0
BBNPPGOLD,BROAD,not_in_nse_index,0.2,0.12,1.0
BBOX,BROAD,not_in_nse_index,38.3,14.06,1.0
BBTCL,BROAD,not_in_nse_index,0.4,0.22,1.0
BCG,BROAD,not_in_nse_index,7.6,3.2,1.0
BCIL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
BCLIND,BROAD,not_in_nse_index,2.8,1.21,1.0
BCONCEPTS,BROAD,not_in_nse_index,0.2,0.14,1.0
BCP,BROAD,not_in_nse_index,0.0,0.0,0.0
BCPL,BROAD,not_in_nse_index,0.1,0.05,1.0
BEARD-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
BEARDSELL,BROAD,not_in_nse_index,0.0,0.03,1.0
BECTORFOOD,BROAD,not_in_nse_index,49.2,16.31,1.0
BEDMUTHA,BROAD,not_in_nse_index,0.0,0.04,1.0
BEEKAY,BROAD,not_in_nse_index,0.2,0.12,1.0
BELLACASA,BROAD,not_in_nse_index,0.4,0.23,1.0
BENARAS,BROAD,not_in_nse_index,0.1,0.07,0.64
BENGALASM,BROAD,not_in_nse_index,0.4,0.27,1.0
BEPL,BROAD,not_in_nse_index,23.7,8.59,1.0
BESTAGRO,BROAD,not_in_nse_index,5.7,1.29,1.0
BETA,BROAD,not_in_nse_index,7.3,3.59,1.0
BFINVEST,BROAD,not_in_nse_index,1.7,0.69,1.0
BFSI,BROAD,not_in_nse_index,1.1,0.92,1.0
BFUTILITIE,BROAD,not_in_nse_index,9.6,1.68,1.0
BGEAR-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
BGLOBAL,BROAD,not_in_nse_index,0.0,0.0,0.0
BGRENERGY,BROAD,not_in_nse_index,1.5,0.0,0.0
BHAGCHEM,BROAD,not_in_nse_index,3.3,1.53,1.0
BHAGERIA,BROAD,not_in_nse_index,4.3,0.86,0.11
BHAGYANGR,BROAD,not_in_nse_index,6.6,2.73,0.73
BHAGYAPROP,BROAD,not_in_nse_index,0.0,0.0,0.0
BHANDA-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
BHANDA-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
BHANDA-RE2,BROAD,not_in_nse_index,0.0,0.0,0.0
BHANDARI,BROAD,not_in_nse_index,0.0,0.02,0.64
BHARATCOAL,BROAD,not_in_nse_index,16.5,6.98,1.0
BHARATGEAR,BROAD,not_in_nse_index,0.2,0.0,0.0
BHARATRAS,BROAD,not_in_nse_index,1.8,0.98,1.0
BHARATSE,BROAD,not_in_nse_index,7.1,2.35,1.0
BHARATWIRE,BROAD,not_in_nse_index,2.5,1.13,1.0
BI,BROAD,not_in_nse_index,0.8,0.27,0.42
BIGBLOC,BROAD,not_in_nse_index,0.2,0.13,1.0
BIL,BROAD,not_in_nse_index,1.7,0.95,1.0
BILENERGY,BROAD,not_in_nse_index,0.0,0.0,0.0
BILVYAPAR,BROAD,not_in_nse_index,0.0,0.0,0.0
BIMETAL,BROAD,not_in_nse_index,0.0,0.03,1.0
BINANIIND,BROAD,not_in_nse_index,0.0,0.0,0.0
BINDALAGRO,BROAD,not_in_nse_index,0.0,0.0,0.0
BIOFILCHEM,BROAD,not_in_nse_index,0.2,0.1,1.0
BIRLACABLE,BROAD,not_in_nse_index,10.6,3.24,0.31
BIRLACORPN,BROAD,not_in_nse_index,6.5,3.48,1.0
BIRLAMONEY,BROAD,not_in_nse_index,0.4,0.26,1.0
BIRLANU,BROAD,not_in_nse_index,3.8,1.19,1.0
BIRLAPREC,BROAD,not_in_nse_index,1.2,0.5,0.73
BIRLATYRE,BROAD,not_in_nse_index,0.0,0.0,0.0
BKMINDST,BROAD,not_in_nse_index,0.0,0.0,0.0
BLACKBUCK,BROAD,not_in_nse_index,42.6,17.07,1.0
BLACKROSE,BROAD,not_in_nse_index,0.2,0.0,0.0
BLAL,BROAD,not_in_nse_index,0.3,0.25,1.0
BLBLIMITED,BROAD,not_in_nse_index,0.2,0.2,1.0
BLEL,BROAD,not_in_nse_index,115.0,20.26,0.6
BLIL,BROAD,not_in_nse_index,0.5,0.33,1.0
BLISSGVS,BROAD,not_in_nse_index,20.6,0.0,0.0
BLKASHYAP,BROAD,not_in_nse_index,3.6,1.79,1.0
BLSE,BROAD,not_in_nse_index,18.4,7.14,1.0
BLUECHIP,BROAD,not_in_nse_index,0.0,0.0,0.36
BLUECLOUDS,BROAD,not_in_nse_index,5.9,1.64,0.64
BLUECOAST,BROAD,not_in_nse_index,0.0,0.0,0.31
BLUESTONE,BROAD,not_in_nse_index,352.9,48.16,1.0
BLUSPRING,BROAD,not_in_nse_index,7.0,3.13,1.0
BMWVENTLTD,BROAD,not_in_nse_index,0.6,0.32,1.0
BNAGROCHEM,BROAD,not_in_nse_index,0.5,0.1,0.71
BNALTD,BROAD,not_in_nse_index,0.0,0.0,0.0
BNKETFAXIS,BROAD,not_in_nse_index,0.8,0.78,0.98
BODALCHEM,BROAD,not_in_nse_index,39.7,11.15,0.42
BOHRAIND,BROAD,not_in_nse_index,0.0,0.02,1.0
BOMDYEING,BROAD,not_in_nse_index,8.7,2.55,1.0
BONLON,BROAD,not_in_nse_index,0.0,0.03,1.0
BORANA,BROAD,not_in_nse_index,1.0,0.58,1.0
BOROLTD,BROAD,not_in_nse_index,17.6,3.26,1.0
BORORENEW,BROAD,not_in_nse_index,22.9,11.1,1.0
BOROSCI,BROAD,not_in_nse_index,1.2,0.59,1.0
BOSCH-HCIL,BROAD,not_in_nse_index,9.2,4.73,1.0
BPL,BROAD,not_in_nse_index,0.2,0.15,1.0
BPLPHARMA,BROAD,not_in_nse_index,0.3,0.2,0.64
BRAHMINFRA,BROAD,not_in_nse_index,0.2,0.12,0.64
BRFL,BROAD,not_in_nse_index,0.0,0.0,0.0
BRIGHOTEL,BROAD,not_in_nse_index,0.8,0.45,1.0
BRIGHTBR,BROAD,not_in_nse_index,0.0,0.03,0.64
BRNL,BROAD,not_in_nse_index,0.0,0.03,1.0
BROOKS,BROAD,not_in_nse_index,0.2,0.06,0.31
BROOKS-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
BSE500IETF,BROAD,not_in_nse_index,0.8,0.58,1.0
BSELINFRA,BROAD,not_in_nse_index,0.0,0.0,0.0
BSHSL,BROAD,not_in_nse_index,0.1,0.03,0.64
BSL,BROAD,not_in_nse_index,0.1,0.03,1.0
BSLGOLDETF,BROAD,not_in_nse_index,9.8,7.86,1.0
BSLNIFTY,BROAD,not_in_nse_index,3.0,2.39,1.0
BSLSENETFG,BROAD,not_in_nse_index,0.0,0.02,1.0
BTML,BROAD,not_in_nse_index,0.9,0.59,1.0
BTML-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
BTTL,BROAD,not_in_nse_index,0.0,0.0,0.0
