symbol,cap_tier,cap_source,adv_cr,dlv_adv_cr,dlv_cover
GARDENSILK,BROAD,not_in_nse_index,0.0,0.0,0.0
GARFIBRES,BROAD,not_in_nse_index,5.1,2.28,1.0
GARUDA,BROAD,not_in_nse_index,19.1,4.66,1.0
GATDVR-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GATECH,BROAD,not_in_nse_index,2.5,0.16,0.2
GATECH-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GATECH-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
GATECHDVR,BROAD,not_in_nse_index,0.0,0.01,0.16
GATEWAY,BROAD,not_in_nse_index,6.0,3.52,1.0
GATI,BROAD,not_in_nse_index,0.0,0.0,0.0
GAUDIUMIVF,BROAD,not_in_nse_index,1.7,0.34,0.2
GAYAHWS,BROAD,not_in_nse_index,0.0,0.03,1.0
GAYAPROJ,BROAD,not_in_nse_index,2.0,0.91,0.42
GBGLOBAL,BROAD,not_in_nse_index,0.0,0.0,0.0
GCSL,BROAD,not_in_nse_index,38.1,14.35,1.0
GDL,BROAD,not_in_nse_index,0.0,0.0,0.0
GEECEE,BROAD,not_in_nse_index,0.1,0.0,0.0
GEEKAYWIRE,BROAD,not_in_nse_index,0.8,0.38,1.0
GEMAROMA,BROAD,not_in_nse_index,1.6,0.93,1.0
GENCON,BROAD,not_in_nse_index,1.3,0.27,1.0
GENESYS,BROAD,not_in_nse_index,43.3,8.81,1.0
GENESYS-RE,BROAD,not_in_nse_index,0.6,0.0,0.0
GENSOL,BROAD,not_in_nse_index,0.1,0.0,0.0
GENUSPAPER,BROAD,not_in_nse_index,0.2,0.1,1.0
GENUSPOWER,BROAD,not_in_nse_index,76.0,32.25,1.0
GEOJIT-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GEOJITFSL,BROAD,not_in_nse_index,3.0,1.5,1.0
GEPIL,BROAD,not_in_nse_index,0.0,0.0,0.0
GET&D,BROAD,not_in_nse_index,0.0,0.0,0.0
GFLLIMITED,BROAD,not_in_nse_index,0.7,0.36,1.0
GFSTEELS,BROAD,not_in_nse_index,0.0,0.0,0.11
GHCL,BROAD,not_in_nse_index,5.8,3.45,1.0
GHCLTEXTIL,BROAD,not_in_nse_index,12.8,5.32,1.0
GICHSGFIN,BROAD,not_in_nse_index,1.3,0.74,1.0
GICL,BROAD,not_in_nse_index,0.5,0.28,0.78
GILLANDERS,BROAD,not_in_nse_index,0.1,0.06,1.0
GILT10BETA,BROAD,not_in_nse_index,0.1,0.06,1.0
GILT5BETA,BROAD,not_in_nse_index,0.1,0.08,0.98
GILT5YBEES,BROAD,not_in_nse_index,1.2,0.88,1.0
GINNIFILA,BROAD,not_in_nse_index,0.2,0.0,0.0
GIPCL,BROAD,not_in_nse_index,15.0,6.69,1.0
GISO-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GISOLUTION,BROAD,not_in_nse_index,0.0,0.0,0.0
GKB,BROAD,not_in_nse_index,0.0,0.02,0.6
GKENERGY,BROAD,not_in_nse_index,7.7,2.84,1.0
GKSL,BROAD,not_in_nse_index,11.0,4.25,1.0
GKWLIMITED,BROAD,not_in_nse_index,0.2,0.16,1.0
GLASSWALL,BROAD,not_in_nse_index,241.0,22.45,0.18
GLFL,BROAD,not_in_nse_index,0.0,0.0,0.73
GLOBAL,BROAD,not_in_nse_index,2.0,1.19,1.0
GLOBALE,BROAD,not_in_nse_index,0.0,0.0,0.73
GLOBALVECT,BROAD,not_in_nse_index,0.2,0.1,1.0
GLOBE,BROAD,not_in_nse_index,0.1,0.11,1.0
GLOBE-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GLOBE-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
GLOBECIVIL,BROAD,not_in_nse_index,0.3,0.17,0.98
GLOBOFFS,BROAD,not_in_nse_index,0.0,0.0,0.0
GLOBUSSPR,BROAD,not_in_nse_index,8.1,4.5,1.0
GLOSTERLTD,BROAD,not_in_nse_index,0.1,0.08,1.0
GLOTTIS,BROAD,not_in_nse_index,0.4,0.16,0.53
GLS,BROAD,not_in_nse_index,0.0,0.0,0.0
GMBREW,BROAD,not_in_nse_index,2.6,1.4,1.0
GMMPFAUDLR,BROAD,not_in_nse_index,55.9,19.72,1.0
GMRINFRA,BROAD,not_in_nse_index,0.0,0.0,0.0
GMRP&UI,BROAD,not_in_nse_index,12.9,6.31,1.0
GNA,BROAD,not_in_nse_index,36.3,12.58,1.0
GNFC,BROAD,not_in_nse_index,52.6,20.9,1.0
GNRL,BROAD,not_in_nse_index,2.7,1.44,1.0
GOACARBON,BROAD,not_in_nse_index,2.6,0.84,1.0
GOCLCORP,BROAD,not_in_nse_index,13.7,3.46,1.0
GOCOLORS,BROAD,not_in_nse_index,7.1,2.3,1.0
GODAVARIB,BROAD,not_in_nse_index,13.9,1.72,1.0
GODHA,BROAD,not_in_nse_index,0.0,0.0,0.0
GODHA-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GODREJAGRO,BROAD,not_in_nse_index,37.9,9.42,1.0
GOENKA,BROAD,not_in_nse_index,0.0,0.0,0.0
GOKEX,BROAD,not_in_nse_index,20.1,9.65,1.0
GOKUL,BROAD,not_in_nse_index,0.8,0.2,1.0
GOKUL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GOKULAGRO,BROAD,not_in_nse_index,15.1,5.2,1.0
GOLD1,BROAD,not_in_nse_index,31.3,19.66,1.0
GOLD360,BROAD,not_in_nse_index,0.4,0.24,1.0
GOLDADD,BROAD,not_in_nse_index,12.4,9.11,1.0
GOLDAXIS,BROAD,not_in_nse_index,27.9,18.55,1.0
GOLDBEES,BROAD,not_in_nse_index,310.0,152.19,1.0
GOLDBETA,BROAD,not_in_nse_index,7.8,5.07,1.0
GOLDBND,BROAD,not_in_nse_index,0.4,0.35,1.0
GOLDCASE,BROAD,not_in_nse_index,24.5,11.91,1.0
GOLDENTOBC,BROAD,not_in_nse_index,0.0,0.0,0.0
GOLDETF,BROAD,not_in_nse_index,21.5,12.08,1.0
GOLDETFADD,BROAD,not_in_nse_index,0.0,0.0,0.0
GOLDIAM,BROAD,not_in_nse_index,31.0,12.6,1.0
GOLDIETF,BROAD,not_in_nse_index,81.6,47.88,1.0
GOLDSHARE,BROAD,not_in_nse_index,0.0,0.0,0.0
GOLDTECH,BROAD,not_in_nse_index,0.1,0.0,0.0
GOODLUCK,BROAD,not_in_nse_index,38.4,17.11,1.0
GOODYEAR,BROAD,not_in_nse_index,0.9,0.54,1.0
GOPAL,BROAD,not_in_nse_index,4.7,1.91,1.0
GOYALALUM,BROAD,not_in_nse_index,0.0,0.03,1.0
GPPL,BROAD,not_in_nse_index,31.2,15.4,1.0
GPTHEALTH,BROAD,not_in_nse_index,2.9,1.42,1.0
GPTINFRA,BROAD,not_in_nse_index,2.5,0.86,1.0
GRADIENTE,BROAD,not_in_nse_index,0.4,0.19,0.56
GRANDOAK,BROAD,not_in_nse_index,0.0,0.01,1.0
GRASIM-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GRAUWEIL,BROAD,not_in_nse_index,6.2,2.19,1.0
GRAVISSHO,BROAD,not_in_nse_index,0.1,0.1,0.84
GREAVESCOT,BROAD,not_in_nse_index,41.8,14.5,1.0
GREEN-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GREEN-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
GREENLAM,BROAD,not_in_nse_index,3.7,1.65,1.0
GREENPANEL,BROAD,not_in_nse_index,6.0,3.77,1.0
GREENPLY,BROAD,not_in_nse_index,6.1,3.15,1.0
GREENPOWER,BROAD,not_in_nse_index,2.8,1.03,1.0
GRINDWELL,BROAD,not_in_nse_index,6.8,3.88,1.0
GRINFRA,BROAD,not_in_nse_index,3.3,1.21,1.0
GRMOVER,BROAD,not_in_nse_index,10.3,2.75,1.0
GROBTEA,BROAD,not_in_nse_index,0.0,0.02,1.0
GROWEV,BROAD,not_in_nse_index,0.0,0.0,0.0
GROWWCAPM,BROAD,not_in_nse_index,0.6,0.45,1.0
GROWWCHEM,BROAD,not_in_nse_index,3.1,3.03,1.0
GROWWDEFNC,BROAD,not_in_nse_index,2.5,1.43,1.0
GROWWEV,BROAD,not_in_nse_index,1.3,0.85,1.0
GROWWGOLD,BROAD,not_in_nse_index,3.3,1.65,1.0
GROWWHOSPI,BROAD,not_in_nse_index,2.1,1.55,1.0
GROWWLIQID,BROAD,not_in_nse_index,3.5,2.5,1.0
GROWWLOVOL,BROAD,not_in_nse_index,0.0,0.01,1.0
GROWWMC150,BROAD,not_in_nse_index,0.0,0.03,1.0
GROWWMETAL,BROAD,not_in_nse_index,0.6,0.31,1.0
GROWWMOM50,BROAD,not_in_nse_index,0.3,0.22,1.0
GROWWN200,BROAD,not_in_nse_index,0.1,0.06,1.0
GROWWNET,BROAD,not_in_nse_index,0.8,0.59,1.0
GROWWNIFTY,BROAD,not_in_nse_index,0.7,0.47,1.0
GROWWNXT50,BROAD,not_in_nse_index,0.1,0.04,1.0
GROWWPOWER,BROAD,not_in_nse_index,3.2,2.24,1.0
GROWWPSE,BROAD,not_in_nse_index,0.1,0.04,1.0
GROWWPSUBK,BROAD,not_in_nse_index,0.0,0.03,1.0
GROWWRAIL,BROAD,not_in_nse_index,2.2,1.54,1.0
GROWWRLTY,BROAD,not_in_nse_index,0.4,0.3,1.0
GROWWSC250,BROAD,not_in_nse_index,0.2,0.12,1.0
GROWWSLVR,BROAD,not_in_nse_index,3.9,1.45,1.0
GRPLTD,BROAD,not_in_nse_index,0.5,0.34,1.0
GRWRHITECH,BROAD,not_in_nse_index,51.5,23.37,1.0
GSCLCEMENT,BROAD,not_in_nse_index,0.0,0.0,0.0
GSEC10ABSL,BROAD,not_in_nse_index,0.0,0.0,0.47
GSEC10ADD,BROAD,not_in_nse_index,0.1,0.1,0.42
GSEC10IETF,BROAD,not_in_nse_index,0.1,0.13,0.98
GSEC10YEAR,BROAD,not_in_nse_index,0.0,0.01,1.0
GSEC5IETF,BROAD,not_in_nse_index,0.1,0.04,1.0
GSFC,BROAD,not_in_nse_index,14.6,7.36,1.0
GSLSU,BROAD,not_in_nse_index,0.3,0.24,1.0
GSPCROP,BROAD,not_in_nse_index,20.8,5.7,1.0
GSPL,BROAD,not_in_nse_index,0.0,0.0,0.0
GSS,BROAD,not_in_nse_index,0.1,0.05,1.0
GTECJAINX,BROAD,not_in_nse_index,0.0,0.0,0.2
GTL,BROAD,not_in_nse_index,0.2,0.11,1.0
GTLINFRA,BROAD,not_in_nse_index,4.0,1.79,1.0
GTNIND,BROAD,not_in_nse_index,0.0,0.0,0.0
GTNTEX,BROAD,not_in_nse_index,0.0,0.0,0.0
GTPL,BROAD,not_in_nse_index,0.5,0.33,1.0
GUFICBIO,BROAD,not_in_nse_index,4.6,2.22,1.0
GUJALKALI,BROAD,not_in_nse_index,10.3,3.58,1.0
GUJAPOLLO,BROAD,not_in_nse_index,0.4,0.32,1.0
GUJENERGY,BROAD,not_in_nse_index,47.3,27.22,1.0
GUJGASLTD,BROAD,not_in_nse_index,0.0,0.0,0.0
GUJRAFFIA,BROAD,not_in_nse_index,0.0,0.01,1.0
GUJTHEM,BROAD,not_in_nse_index,18.5,10.18,1.0
GULFOILLUB,BROAD,not_in_nse_index,9.6,4.75,1.0
GULFPETRO,BROAD,not_in_nse_index,1.6,0.0,0.0
GULPOLY,BROAD,not_in_nse_index,7.4,3.25,1.0
GVKPIL,BROAD,not_in_nse_index,0.2,0.0,0.0
GVPIL,BROAD,not_in_nse_index,15.5,8.08,1.0
GVPTECH,BROAD,not_in_nse_index,0.1,0.05,0.64
GVPTECH-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
GYFTR,BROAD,not_in_nse_index,1.4,0.81,1.0
HALDER,BROAD,not_in_nse_index,0.7,0.19,1.0
HALDYNGL,BROAD,not_in_nse_index,0.6,0.0,0.0
HALEOSLABS,BROAD,not_in_nse_index,0.1,0.1,0.98
HAMPTON,BROAD,not_in_nse_index,0.1,0.05,0.64
HAPPSTMNDS,BROAD,not_in_nse_index,83.1,26.74,1.0
HAPPYFORGE,BROAD,not_in_nse_index,22.6,11.81,1.0
HARDWYN,BROAD,not_in_nse_index,2.1,1.0,1.0
HARIOMPIPE,BROAD,not_in_nse_index,4.0,1.91,1.0
HARITASEAT,BROAD,not_in_nse_index,0.0,0.0,0.0
HARRMALAYA,BROAD,not_in_nse_index,0.3,0.19,1.0
HARSHA,BROAD,not_in_nse_index,8.4,4.04,1.0
HATHWAY,BROAD,not_in_nse_index,1.4,0.68,1.0
HATSUN,BROAD,not_in_nse_index,10.5,4.19,1.0
HATSUN-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
HAVISHA,BROAD,not_in_nse_index,0.0,0.01,1.0
HAWKINCOOK,BROAD,not_in_nse_index,1.5,0.9,1.0
HAZOOR,BROAD,not_in_nse_index,0.7,0.37,0.64
HBANKETF,BROAD,not_in_nse_index,0.0,0.0,0.0
HBESD,BROAD,not_in_nse_index,0.0,0.01,1.0
HBLPOWER,BROAD,not_in_nse_index,0.0,0.0,0.0
HBPOR,BROAD,not_in_nse_index,0.0,0.0,0.64
HBSL,BROAD,not_in_nse_index,0.0,0.02,0.87
HCC,BROAD,not_in_nse_index,64.7,23.91,1.0
HCC-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
HCC-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
HCG,BROAD,not_in_nse_index,11.1,6.59,1.0
HCG-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
HCL-INSYS,BROAD,not_in_nse_index,0.3,0.18,1.0
HDFC,BROAD,not_in_nse_index,0.0,0.0,0.0
HDFCBSE500,BROAD,not_in_nse_index,5.7,5.1,1.0
HDFCGOLD,BROAD,not_in_nse_index,46.2,27.12,1.0
HDFCGROWTH,BROAD,not_in_nse_index,0.4,0.26,1.0
HDFCLIQUID,BROAD,not_in_nse_index,3.1,2.29,1.0
HDFCLOWVOL,BROAD,not_in_nse_index,0.0,0.03,1.0
HDFCMFGETF,BROAD,not_in_nse_index,0.0,0.0,0.0
HDFCMID150,BROAD,not_in_nse_index,1.1,0.65,1.0
HDFCMOMENT,BROAD,not_in_nse_index,0.5,0.35,1.0
HDFCNEXT50,BROAD,not_in_nse_index,2.8,2.22,1.0
HDFCNIF100,BROAD,not_in_nse_index,0.1,0.1,1.0
HDFCNIFBAN,BROAD,not_in_nse_index,0.7,0.56,1.0
HDFCNIFETF,BROAD,not_in_nse_index,0.0,0.0,0.0
HDFCNIFIT,BROAD,not_in_nse_index,1.0,0.64,1.0
HDFCNIFTY,BROAD,not_in_nse_index,9.2,7.89,1.0
HDFCNIMEG,BROAD,not_in_nse_index,0.5,0.44,0.89
HDFCPSUBK,BROAD,not_in_nse_index,1.1,0.85,1.0
HDFCPVTBAN,BROAD,not_in_nse_index,0.6,0.42,1.0
HDFCQUAL,BROAD,not_in_nse_index,0.1,0.05,1.0
HDFCSENETF,BROAD,not_in_nse_index,0.0,0.0,0.0
HDFCSENSEX,BROAD,not_in_nse_index,0.4,0.3,1.0
HDFCSILVER,BROAD,not_in_nse_index,67.1,26.76,1.0
HDFCSML250,BROAD,not_in_nse_index,28.5,20.3,1.0
HDFCVALUE,BROAD,not_in_nse_index,0.1,0.06,1.0
HDIL,BROAD,not_in_nse_index,0.0,0.0,0.0
HEADSUP,BROAD,not_in_nse_index,0.0,0.01,1.0
HEALTHADD,BROAD,not_in_nse_index,0.1,0.08,1.0
HEALTHAXIS,BROAD,not_in_nse_index,0.1,0.07,1.0
HEALTHCARE,BROAD,not_in_nse_index,0.1,0.07,1.0
HEALTHIETF,BROAD,not_in_nse_index,1.7,0.94,1.0
HEALTHX,BROAD,not_in_nse_index,0.2,0.14,1.0
HEALTHY,BROAD,not_in_nse_index,0.5,0.34,1.0
HECPROJECT,BROAD,not_in_nse_index,0.2,0.14,1.0
HEGAM,BROAD,not_in_nse_index,3.6,1.47,0.09
HEIDELBERG,BROAD,not_in_nse_index,2.4,1.44,1.0
HEMIPROP,BROAD,not_in_nse_index,4.0,2.08,1.0
HERANBA,BROAD,not_in_nse_index,2.2,0.5,1.0
HERCULES,BROAD,not_in_nse_index,0.0,0.0,0.0
HERIT-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
HERITGFOOD,BROAD,not_in_nse_index,22.8,8.94,1.0
HEROMOTORS,BROAD,not_in_nse_index,97.3,20.22,0.07
HESTERBIO,BROAD,not_in_nse_index,4.4,0.88,1.0
HEUBACHIND,BROAD,not_in_nse_index,0.0,0.0,0.0
HEXAGON,BROAD,not_in_nse_index,2.2,0.0,0.0
HEXATRADEX,BROAD,not_in_nse_index,0.1,0.04,1.0
HGINFRA,BROAD,not_in_nse_index,23.5,2.67,1.0
HGM,BROAD,not_in_nse_index,0.0,0.03,1.0
HGS,BROAD,not_in_nse_index,0.7,0.4,1.0
HIKAL,BROAD,not_in_nse_index,44.4,6.89,1.0
HIL,BROAD,not_in_nse_index,0.0,0.0,0.0
HILINFRA,BROAD,not_in_nse_index,0.4,0.21,0.98
HILTON,BROAD,not_in_nse_index,0.2,0.07,0.53
HILTON-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
HILTON-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
HILTON-RE2,BROAD,not_in_nse_index,0.0,0.0,0.0
HIMATSEIDE,BROAD,not_in_nse_index,4.0,2.14,1.0
HINDADH,BROAD,not_in_nse_index,0.3,0.13,0.64
HINDALUMI,BROAD,not_in_nse_index,0.0,0.02,0.64
HINDCOMPOS,BROAD,not_in_nse_index,0.2,0.1,1.0
HINDCON,BROAD,not_in_nse_index,0.1,0.06,0.98
HINDMOTORS,BROAD,not_in_nse_index,0.0,0.0,0.0
HINDNATGLS,BROAD,not_in_nse_index,0.0,0.0,0.0
HINDOILEXP,BROAD,not_in_nse_index,27.7,6.03,1.0
HINDWAR-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
HINDWAREAP,BROAD,not_in_nse_index,2.9,1.83,1.0
HIRECT,BROAD,not_in_nse_index,10.7,4.03,1.0
HISARMETAL,BROAD,not_in_nse_index,0.0,0.02,1.0
HITECH,BROAD,not_in_nse_index,5.5,2.92,1.0
HITECHCORP,BROAD,not_in_nse_index,0.3,0.0,0.0
HITECHGEAR,BROAD,not_in_nse_index,0.2,0.0,0.0
HLEGLAS,BROAD,not_in_nse_index,16.8,6.42,1.0
HLVLTD,BROAD,not_in_nse_index,0.1,0.1,1.0
HMAAGRO,BROAD,not_in_nse_index,7.8,3.0,1.0
HMT,BROAD,not_in_nse_index,0.1,0.0,0.0
HMVL,BROAD,not_in_nse_index,0.6,0.2,0.22
HNDFDS,BROAD,not_in_nse_index,6.1,3.44,1.0
HNGSNGBEES,BROAD,not_in_nse_index,4.4,3.0,1.0
HONDAPOWER,BROAD,not_in_nse_index,0.7,0.41,1.0
HORIZONIND,BROAD,not_in_nse_index,25.8,13.73,0.53
HOTELRUGBY,BROAD,not_in_nse_index,0.0,0.0,0.0
HOVS,BROAD,not_in_nse_index,0.0,0.0,0.0
HPAL,BROAD,not_in_nse_index,0.4,0.2,1.0
HPIL,BROAD,not_in_nse_index,0.0,0.03,1.0
HPL,BROAD,not_in_nse_index,2.8,1.41,1.0
HRYNSHP,BROAD,not_in_nse_index,0.0,0.01,0.64
HSBCGOLD,BROAD,not_in_nse_index,0.5,0.46,1.0
HSIL,BROAD,not_in_nse_index,0.0,0.0,0.0
HTEL,BROAD,not_in_nse_index,7.9,1.34,0.18
HTMEDIA,BROAD,not_in_nse_index,0.7,0.35,1.0
HUBTOWN,BROAD,not_in_nse_index,9.5,4.6,1.0
HUHTAMAKI,BROAD,not_in_nse_index,17.6,4.76,1.0
HYBRIDETF,BROAD,not_in_nse_index,0.0,0.04,0.89
HYBRIDFIN,BROAD,not_in_nse_index,0.0,0.0,0.0
IBMFNIFTY,BROAD,not_in_nse_index,0.0,0.0,0.0
IBREALEST,BROAD,not_in_nse_index,0.0,0.0,0.0
IBUL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
IBULHSGFIN,BROAD,not_in_nse_index,0.0,0.0,0.0
IBULLSLTD,BROAD,not_in_nse_index,38.2,19.89,0.73
ICDSLTD,BROAD,not_in_nse_index,0.1,0.03,0.69
ICEMAKE,BROAD,not_in_nse_index,2.3,1.34,1.0
ICICI10GS,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICI500,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICI5GSEC,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIALPLV,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIAUTO,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIB22,BROAD,not_in_nse_index,5.7,4.63,1.0
ICICIBANKN,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIBANKP,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICICOMMO,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICICONSU,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIFIN,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIFMCG,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIGOLD,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIINFRA,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICILIQ,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICILOVOL,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIM150,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIMCAP,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIMOM30,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICINF100,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICINIFTY,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICINV20,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICINXT50,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIPHARM,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICIQTY30,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICISENSX,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICISILVE,BROAD,not_in_nse_index,0.0,0.0,0.0
ICICITECH,BROAD,not_in_nse_index,0.0,0.0,0.0
ICIL,BROAD,not_in_nse_index,53.8,11.69,1.0
ICRA,BROAD,not_in_nse_index,19.1,11.97,1.0
IDBIGOLD,BROAD,not_in_nse_index,0.0,0.0,0.0
IDEAFORGE,BROAD,not_in_nse_index,27.5,11.52,0.73
IDFC,BROAD,not_in_nse_index,0.0,0.0,0.0
IDFNIFTYET,BROAD,not_in_nse_index,0.0,0.03,1.0
IEL,BROAD,not_in_nse_index,0.0,0.0,0.0
IFBAGRO,BROAD,not_in_nse_index,0.5,0.2,0.64
IFBIND,BROAD,not_in_nse_index,6.9,3.2,1.0
IFGLEXPOR,BROAD,not_in_nse_index,1.2,0.47,1.0
IGARASHI,BROAD,not_in_nse_index,25.7,2.53,1.0
IGCL,BROAD,not_in_nse_index,0.9,0.45,1.0
IGPL,BROAD,not_in_nse_index,5.9,2.98,1.0
IHCL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
IIFL-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
IIFLCAPS,BROAD,not_in_nse_index,13.6,9.04,1.0
IIFLSEC,BROAD,not_in_nse_index,0.0,0.0,0.0
IIFLWAM,BROAD,not_in_nse_index,0.0,0.0,0.0
IITL,BROAD,not_in_nse_index,1.8,0.39,1.0
IKIO,BROAD,not_in_nse_index,11.2,2.65,1.0
IL&FSENGG,BROAD,not_in_nse_index,0.2,0.0,0.0
IL&FSTRANS,BROAD,not_in_nse_index,0.0,0.0,0.0
IMAGICAA,BROAD,not_in_nse_index,10.7,3.59,1.0
IMFA,BROAD,not_in_nse_index,21.7,9.92,1.0
IMPAL,BROAD,not_in_nse_index,0.3,0.18,1.0
IMPEXFERRO,BROAD,not_in_nse_index,0.0,0.0,0.0
INA,BROAD,not_in_nse_index,5.9,2.74,1.0
INCREDIBLE,BROAD,not_in_nse_index,0.0,0.01,1.0
INDBANK,BROAD,not_in_nse_index,0.2,0.1,1.0
INDIAGLYCO,BROAD,not_in_nse_index,29.3,10.91,0.78
INDIANCARD,BROAD,not_in_nse_index,0.1,0.04,1.0
INDIANHUME,BROAD,not_in_nse_index,2.3,1.06,1.0
INDIASHLTR,BROAD,not_in_nse_index,8.4,4.82,1.0
INDIGOPNTS,BROAD,not_in_nse_index,13.9,6.46,1.0
INDIQUBE,BROAD,not_in_nse_index,1.3,0.74,1.0
INDLMETER,BROAD,not_in_nse_index,0.0,0.0,0.0
INDNIPPON,BROAD,not_in_nse_index,19.2,3.85,1.0
INDO-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
INDO-RE1,BROAD,not_in_nse_index,0.0,0.0,0.0
INDO-RE2,BROAD,not_in_nse_index,0.0,0.0,0.0
INDOAMIN,BROAD,not_in_nse_index,0.7,0.0,0.0
INDOBORAX,BROAD,not_in_nse_index,28.4,4.05,1.0
INDOCO,BROAD,not_in_nse_index,25.3,2.69,1.0
INDOFARM,BROAD,not_in_nse_index,2.9,1.0,1.0
INDOKEM,BROAD,not_in_nse_index,0.2,0.14,0.64
INDOMIM,BROAD,not_in_nse_index,426.6,157.76,0.91
INDORAMA,BROAD,not_in_nse_index,13.6,3.53,1.0
INDOSOLAR,BROAD,not_in_nse_index,0.0,0.0,0.0
INDOSTAR,BROAD,not_in_nse_index,4.1,2.3,1.0
INDOTECH,BROAD,not_in_nse_index,7.6,3.42,0.73
INDOTHAI,BROAD,not_in_nse_index,22.8,8.24,1.0
INDOUS,BROAD,not_in_nse_index,0.1,0.08,1.0
INDOWIND,BROAD,not_in_nse_index,0.1,0.06,0.76
INDPRUD,BROAD,not_in_nse_index,0.1,0.06,1.0
INDRAMEDCO,BROAD,not_in_nse_index,14.4,4.89,1.0
INDSWFTLAB,BROAD,not_in_nse_index,44.1,12.45,1.0
INDSWFTLTD,BROAD,not_in_nse_index,0.0,0.0,0.0
INDTERRAIN,BROAD,not_in_nse_index,0.2,0.08,1.0
INEOSSTYRO,BROAD,not_in_nse_index,0.0,0.0,0.0
INFIBE-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
INFIBEAM,BROAD,not_in_nse_index,0.0,0.0,0.0
INFOBEAN,BROAD,not_in_nse_index,9.5,2.28,1.0
INFOMEDIA,BROAD,not_in_nse_index,0.0,0.01,1.0
INFRA,BROAD,not_in_nse_index,0.0,0.03,1.0
INFRABEES,BROAD,not_in_nse_index,0.8,0.43,1.0
INFRAIETF,BROAD,not_in_nse_index,4.9,4.5,1.0
INGERRAND,BROAD,not_in_nse_index,14.1,6.5,1.0
INNOVACAP,BROAD,not_in_nse_index,10.7,3.98,1.0
INNOVANA,BROAD,not_in_nse_index,0.5,0.28,1.0
INNOVISION,BROAD,not_in_nse_index,1.6,0.4,1.0
INOXGREEN,BROAD,not_in_nse_index,22.5,9.79,0.78
INOXINDIA,BROAD,not_in_nse_index,72.4,21.56,1.0
INOXLEISUR,BROAD,not_in_nse_index,0.0,0.0,0.0
INOXWI-RE,BROAD,not_in_nse_index,0.0,0.0,0.0
INSECTICID,BROAD,not_in_nse_index,1.8,0.91,1.0
INSPIRISYS,BROAD,not_in_nse_index,0.0,0.01,0.42
INSUREIETF,BROAD,not_in_nse_index,1.2,1.03,0.82
INTEGRA,BROAD,not_in_nse_index,0.0,0.0,0.0
INTENTECH,BROAD,not_in_nse_index,0.3,0.2,1.0
INTERARCH,BROAD,not_in_nse_index,9.3,5.22,1.0
INTERNET,BROAD,not_in_nse_index,0.4,0.25,1.0
INTLCONV,BROAD,not_in_nse_index,0.5,0.33,1.0
